,X,Y,Z,X_c,Y_c,Z_c,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
0,0.0,0.0,-2844,0.2501,0.29339608938547485,0.5134142458100559,1e-12,1e-12,1.000000000001,0,0,1,topo,Strat_Series,1,1,0.01
