x,y,z
2182.500752210617,740.0,-3717.5
2685.0,2136.166934967041,-3717.5
2685.0,740.0,-3802.743797302246
1053.8723108917475,2220.0,-3532.5
2685.0,2220.0,-3712.264976501465
1222.9182140529156,740.0,-3532.5
895.0,740.0,-3465.407295227051
895.0,2220.0,-3515.678482055664
2433.302801847458,3700.0,-3532.5
2685.0,3700.0,-3555.4570388793945
895.0,3700.0,-3391.010398864746
2685.0,3915.9609508514404,-3532.5
2297.959867119789,5180.0,-3347.5
2685.0,5180.0,-3384.605293273926
895.0,4086.204719543457,-3347.5
895.0,5180.0,-3198.9517974853516
2685.0,6263.078231811523,-3347.5
2685.0,6660.0,-3333.3898544311523
895.0,6660.0,-3179.0039443969727
895.0,7854.243793487549,-3347.5
2685.0,8140.0,-3438.6676025390625
2685.0,6868.4588050842285,-3347.5
895.0,8140.0,-3387.8219604492188
895.0,8991.037120819092,-3532.5
2685.0,9620.0,-3590.608901977539
2685.0,9061.907539367676,-3532.5
895.0,9620.0,-3638.13907623291
895.0,10801.669998168945,-3717.5
895.0,11100.0,-3737.658157348633
1375.3181824088097,11100.0,-3717.5
2685.0,11100.0,-3662.825126647949
895.0,11502.72066116333,-3717.5
895.0,12580.0,-3663.897819519043
2685.0,12580.0,-3610.9067916870117
2685.0,13355.921096801758,-3532.5
895.0,13635.723152160645,-3532.5
895.0,14060.0,-3479.781379699707
2685.0,14060.0,-3461.864585876465
2685.0,14906.634140014648,-3347.5
895.0,14903.090019226074,-3347.5
895.0,15540.0,-3247.8609466552734
2685.0,15540.0,-3262.4396896362305
2685.0,16238.035125732422,-3162.5
895.0,16082.078285217285,-3162.5
895.0,17020.0,-3015.685043334961
2685.0,17020.0,-3051.1643600463867
2685.0,17564.592056274414,-2977.5
895.0,17292.994689941406,-2977.5
895.0,18500.0,-2809.3737411499023
2685.0,18500.0,-2851.6110229492188
2685.0,19002.404174804688,-2792.5
895.0,18649.726753234863,-2792.5
895.0,19980.0,-2642.9666137695312
2685.0,19980.0,-2678.110008239746
2685.0,20745.10524749756,-2607.5
895.0,20395.3466796875,-2607.5
895.0,21460.0,-2517.2667694091797
2685.0,21460.0,-2542.0826721191406
895.0,22940.0,-2448.083724975586
2685.0,22940.0,-2453.689956665039
2685.0,24137.339782714844,-2422.5
895.0,24420.0,-2431.5261459350586
1878.6191695928574,24420.0,-2422.5
2685.0,24420.0,-2415.23250579834
895.0,25900.0,-2443.1832122802734
2341.0878878831863,25900.0,-2422.5
2685.0,25900.0,-2417.6644134521484
2685.0,27380.0,-2443.2749557495117
2685.0,26183.648223876953,-2422.5
895.0,27380.0,-2466.697769165039
895.0,28860.0,-2486.5115356445312
2685.0,28860.0,-2467.5573348999023
895.0,30340.0,-2474.747200012207
2685.0,30340.0,-2464.820556640625
2508.1671983003616,31820.0,-2422.5
895.0,31652.82081604004,-2422.5
2685.0,31820.0,-2423.236770629883
895.0,31820.0,-2415.890235900879
2685.0,31835.29151916504,-2422.5
2685.0,33300.0,-2352.7269744873047
895.0,33300.0,-2332.38956451416
895.0,34780.0,-2244.04483795166
2685.0,34780.0,-2270.2171325683594
2685.0,35374.446868896484,-2237.5
895.0,34891.89598083496,-2237.5
895.0,36260.0,-2157.8610229492188
2685.0,36260.0,-2189.2090606689453
895.0,37740.0,-2076.1147689819336
2685.0,37740.0,-2111.07608795166
2685.0,38774.265060424805,-2052.5
895.0,38141.127853393555,-2052.5
895.0,39220.0,-1989.6218490600586
2685.0,39220.0,-2027.4497985839844
895.0,40700.0,-1878.8578414916992
2685.0,40700.0,-1929.2447662353516
2685.0,41517.77305603027,-1867.5
895.0,40825.68572998047,-1867.5
895.0,42180.0,-1745.2398300170898
2685.0,42180.0,-1817.7947998046875
2185.574344396591,43660.0,-1682.5
895.0,42895.178451538086,-1682.5
2685.0,43660.0,-1708.5537338256836
895.0,43660.0,-1615.8871841430664
2685.0,44084.60006713867,-1682.5
2685.0,45140.0,-1618.309211730957
895.0,45140.0,-1511.621437072754
1850.2082866430283,46620.0,-1497.5
895.0,45411.910705566406,-1497.5
2685.0,46620.0,-1552.5234985351562
895.0,46620.0,-1435.0833892822266
2607.552369236946,48100.0,-1497.5
2685.0,48100.0,-1502.884635925293
895.0,48100.0,-1379.5630645751953
2685.0,48255.941314697266,-1497.5
2685.0,49580.0,-1452.2055435180664
895.0,49580.0,-1321.9453430175781
1838.378456234932,51060.0,-1312.5
895.0,49740.45227050781,-1312.5
2685.0,51060.0,-1382.697868347168
895.0,51060.0,-1234.9739456176758
2685.0,52165.274505615234,-1312.5
1006.5188077092171,52540.0,-1127.5
2685.0,52540.0,-1288.848533630371
895.0,52406.09405517578,-1127.5
895.0,52540.0,-1116.8365859985352
