x,y,z
949.6262414567173,2220.0,-7047.5
895.0,740.0,-7049.085750579834
895.0,1228.506759405136,-7047.5
2685.0,2220.0,-7153.388195037842
2685.0,740.0,-7129.555358886719
895.0,2220.0,-7044.272041320801
1928.2174390554428,3700.0,-7047.5
2685.0,3700.0,-7111.530590057373
895.0,3700.0,-6963.381824493408
2279.3208265304565,5180.0,-7047.5
2685.0,5180.0,-7083.946151733398
895.0,5180.0,-6929.123401641846
1569.118049442768,6660.0,-7047.5
2685.0,6660.0,-7125.691547393799
895.0,6660.0,-7002.425727844238
895.0,7113.455505371094,-7047.5
895.0,8140.0,-7149.2865562438965
2685.0,8140.0,-7225.152053833008
895.0,9003.234767913818,-7232.5
2685.0,9620.0,-7324.962596893311
2685.0,8248.329982757568,-7232.5
895.0,9620.0,-7291.49528503418
895.0,11100.0,-7359.187145233154
2685.0,11100.0,-7362.427101135254
895.0,12580.0,-7313.110046386719
2685.0,12580.0,-7305.339374542236
2685.0,13290.955429077148,-7232.5
895.0,13324.039535522461,-7232.5
895.0,14060.0,-7152.398777008057
2685.0,14060.0,-7154.0741539001465
2685.0,14783.184127807617,-7047.5
895.0,14709.467544555664,-7047.5
895.0,15540.0,-6912.0294761657715
2685.0,15540.0,-6935.769157409668
2685.0,15977.48649597168,-6862.5
895.0,15811.134414672852,-6862.5
2286.939191222191,17020.0,-6677.5
2685.0,17020.0,-6687.93758392334
895.0,16824.137573242188,-6677.5
895.0,17020.0,-6641.816024780273
2685.0,17083.410263061523,-6677.5
895.0,17882.445068359375,-6492.5
2685.0,18217.873306274414,-6492.5
895.0,18500.0,-6386.1213302612305
2685.0,18500.0,-6446.790580749512
2685.0,19487.744064331055,-6307.5
895.0,19060.974617004395,-6307.5
895.0,19980.0,-6180.081729888916
2685.0,19980.0,-6238.736152648926
2685.0,21070.467109680176,-6122.5
895.0,20599.799118041992,-6122.5
895.0,21460.0,-6043.7184715271
2685.0,21460.0,-6081.494197845459
895.0,22940.0,-5972.3956871032715
2685.0,22940.0,-5982.467002868652
895.0,24420.0,-5953.455600738525
2685.0,24420.0,-5940.130214691162
895.0,25900.0,-5970.801467895508
2685.0,25900.0,-5945.401935577393
895.0,27380.0,-5999.561634063721
2685.0,27380.0,-5975.383701324463
