x,y,z
1052.0728383213282,2220.0,-8157.5
2685.0,740.0,-8242.105121612549
1390.475426018238,740.0,-8157.5
2685.0,2220.0,-8290.55061340332
895.0,740.0,-8126.551399230957
895.0,2220.0,-8145.262126922607
1880.997874736786,3700.0,-8157.5
2685.0,3700.0,-8245.592079162598
895.0,3700.0,-8053.926563262939
2309.3807458877563,5180.0,-8157.5
2685.0,5180.0,-8202.2926902771
895.0,5180.0,-7996.029376983643
1938.8610643148422,6660.0,-8157.5
2685.0,6660.0,-8228.979454040527
895.0,6660.0,-8061.882839202881
895.0,7678.455543518066,-8157.5
895.0,8140.0,-8200.860080718994
2685.0,8140.0,-8311.787815093994
1216.7537988722324,9620.0,-8342.5
2685.0,9620.0,-8394.111347198486
2685.0,8693.079738616943,-8342.5
895.0,9620.0,-8331.71802520752
895.0,9875.974864959717,-8342.5
895.0,11100.0,-8394.981498718262
2685.0,11100.0,-8420.743770599365
895.0,12580.0,-8352.135181427002
2685.0,12580.0,-8359.65955734253
2685.0,12747.197532653809,-8342.5
895.0,12673.583984375,-8342.5
895.0,14060.0,-8199.627895355225
2685.0,14060.0,-8208.6399269104
2685.0,14401.724662780762,-8157.5
895.0,14323.299522399902,-8157.5
1710.119090974331,15540.0,-7972.5
2685.0,15540.0,-7986.646842956543
895.0,15469.079475402832,-7972.5
895.0,15540.0,-7961.00736618042
2685.0,15621.235313415527,-7972.5
895.0,16464.99858856201,-7787.5
2685.0,16688.09471130371,-7787.5
895.0,17020.0,-7682.551116943359
2685.0,17020.0,-7729.8907470703125
2685.0,17756.947059631348,-7602.5
895.0,17454.64527130127,-7602.5
1108.685567304492,18500.0,-7417.5
2685.0,18500.0,-7474.210166931152
895.0,18458.81706237793,-7417.5
895.0,18500.0,-7409.986915588379
2685.0,18875.827827453613,-7417.5
2140.4456293582916,19980.0,-7232.5
2685.0,19980.0,-7252.045593261719
895.0,19686.02710723877,-7232.5
895.0,19980.0,-7188.9599609375
2685.0,20152.703552246094,-7232.5
982.9730276018381,21460.0,-7047.5
2685.0,21460.0,-7086.411228179932
895.0,21439.531326293945,-7047.5
895.0,21460.0,-7045.542335510254
2685.0,22015.446014404297,-7047.5
2685.0,22940.0,-6983.910484313965
895.0,22940.0,-6974.993019104004
895.0,24420.0,-6957.877216339111
2685.0,24420.0,-6941.35139465332
895.0,25900.0,-6976.412925720215
2685.0,25900.0,-6946.7070960998535
895.0,27380.0,-7005.005836486816
2685.0,27380.0,-6976.364231109619
895.0,28860.0,-7017.506942749023
2685.0,28860.0,-7000.905609130859
895.0,30340.0,-6998.591556549072
2685.0,30340.0,-6997.101783752441
895.0,31820.0,-6944.088878631592
