time,X,Y,Z,litho
91.5,400000.0,7651000.0,-3375.3,9.0
91.5,401000.0,7651000.0,-3437.6,9.0
91.5,402000.0,7651000.0,-3565.91,9.0
91.5,403000.0,7651000.0,-3682.4,46.0
91.5,404000.0,7651000.0,-3800.01,46.0
91.5,405000.0,7651000.0,-3975.09,37.0
91.5,406000.0,7651000.0,-4188.52,37.0
91.5,407000.0,7651000.0,-4345.72,16.0
91.5,408000.0,7651000.0,-4388.94,37.0
91.5,409000.0,7651000.0,-4381.5,28.0
91.5,410000.0,7651000.0,-4381.85,28.0
91.5,411000.0,7651000.0,-4357.69,24.0
91.5,412000.0,7651000.0,-4295.45,25.0
91.5,413000.0,7651000.0,-4176.31,25.0
91.5,414000.0,7651000.0,-3990.81,25.0
91.5,415000.0,7651000.0,-3848.87,25.0
91.5,416000.0,7651000.0,-3849.08,25.0
91.5,417000.0,7651000.0,-3930.64,25.0
91.5,418000.0,7651000.0,-4008.26,25.0
91.5,419000.0,7651000.0,-4081.7,25.0
91.5,420000.0,7651000.0,-4158.54,25.0
91.5,421000.0,7651000.0,-4219.11,25.0
91.5,422000.0,7651000.0,-4230.23,25.0
91.5,423000.0,7651000.0,-4170.98,25.0
91.5,424000.0,7651000.0,-4083.86,25.0
91.5,425000.0,7651000.0,-4022.95,25.0
91.5,426000.0,7651000.0,-3998.54,25.0
91.5,427000.0,7651000.0,-4051.95,25.0
91.5,428000.0,7651000.0,-4225.02,25.0
91.5,429000.0,7651000.0,-4454.85,25.0
91.5,430000.0,7651000.0,-4602.87,25.0
91.5,431000.0,7651000.0,-4557.0,25.0
91.5,432000.0,7651000.0,-4359.12,25.0
91.5,433000.0,7651000.0,-4174.91,25.0
91.5,434000.0,7651000.0,-4149.9,25.0
91.5,435000.0,7651000.0,-4339.56,25.0
91.5,436000.0,7651000.0,-4637.47,25.0
91.5,437000.0,7651000.0,-4876.5,25.0
91.5,438000.0,7651000.0,-5011.97,25.0
91.5,439000.0,7651000.0,-5030.05,25.0
91.5,440000.0,7651000.0,-4808.9,25.0
91.5,441000.0,7651000.0,-4418.7,25.0
91.5,442000.0,7651000.0,-4228.5,24.0
91.5,443000.0,7651000.0,-4338.59,21.0
91.5,444000.0,7651000.0,-4525.2,21.0
91.5,445000.0,7651000.0,-4664.33,16.0
91.5,446000.0,7651000.0,-4742.97,16.0
91.5,447000.0,7651000.0,-4772.84,16.0
91.5,448000.0,7651000.0,-4785.6,28.0
91.5,449000.0,7651000.0,-4815.55,28.0
91.5,450000.0,7651000.0,-4910.19,28.0
91.5,451000.0,7651000.0,-5074.11,28.0
91.5,452000.0,7651000.0,-5203.17,28.0
91.5,453000.0,7651000.0,-5188.29,28.0
91.5,454000.0,7651000.0,-5073.51,28.0
91.5,455000.0,7651000.0,-4995.49,28.0
91.5,456000.0,7651000.0,-5021.77,28.0
91.5,457000.0,7651000.0,-5135.63,28.0
91.5,458000.0,7651000.0,-5291.74,28.0
91.5,459000.0,7651000.0,-5419.22,28.0
91.5,460000.0,7651000.0,-5456.43,28.0
91.5,461000.0,7651000.0,-5435.88,28.0
91.5,462000.0,7651000.0,-5435.98,28.0
91.5,463000.0,7651000.0,-5431.03,28.0
91.5,464000.0,7651000.0,-5310.48,28.0
91.5,465000.0,7651000.0,-4855.21,28.0
91.5,466000.0,7651000.0,-3918.24,28.0
91.5,467000.0,7651000.0,-2941.18,28.0
91.5,468000.0,7651000.0,-2434.06,29.0
91.5,469000.0,7651000.0,-2258.76,29.0
91.5,470000.0,7651000.0,-2133.37,29.0
91.5,471000.0,7651000.0,-2044.89,29.0
91.5,472000.0,7651000.0,-2090.97,29.0
91.5,473000.0,7651000.0,-2320.97,37.0
91.5,474000.0,7651000.0,-2688.27,37.0
91.5,475000.0,7651000.0,-3123.6,37.0
91.5,476000.0,7651000.0,-3541.36,37.0
91.5,477000.0,7651000.0,-3803.82,37.0
91.5,478000.0,7651000.0,-3851.35,37.0
91.5,479000.0,7651000.0,-3759.05,37.0
91.5,480000.0,7651000.0,-3629.5,37.0
91.5,481000.0,7651000.0,-3562.77,37.0
91.5,482000.0,7651000.0,-3559.88,37.0
91.5,483000.0,7651000.0,-3572.69,37.0
91.5,484000.0,7651000.0,-3739.87,37.0
91.5,485000.0,7651000.0,-4272.83,37.0
91.5,486000.0,7651000.0,-5068.37,37.0
91.5,487000.0,7651000.0,-5757.84,37.0
91.5,488000.0,7651000.0,-6267.07,37.0
91.5,489000.0,7651000.0,-6770.55,37.0
91.5,490000.0,7651000.0,-7241.23,37.0
91.5,491000.0,7651000.0,-7509.53,37.0
91.5,492000.0,7651000.0,-7429.37,37.0
91.5,493000.0,7651000.0,-7143.14,37.0
91.5,494000.0,7651000.0,-6921.45,37.0
91.5,495000.0,7651000.0,-6522.33,37.0
91.5,496000.0,7651000.0,-5448.42,37.0
91.5,497000.0,7651000.0,-4280.72,37.0
91.5,498000.0,7651000.0,-3904.79,37.0
91.5,499000.0,7651000.0,-4055.76,37.0
91.5,500000.0,7651000.0,-4606.91,37.0
91.5,501000.0,7651000.0,-5422.4,37.0
91.5,502000.0,7651000.0,-5834.49,37.0
91.5,503000.0,7651000.0,-5614.97,37.0
91.5,504000.0,7651000.0,-4926.94,37.0
91.5,505000.0,7651000.0,-4084.58,37.0
91.5,506000.0,7651000.0,-3523.44,37.0
91.5,507000.0,7651000.0,-3504.03,37.0
