time,X,Y,Z,litho
96.0,400000.0,7651000.0,-3444.64,9.0
96.0,401000.0,7651000.0,-3498.96,9.0
96.0,402000.0,7651000.0,-3608.74,9.0
96.0,403000.0,7651000.0,-3706.8,46.0
96.0,404000.0,7651000.0,-3816.39,46.0
96.0,405000.0,7651000.0,-3991.51,46.0
96.0,406000.0,7651000.0,-4205.94,40.0
96.0,407000.0,7651000.0,-4363.35,41.0
96.0,408000.0,7651000.0,-4407.62,32.0
96.0,409000.0,7651000.0,-4403.5,30.0
96.0,410000.0,7651000.0,-4407.33,34.0
96.0,411000.0,7651000.0,-4388.85,34.0
96.0,412000.0,7651000.0,-4336.61,34.0
96.0,413000.0,7651000.0,-4233.17,34.0
96.0,414000.0,7651000.0,-4069.8,34.0
96.0,415000.0,7651000.0,-3950.44,50.0
96.0,416000.0,7651000.0,-3975.46,50.0
96.0,417000.0,7651000.0,-4083.36,50.0
96.0,418000.0,7651000.0,-4171.87,50.0
96.0,419000.0,7651000.0,-4242.6,50.0
96.0,420000.0,7651000.0,-4317.77,50.0
96.0,421000.0,7651000.0,-4375.89,255.0
96.0,422000.0,7651000.0,-4374.86,255.0
96.0,423000.0,7651000.0,-4296.84,255.0
96.0,424000.0,7651000.0,-4210.53,255.0
96.0,425000.0,7651000.0,-4172.29,255.0
96.0,426000.0,7651000.0,-4154.75,255.0
96.0,427000.0,7651000.0,-4192.57,255.0
96.0,428000.0,7651000.0,-4353.59,255.0
96.0,429000.0,7651000.0,-4575.74,255.0
96.0,430000.0,7651000.0,-4699.95,255.0
96.0,431000.0,7651000.0,-4619.42,255.0
96.0,432000.0,7651000.0,-4401.23,255.0
96.0,433000.0,7651000.0,-4212.77,16.0
96.0,434000.0,7651000.0,-4183.23,16.0
96.0,435000.0,7651000.0,-4367.23,16.0
96.0,436000.0,7651000.0,-4668.38,16.0
96.0,437000.0,7651000.0,-4915.42,16.0
96.0,438000.0,7651000.0,-5055.51,21.0
96.0,439000.0,7651000.0,-5075.25,24.0
96.0,440000.0,7651000.0,-4860.22,24.0
96.0,441000.0,7651000.0,-4472.18,25.0
96.0,442000.0,7651000.0,-4267.83,25.0
96.0,443000.0,7651000.0,-4377.26,25.0
96.0,444000.0,7651000.0,-4588.08,25.0
96.0,445000.0,7651000.0,-4746.96,25.0
96.0,446000.0,7651000.0,-4835.54,25.0
96.0,447000.0,7651000.0,-4875.19,25.0
96.0,448000.0,7651000.0,-4892.46,25.0
96.0,449000.0,7651000.0,-4909.35,25.0
96.0,450000.0,7651000.0,-4978.39,25.0
96.0,451000.0,7651000.0,-5123.64,25.0
96.0,452000.0,7651000.0,-5242.02,25.0
96.0,453000.0,7651000.0,-5215.81,25.0
96.0,454000.0,7651000.0,-5093.97,25.0
96.0,455000.0,7651000.0,-5014.73,25.0
96.0,456000.0,7651000.0,-5040.85,25.0
96.0,457000.0,7651000.0,-5154.64,25.0
96.0,458000.0,7651000.0,-5310.69,25.0
96.0,459000.0,7651000.0,-5438.13,25.0
96.0,460000.0,7651000.0,-5475.31,25.0
96.0,461000.0,7651000.0,-5454.71,25.0
96.0,462000.0,7651000.0,-5454.76,25.0
96.0,463000.0,7651000.0,-5449.77,25.0
96.0,464000.0,7651000.0,-5329.16,25.0
96.0,465000.0,7651000.0,-4873.84,25.0
96.0,466000.0,7651000.0,-3936.8,25.0
96.0,467000.0,7651000.0,-2959.68,25.0
96.0,468000.0,7651000.0,-2452.5,25.0
96.0,469000.0,7651000.0,-2277.13,25.0
96.0,470000.0,7651000.0,-2151.67,25.0
96.0,471000.0,7651000.0,-2063.11,25.0
96.0,472000.0,7651000.0,-2109.13,25.0
96.0,473000.0,7651000.0,-2339.05,25.0
96.0,474000.0,7651000.0,-2706.26,25.0
96.0,475000.0,7651000.0,-3141.52,25.0
96.0,476000.0,7651000.0,-3559.19,25.0
96.0,477000.0,7651000.0,-3821.58,25.0
96.0,478000.0,7651000.0,-3869.02,25.0
96.0,479000.0,7651000.0,-3776.65,24.0
96.0,480000.0,7651000.0,-3647.01,24.0
96.0,481000.0,7651000.0,-3580.19,24.0
96.0,482000.0,7651000.0,-3577.22,21.0
96.0,483000.0,7651000.0,-3589.94,21.0
96.0,484000.0,7651000.0,-3757.03,21.0
96.0,485000.0,7651000.0,-4289.92,21.0
96.0,486000.0,7651000.0,-5085.38,21.0
96.0,487000.0,7651000.0,-5774.8,21.0
96.0,488000.0,7651000.0,-6284.01,21.0
96.0,489000.0,7651000.0,-6787.58,21.0
96.0,490000.0,7651000.0,-7258.66,21.0
96.0,491000.0,7651000.0,-7528.73,21.0
96.0,492000.0,7651000.0,-7468.17,21.0
96.0,493000.0,7651000.0,-7241.13,21.0
96.0,494000.0,7651000.0,-7099.76,21.0
96.0,495000.0,7651000.0,-6740.09,21.0
96.0,496000.0,7651000.0,-5610.82,16.0
96.0,497000.0,7651000.0,-4353.05,16.0
96.0,498000.0,7651000.0,-3966.47,16.0
96.0,499000.0,7651000.0,-4135.31,16.0
96.0,500000.0,7651000.0,-4654.27,16.0
96.0,501000.0,7651000.0,-5443.28,16.0
96.0,502000.0,7651000.0,-5854.82,16.0
96.0,503000.0,7651000.0,-5632.94,16.0
96.0,504000.0,7651000.0,-4942.63,16.0
96.0,505000.0,7651000.0,-4100.1,21.0
96.0,506000.0,7651000.0,-3538.87,21.0
96.0,507000.0,7651000.0,-3519.39,21.0
96.0,508000.0,7651000.0,-3851.19,21.0
96.0,509000.0,7651000.0,-4169.25,21.0
96.0,510000.0,7651000.0,-4354.88,21.0
96.0,511000.0,7651000.0,-4439.73,21.0
96.0,512000.0,7651000.0,-4420.65,21.0
96.0,513000.0,7651000.0,-4287.26,21.0
96.0,514000.0,7651000.0,-3953.26,21.0
96.0,515000.0,7651000.0,-3717.01,24.0
96.0,516000.0,7651000.0,-4528.49,24.0
96.0,517000.0,7651000.0,-6064.75,21.0
96.0,518000.0,7651000.0,-5939.14,16.0
96.0,519000.0,7651000.0,-4417.33,16.0
96.0,520000.0,7651000.0,-4827.47,16.0
96.0,521000.0,7651000.0,-6698.37,16.0
96.0,522000.0,7651000.0,-7337.71,16.0
96.0,523000.0,7651000.0,-7122.29,16.0
96.0,524000.0,7651000.0,-7227.8,16.0
96.0,525000.0,7651000.0,-7451.16,16.0
96.0,526000.0,7651000.0,-7274.35,9.0
96.0,527000.0,7651000.0,-6814.25,9.0
96.0,528000.0,7651000.0,-6527.33,9.0
96.0,529000.0,7651000.0,-6434.05,9.0
96.0,530000.0,7651000.0,-6510.77,9.0
96.0,531000.0,7651000.0,-6854.64,9.0
96.0,532000.0,7651000.0,-7147.15,9.0
96.0,533000.0,7651000.0,-7134.89,9.0
96.0,534000.0,7651000.0,-6934.31,9.0
96.0,535000.0,7651000.0,-6265.58,9.0
96.0,536000.0,7651000.0,-4816.76,9.0
96.0,537000.0,7651000.0,-3581.45,9.0
96.0,538000.0,7651000.0,-3470.02,9.0
96.0,539000.0,7651000.0,-3758.17,9.0
96.0,540000.0,7651000.0,-3779.9,9.0
96.0,541000.0,7651000.0,-3668.2,9.0
96.0,542000.0,7651000.0,-3563.39,9.0
96.0,543000.0,7651000.0,-3487.48,9.0
96.0,544000.0,7651000.0,-3408.53,9.0
96.0,545000.0,7651000.0,-3252.72,9.0
96.0,546000.0,7651000.0,-3020.22,9.0
