time,X,Y,Z,litho
95.5,400000.0,7651000.0,-3436.93,9.0
95.5,401000.0,7651000.0,-3492.14,9.0
95.5,402000.0,7651000.0,-3603.98,9.0
95.5,403000.0,7651000.0,-3704.09,46.0
95.5,404000.0,7651000.0,-3814.57,46.0
95.5,405000.0,7651000.0,-3989.68,37.0
95.5,406000.0,7651000.0,-4204.01,37.0
95.5,407000.0,7651000.0,-4361.39,21.0
95.5,408000.0,7651000.0,-4405.54,25.0
95.5,409000.0,7651000.0,-4401.06,25.0
95.5,410000.0,7651000.0,-4404.5,25.0
95.5,411000.0,7651000.0,-4385.39,25.0
95.5,412000.0,7651000.0,-4332.04,25.0
95.5,413000.0,7651000.0,-4226.86,25.0
95.5,414000.0,7651000.0,-4061.03,25.0
95.5,415000.0,7651000.0,-3939.15,25.0
95.5,416000.0,7651000.0,-3961.41,25.0
95.5,417000.0,7651000.0,-4066.39,25.0
95.5,418000.0,7651000.0,-4153.69,25.0
95.5,419000.0,7651000.0,-4224.72,25.0
95.5,420000.0,7651000.0,-4300.08,25.0
95.5,421000.0,7651000.0,-4358.47,25.0
95.5,422000.0,7651000.0,-4358.79,25.0
95.5,423000.0,7651000.0,-4282.85,25.0
95.5,424000.0,7651000.0,-4196.46,25.0
95.5,425000.0,7651000.0,-4155.7,25.0
95.5,426000.0,7651000.0,-4137.4,25.0
95.5,427000.0,7651000.0,-4176.95,25.0
95.5,428000.0,7651000.0,-4339.3,25.0
95.5,429000.0,7651000.0,-4562.31,25.0
95.5,430000.0,7651000.0,-4689.17,25.0
95.5,431000.0,7651000.0,-4612.48,25.0
95.5,432000.0,7651000.0,-4396.55,25.0
95.5,433000.0,7651000.0,-4208.57,25.0
95.5,434000.0,7651000.0,-4179.53,25.0
95.5,435000.0,7651000.0,-4364.16,25.0
95.5,436000.0,7651000.0,-4664.94,25.0
95.5,437000.0,7651000.0,-4911.1,25.0
95.5,438000.0,7651000.0,-5050.67,25.0
95.5,439000.0,7651000.0,-5070.23,25.0
95.5,440000.0,7651000.0,-4854.52,25.0
95.5,441000.0,7651000.0,-4466.24,25.0
95.5,442000.0,7651000.0,-4263.46,25.0
95.5,443000.0,7651000.0,-4372.96,25.0
95.5,444000.0,7651000.0,-4581.09,25.0
95.5,445000.0,7651000.0,-4737.78,25.0
95.5,446000.0,7651000.0,-4825.26,25.0
95.5,447000.0,7651000.0,-4863.81,24.0
95.5,448000.0,7651000.0,-4880.59,24.0
95.5,449000.0,7651000.0,-4898.93,16.0
95.5,450000.0,7651000.0,-4970.81,9.0
95.5,451000.0,7651000.0,-5118.14,9.0
95.5,452000.0,7651000.0,-5237.71,9.0
95.5,453000.0,7651000.0,-5212.75,9.0
95.5,454000.0,7651000.0,-5091.7,9.0
95.5,455000.0,7651000.0,-5012.59,9.0
95.5,456000.0,7651000.0,-5038.73,9.0
95.5,457000.0,7651000.0,-5152.53,9.0
95.5,458000.0,7651000.0,-5308.59,9.0
95.5,459000.0,7651000.0,-5436.03,9.0
95.5,460000.0,7651000.0,-5473.21,9.0
95.5,461000.0,7651000.0,-5452.62,9.0
95.5,462000.0,7651000.0,-5452.67,9.0
95.5,463000.0,7651000.0,-5447.69,9.0
95.5,464000.0,7651000.0,-5327.08,28.0
95.5,465000.0,7651000.0,-4871.77,28.0
95.5,466000.0,7651000.0,-3934.74,28.0
95.5,467000.0,7651000.0,-2957.63,29.0
95.5,468000.0,7651000.0,-2450.46,29.0
95.5,469000.0,7651000.0,-2275.09,29.0
95.5,470000.0,7651000.0,-2149.64,29.0
95.5,471000.0,7651000.0,-2061.09,29.0
95.5,472000.0,7651000.0,-2107.11,29.0
95.5,473000.0,7651000.0,-2337.04,29.0
95.5,474000.0,7651000.0,-2704.26,29.0
95.5,475000.0,7651000.0,-3139.53,29.0
95.5,476000.0,7651000.0,-3557.21,29.0
95.5,477000.0,7651000.0,-3819.6,29.0
95.5,478000.0,7651000.0,-3867.06,29.0
95.5,479000.0,7651000.0,-3774.69,29.0
95.5,480000.0,7651000.0,-3645.06,29.0
95.5,481000.0,7651000.0,-3578.26,29.0
95.5,482000.0,7651000.0,-3575.29,29.0
95.5,483000.0,7651000.0,-3588.02,29.0
95.5,484000.0,7651000.0,-3755.13,29.0
95.5,485000.0,7651000.0,-4288.02,29.0
95.5,486000.0,7651000.0,-5083.49,29.0
95.5,487000.0,7651000.0,-5772.92,29.0
95.5,488000.0,7651000.0,-6282.13,29.0
95.5,489000.0,7651000.0,-6785.69,29.0
95.5,490000.0,7651000.0,-7256.73,28.0
95.5,491000.0,7651000.0,-7526.59,28.0
95.5,492000.0,7651000.0,-7463.86,28.0
95.5,493000.0,7651000.0,-7230.24,28.0
95.5,494000.0,7651000.0,-7079.94,29.0
95.5,495000.0,7651000.0,-6715.89,31.0
95.5,496000.0,7651000.0,-5592.78,39.0
95.5,497000.0,7651000.0,-4345.02,39.0
95.5,498000.0,7651000.0,-3959.62,39.0
95.5,499000.0,7651000.0,-4126.48,38.0
95.5,500000.0,7651000.0,-4649.0,38.0
95.5,501000.0,7651000.0,-5440.96,38.0
95.5,502000.0,7651000.0,-5852.56,44.0
95.5,503000.0,7651000.0,-5630.94,44.0
95.5,504000.0,7651000.0,-4940.89,44.0
95.5,505000.0,7651000.0,-4098.38,44.0
95.5,506000.0,7651000.0,-3537.16,44.0
95.5,507000.0,7651000.0,-3517.68,44.0
95.5,508000.0,7651000.0,-3849.49,44.0
95.5,509000.0,7651000.0,-4167.55,44.0
95.5,510000.0,7651000.0,-4353.2,44.0
95.5,511000.0,7651000.0,-4438.04,44.0
95.5,512000.0,7651000.0,-4418.97,44.0
95.5,513000.0,7651000.0,-4285.58,44.0
95.5,514000.0,7651000.0,-3951.55,44.0
95.5,515000.0,7651000.0,-3715.21,44.0
95.5,516000.0,7651000.0,-4525.03,44.0
95.5,517000.0,7651000.0,-6059.71,44.0
95.5,518000.0,7651000.0,-5935.67,39.0
95.5,519000.0,7651000.0,-4415.49,38.0
95.5,520000.0,7651000.0,-4825.65,38.0
95.5,521000.0,7651000.0,-6695.8,38.0
95.5,522000.0,7651000.0,-7333.23,39.0
95.5,523000.0,7651000.0,-7115.98,38.0
95.5,524000.0,7651000.0,-7219.22,44.0
95.5,525000.0,7651000.0,-7437.4,44.0
95.5,526000.0,7651000.0,-7255.56,45.0
95.5,527000.0,7651000.0,-6795.34,48.0
95.5,528000.0,7651000.0,-6508.1,48.0
95.5,529000.0,7651000.0,-6408.39,50.0
95.5,530000.0,7651000.0,-6481.72,50.0
95.5,531000.0,7651000.0,-6834.39,50.0
95.5,532000.0,7651000.0,-7138.96,50.0
95.5,533000.0,7651000.0,-7131.81,50.0
95.5,534000.0,7651000.0,-6926.73,50.0
95.5,535000.0,7651000.0,-6252.92,50.0
95.5,536000.0,7651000.0,-4809.04,50.0
95.5,537000.0,7651000.0,-3579.13,50.0
95.5,538000.0,7651000.0,-3468.17,50.0
95.5,539000.0,7651000.0,-3756.48,50.0
95.5,540000.0,7651000.0,-3778.29,50.0
95.5,541000.0,7651000.0,-3666.63,50.0
95.5,542000.0,7651000.0,-3561.84,50.0
95.5,543000.0,7651000.0,-3485.95,50.0
95.5,544000.0,7651000.0,-3407.0,50.0
95.5,545000.0,7651000.0,-3251.2,50.0
95.5,546000.0,7651000.0,-3018.7,50.0
95.5,547000.0,7651000.0,-2855.0,50.0
95.5,548000.0,7651000.0,-2834.26,50.0
95.5,549000.0,7651000.0,-2891.11,50.0
95.5,550000.0,7651000.0,-2989.88,50.0
95.5,551000.0,7651000.0,-3592.26,50.0
95.5,552000.0,7651000.0,-4902.12,50.0
95.5,553000.0,7651000.0,-5981.99,50.0
95.5,554000.0,7651000.0,-6375.82,50.0
95.5,555000.0,7651000.0,-6539.92,50.0
95.5,556000.0,7651000.0,-6697.1,50.0
95.5,557000.0,7651000.0,-6860.55,50.0
95.5,558000.0,7651000.0,-7023.73,50.0
95.5,559000.0,7651000.0,-7126.76,50.0
95.5,560000.0,7651000.0,-7146.22,50.0
95.5,561000.0,7651000.0,-7124.29,50.0
95.5,562000.0,7651000.0,-7091.21,50.0
95.5,563000.0,7651000.0,-7043.91,50.0
95.5,564000.0,7651000.0,-6972.01,50.0
95.5,565000.0,7651000.0,-6878.81,50.0
95.5,566000.0,7651000.0,-6784.88,50.0
95.5,567000.0,7651000.0,-6711.83,50.0
95.5,568000.0,7651000.0,-6671.01,50.0
95.5,569000.0,7651000.0,-6660.64,50.0
95.5,570000.0,7651000.0,-6669.61,50.0
95.5,571000.0,7651000.0,-6680.15,50.0
95.5,572000.0,7651000.0,-6672.26,50.0
95.5,573000.0,7651000.0,-6630.22,50.0
95.5,574000.0,7651000.0,-6535.43,50.0
95.5,575000.0,7651000.0,-6422.84,50.0
95.5,576000.0,7651000.0,-6357.42,50.0
95.5,577000.0,7651000.0,-6317.95,50.0
95.5,578000.0,7651000.0,-6266.26,50.0
95.5,579000.0,7651000.0,-6377.12,44.0
95.5,400000.0,7652000.0,-3417.12,29.0
95.5,401000.0,7652000.0,-3470.69,46.0
