,X,Y,Z,X_c,Y_c,Z_c,G_x,G_y,G_z,dip,azimuth,polarity,formation,series,id,order_series,smooth
2473,740683.64,7229517.38,-6276.03,0.5998652582159625,0.2700530516431925,0.49654788732394367,-0.21779791803443707,-0.12452157155142875,0.9680177917364056,14.52968421909508,240.24210739895938,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2474,740733.64,7229517.38,-6271.68,0.602212676056338,0.2700530516431925,0.4967521126760563,-0.23023198426136957,-0.11680359089907383,0.9661004888603225,14.961285449869779,243.09995274162677,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2475,740633.64,7229567.38,-6283.26,0.5975178403755869,0.27240046948356805,0.4962084507042253,-0.18695358352288,-0.09995145407760762,0.9772707221828174,12.239297694039493,241.8695936560726,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2476,740733.64,7229567.38,-6275.82,0.602212676056338,0.27240046948356805,0.49655774647887324,-0.23023198426136954,-0.1168035908990738,0.9661004888603225,14.961285449869779,243.09995274162677,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2477,740483.64,7229667.38,-6306.24,0.5904755868544601,0.27709530516431924,0.49512957746478875,-0.15952315257910296,-0.06529291808277109,0.9850325876027964,9.925540687615365,247.74068633896013,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2478,740383.64,7229717.38,-6318.65,0.5857807511737089,0.27944272300469486,0.4945469483568075,-0.18743454571197368,-0.09590529696474519,0.9775839938787102,12.154339569001221,242.90237551613762,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2479,740433.64,7229717.38,-6312.21,0.5881281690140845,0.27944272300469486,0.49484929577464787,-0.17260377553511239,-0.09292420739287714,0.9805983012178993,11.304781978321518,241.70343568230925,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2480,740583.64,7229717.38,-6294.28,0.5951704225352112,0.27944272300469486,0.49569107981220656,-0.18637246669267846,-0.10152185891951639,0.9772198400669178,12.253041969530168,241.42173766605026,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2481,740733.64,7229717.38,-6267.85,0.602212676056338,0.27944272300469486,0.49693192488262905,-0.271761234065982,-0.13411112968260414,0.9529743105426244,17.64095119649627,243.73417612118294,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2482,740883.64,7229767.38,-6189.21,0.6092549295774647,0.2817901408450704,0.5006239436619718,-0.3426069626263603,-0.1693962490126082,0.9240808297873072,22.46984239066666,243.69068094268448,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2483,740183.64,7229867.38,-6346.61,0.5763910798122066,0.2864849765258216,0.49323427230046946,-0.18814550109619507,-0.09740229095277923,0.977299372830256,12.23155188944386,242.62954984219039,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2484,740283.64,7229867.38,-6326.67,0.5810859154929577,0.2864849765258216,0.49417042253521126,-0.19918159016321418,-0.09398530257784823,0.975445260913909,12.723247797491164,244.7393727532296,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2485,740433.64,7229867.38,-6297.72,0.5881281690140845,0.2864849765258216,0.4955295774647887,-0.190829259058264,-0.11235630953091225,0.97517190976559,12.79416551064695,239.51130579491726,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2486,740583.64,7229867.38,-6267.09,0.5951704225352112,0.2864849765258216,0.49696760563380277,-0.19859480760616277,-0.14712127734261796,0.9689764868896189,14.309100622847101,233.4685343492459,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2487,740733.64,7229867.38,-6225.51,0.602212676056338,0.2864849765258216,0.49891971830985915,-0.3202257179032021,-0.17669928875177612,0.9307163106704402,21.453248604840763,241.11025924636112,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2488,740883.64,7229867.38,-6160.63,0.6092549295774647,0.2864849765258216,0.5019657276995305,-0.3190396197809954,-0.15754632576554428,0.9345549080967768,20.84364415418004,243.71918147876193,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2489,740083.64,7229917.38,-6362.21,0.5716962441314554,0.2888323943661972,0.4925018779342723,-0.1686352278581762,-0.10018264662927406,0.9805741161378753,11.311848702296865,239.2863427072615,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2490,739933.64,7230017.38,-6372.99,0.5646539906103286,0.29352723004694836,0.4919957746478873,-0.1454563931190682,-0.10719405368811745,0.9835404783508913,10.409832239859991,233.6116507914404,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2491,739983.64,7230017.38,-6368.05,0.5670014084507042,0.29352723004694836,0.4922276995305164,-0.1454563931190681,-0.1071940536881174,0.9835404783508913,10.409832239859991,233.6116507914404,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2492,740133.64,7230017.38,-6344.32,0.574043661971831,0.29352723004694836,0.4933417840375587,-0.1721185183059866,-0.09852990348780204,0.9801362526581884,11.439044432293953,240.2108554682278,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
2493,740283.64,7230017.38,-6311.79,0.5810859154929577,0.29352723004694836,0.494869014084507,-0.19599778388930159,-0.09001657532989901,0.9764639700861263,12.45545883484805,245.33193806822928,1.0,TOPO_ITAPEMA,Strat_Series_1,1.0,1.0,0.01
