,time_l,northing_l,easting_l,litho
529840,99.25,7651500.0,400500.0,9.0
529841,99.25,7651500.0,401500.0,9.0
529842,99.25,7651500.0,402500.0,9.0
529843,99.25,7651500.0,403500.0,9.0
529844,99.25,7651500.0,404500.0,9.0
529845,99.25,7651500.0,405500.0,9.0
529846,99.25,7651500.0,406500.0,9.0
529847,99.25,7651500.0,407500.0,9.0
529848,99.25,7651500.0,408500.0,26.0
529849,99.25,7651500.0,409500.0,29.0
529850,99.25,7651500.0,410500.0,44.0
529851,99.25,7651500.0,411500.0,255.0
529852,99.25,7651500.0,412500.0,255.0
529853,99.25,7651500.0,413500.0,255.0
529854,99.25,7651500.0,414500.0,255.0
529855,99.25,7651500.0,415500.0,255.0
529856,99.25,7651500.0,416500.0,255.0
529857,99.25,7651500.0,417500.0,255.0
529858,99.25,7651500.0,418500.0,255.0
529859,99.25,7651500.0,419500.0,255.0
529860,99.25,7651500.0,420500.0,255.0
529861,99.25,7651500.0,421500.0,255.0
529862,99.25,7651500.0,422500.0,255.0
529863,99.25,7651500.0,423500.0,255.0
529864,99.25,7651500.0,424500.0,255.0
529865,99.25,7651500.0,425500.0,255.0
529866,99.25,7651500.0,426500.0,255.0
529867,99.25,7651500.0,427500.0,255.0
529868,99.25,7651500.0,428500.0,255.0
529869,99.25,7651500.0,429500.0,255.0
529870,99.25,7651500.0,430500.0,255.0
529871,99.25,7651500.0,431500.0,255.0
529872,99.25,7651500.0,432500.0,255.0
529873,99.25,7651500.0,433500.0,38.0
529874,99.25,7651500.0,434500.0,38.0
529875,99.25,7651500.0,435500.0,38.0
529876,99.25,7651500.0,436500.0,38.0
529877,99.25,7651500.0,437500.0,38.0
529878,99.25,7651500.0,438500.0,21.0
529879,99.25,7651500.0,439500.0,24.0
529880,99.25,7651500.0,440500.0,24.0
529881,99.25,7651500.0,441500.0,25.0
529882,99.25,7651500.0,442500.0,25.0
529883,99.25,7651500.0,443500.0,25.0
529884,99.25,7651500.0,444500.0,25.0
529885,99.25,7651500.0,445500.0,25.0
529886,99.25,7651500.0,446500.0,25.0
529887,99.25,7651500.0,447500.0,25.0
529888,99.25,7651500.0,448500.0,25.0
529889,99.25,7651500.0,449500.0,25.0
529890,99.25,7651500.0,450500.0,25.0
529891,99.25,7651500.0,451500.0,25.0
529892,99.25,7651500.0,452500.0,25.0
529893,99.25,7651500.0,453500.0,25.0
529894,99.25,7651500.0,454500.0,25.0
529895,99.25,7651500.0,455500.0,25.0
529896,99.25,7651500.0,456500.0,25.0
529897,99.25,7651500.0,457500.0,25.0
529898,99.25,7651500.0,458500.0,25.0
529899,99.25,7651500.0,459500.0,25.0
529900,99.25,7651500.0,460500.0,25.0
529901,99.25,7651500.0,461500.0,25.0
529902,99.25,7651500.0,462500.0,25.0
529903,99.25,7651500.0,463500.0,25.0
529904,99.25,7651500.0,464500.0,25.0
529905,99.25,7651500.0,465500.0,25.0
529906,99.25,7651500.0,466500.0,25.0
529907,99.25,7651500.0,467500.0,25.0
529908,99.25,7651500.0,468500.0,25.0
529909,99.25,7651500.0,469500.0,25.0
529910,99.25,7651500.0,470500.0,25.0
529911,99.25,7651500.0,471500.0,25.0
529912,99.25,7651500.0,472500.0,25.0
529913,99.25,7651500.0,473500.0,25.0
529914,99.25,7651500.0,474500.0,25.0
529915,99.25,7651500.0,475500.0,25.0
529916,99.25,7651500.0,476500.0,25.0
529917,99.25,7651500.0,477500.0,25.0
529918,99.25,7651500.0,478500.0,25.0
529919,99.25,7651500.0,479500.0,25.0
529920,99.25,7651500.0,480500.0,25.0
529921,99.25,7651500.0,481500.0,25.0
529922,99.25,7651500.0,482500.0,37.0
529923,99.25,7651500.0,483500.0,37.0
529924,99.25,7651500.0,484500.0,37.0
529925,99.25,7651500.0,485500.0,37.0
529926,99.25,7651500.0,486500.0,37.0
529927,99.25,7651500.0,487500.0,37.0
529928,99.25,7651500.0,488500.0,37.0
529929,99.25,7651500.0,489500.0,37.0
529930,99.25,7651500.0,490500.0,37.0
529931,99.25,7651500.0,491500.0,37.0
529932,99.25,7651500.0,492500.0,37.0
529933,99.25,7651500.0,493500.0,37.0
529934,99.25,7651500.0,494500.0,37.0
529935,99.25,7651500.0,495500.0,37.0
529936,99.25,7651500.0,496500.0,37.0
529937,99.25,7651500.0,497500.0,37.0
529938,99.25,7651500.0,498500.0,37.0
529939,99.25,7651500.0,499500.0,37.0
529940,99.25,7651500.0,500500.0,24.0
529941,99.25,7651500.0,501500.0,24.0
529942,99.25,7651500.0,502500.0,24.0
529943,99.25,7651500.0,503500.0,24.0
529944,99.25,7651500.0,504500.0,24.0
529945,99.25,7651500.0,505500.0,24.0
529946,99.25,7651500.0,506500.0,24.0
529947,99.25,7651500.0,507500.0,24.0
529948,99.25,7651500.0,508500.0,24.0
529949,99.25,7651500.0,509500.0,24.0
529950,99.25,7651500.0,510500.0,24.0
529951,99.25,7651500.0,511500.0,24.0
529952,99.25,7651500.0,512500.0,24.0
529953,99.25,7651500.0,513500.0,24.0
529954,99.25,7651500.0,514500.0,24.0
529955,99.25,7651500.0,515500.0,24.0
529956,99.25,7651500.0,516500.0,21.0
529957,99.25,7651500.0,517500.0,29.0
529958,99.25,7651500.0,518500.0,24.0
529959,99.25,7651500.0,519500.0,24.0
529960,99.25,7651500.0,520500.0,24.0
529961,99.25,7651500.0,521500.0,24.0
529962,99.25,7651500.0,522500.0,24.0
529963,99.25,7651500.0,523500.0,24.0
529964,99.25,7651500.0,524500.0,24.0
529965,99.25,7651500.0,525500.0,24.0
529966,99.25,7651500.0,526500.0,24.0
529967,99.25,7651500.0,527500.0,25.0
529968,99.25,7651500.0,528500.0,24.0
529969,99.25,7651500.0,529500.0,30.0
529970,99.25,7651500.0,530500.0,31.0
529971,99.25,7651500.0,531500.0,38.0
529972,99.25,7651500.0,532500.0,38.0
529973,99.25,7651500.0,533500.0,38.0
529974,99.25,7651500.0,534500.0,21.0
529975,99.25,7651500.0,535500.0,21.0
