,X,Y,Z,X_c,Y_c,Z_c,surface,series,id,order_series,smooth
170,458035.25,7771003.0,-3094.55,0.7249195351414758,0.3900646853714388,0.4810532175772649,h3,Strat_3,4,4,2e-06
171,457994.773,7771022.273,-3093.37,0.7244006781635164,0.39031173753776116,0.48106834348170424,h3,Strat_3,4,4,2e-06
172,456991.898,7771511.254,-3058.44,0.7115452617104497,0.396579771333232,0.48151609589023536,h3,Strat_3,4,4,2e-06
173,456002.932,7772004.169,-3042.77,0.698868138651321,0.40289823335588076,0.48171696277376475,h3,Strat_3,4,4,2e-06
174,455989.568,7772010.831,-3042.65,0.6986968313742645,0.4029836306231538,0.48171850100133484,h3,Strat_3,4,4,2e-06
175,454989.898,7772493.432,-3032.25,0.6858824984158821,0.40916988198614895,0.4818518140574105,h3,Strat_3,4,4,2e-06
176,453989.662,7772978.517,-3009.18,0.6730609101507949,0.41538797465984745,0.482147538307763,h3,Strat_3,4,4,2e-06
177,453922.672,7773012.149,-3008.86,0.6722021946097845,0.41581908857349803,0.48215164024794993,h3,Strat_3,4,4,2e-06
178,452998.209,7773476.269,-2937.66,0.6603519073252755,0.4217684400721382,0.48306432193954496,h3,Strat_3,4,4,2e-06
179,451993.358,7773980.746,-2908.71,0.6474711613915549,0.42823511032116535,0.48343541934083256,h3,Strat_3,4,4,2e-06
180,451953.164,7774000.925,-2908.09,0.6469559320669483,0.4284937761056355,0.48344336684994477,h3,Strat_3,4,4,2e-06
181,450993.879,7774461.549,-2881.93,0.6346592767787222,0.43439831390772976,0.4837787004602274,h3,Strat_3,4,4,2e-06
182,449987.406,7774956.031,-2850.83,0.6217577391356787,0.4407368626187409,0.48417735777214604,h3,Strat_3,4,4,2e-06
183,449891.375,7775000.875,-2849.83,0.6205267597041396,0.4413116982616833,0.4841901763352302,h3,Strat_3,4,4,2e-06
184,448998.179,7775432.116,-2807.25,0.6090772704315849,0.4468395882246816,0.48473599075135543,h3,Strat_3,4,4,2e-06
185,447999.926,7775914.63,-2821.27,0.5962811013770931,0.4530247243726847,0.48455627449691496,h3,Strat_3,4,4,2e-06
186,447810.044,7776004.022,-2799.56,0.5938470869815393,0.45417060136390736,0.4848345655014729,h3,Strat_3,4,4,2e-06
187,446996.267,7776387.133,-2771.18,0.5834156351705686,0.4590815338856646,0.4851983563218025,h3,Strat_3,4,4,2e-06
188,445995.0,7776900.5,-2769.88,0.5705808309669413,0.465662161160506,0.485215020453812,h3,Strat_3,4,4,2e-06
189,445810.591,7777001.667,-2770.04,0.5682169725671474,0.4669589767320499,0.4852129694837185,h3,Strat_3,4,4,2e-06
190,444992.636,7777408.333,-2759.15,0.5577319647996107,0.47217185050723964,0.48535256363570545,h3,Strat_3,4,4,2e-06
191,443992.095,7777887.381,-2742.8,0.5449064668727822,0.47831255751560464,0.4855621471421321,h3,Strat_3,4,4,2e-06
192,443765.226,7778004.155,-2738.1,0.5419983322844336,0.47980943240120166,0.48562239438862786,h3,Strat_3,4,4,2e-06
