,time_d,northing_d,easting_d,estrutural
187740,92.5,7651000.0,400000.0,-3390.71
187741,92.5,7651000.0,401000.0,-3451.24
187742,92.5,7651000.0,402000.0,-3575.43
187743,92.5,7651000.0,403000.0,-3687.82
187744,92.5,7651000.0,404000.0,-3803.65
187745,92.5,7651000.0,405000.0,-3978.74
187746,92.5,7651000.0,406000.0,-4192.39
187747,92.5,7651000.0,407000.0,-4349.64
187748,92.5,7651000.0,408000.0,-4393.09
187749,92.5,7651000.0,409000.0,-4386.39
187750,92.5,7651000.0,410000.0,-4387.52
187751,92.5,7651000.0,411000.0,-4364.62
187752,92.5,7651000.0,412000.0,-4304.6
187753,92.5,7651000.0,413000.0,-4188.95
187754,92.5,7651000.0,414000.0,-4008.36
187755,92.5,7651000.0,415000.0,-3871.44
187756,92.5,7651000.0,416000.0,-3877.16
187757,92.5,7651000.0,417000.0,-3964.58
187758,92.5,7651000.0,418000.0,-4044.62
187759,92.5,7651000.0,419000.0,-4117.46
187760,92.5,7651000.0,420000.0,-4193.92
187761,92.5,7651000.0,421000.0,-4253.95
187762,92.5,7651000.0,422000.0,-4262.37
187763,92.5,7651000.0,423000.0,-4198.95
187764,92.5,7651000.0,424000.0,-4112.01
187765,92.5,7651000.0,425000.0,-4056.14
187766,92.5,7651000.0,426000.0,-4033.25
187767,92.5,7651000.0,427000.0,-4083.2
187768,92.5,7651000.0,428000.0,-4253.59
187769,92.5,7651000.0,429000.0,-4481.71
187770,92.5,7651000.0,430000.0,-4624.45
187771,92.5,7651000.0,431000.0,-4570.87
187772,92.5,7651000.0,432000.0,-4368.47
187773,92.5,7651000.0,433000.0,-4183.32
187774,92.5,7651000.0,434000.0,-4157.31
187775,92.5,7651000.0,435000.0,-4345.71
187776,92.5,7651000.0,436000.0,-4644.34
187777,92.5,7651000.0,437000.0,-4885.15
187778,92.5,7651000.0,438000.0,-5021.65
187779,92.5,7651000.0,439000.0,-5040.1
187780,92.5,7651000.0,440000.0,-4820.3
187781,92.5,7651000.0,441000.0,-4430.58
187782,92.5,7651000.0,442000.0,-4237.24
187783,92.5,7651000.0,443000.0,-4347.19
187784,92.5,7651000.0,444000.0,-4539.17
187785,92.5,7651000.0,445000.0,-4682.69
187786,92.5,7651000.0,446000.0,-4763.54
187787,92.5,7651000.0,447000.0,-4795.59
187788,92.5,7651000.0,448000.0,-4809.34
187789,92.5,7651000.0,449000.0,-4836.4
187790,92.5,7651000.0,450000.0,-4925.35
187791,92.5,7651000.0,451000.0,-5085.12
187792,92.5,7651000.0,452000.0,-5211.81
187793,92.5,7651000.0,453000.0,-5194.41
187794,92.5,7651000.0,454000.0,-5078.06
187795,92.5,7651000.0,455000.0,-4999.76
187796,92.5,7651000.0,456000.0,-5026.01
187797,92.5,7651000.0,457000.0,-5139.86
187798,92.5,7651000.0,458000.0,-5295.95
187799,92.5,7651000.0,459000.0,-5423.42
187800,92.5,7651000.0,460000.0,-5460.63
187801,92.5,7651000.0,461000.0,-5440.06
187802,92.5,7651000.0,462000.0,-5440.15
187803,92.5,7651000.0,463000.0,-5435.2
187804,92.5,7651000.0,464000.0,-5314.63
187805,92.5,7651000.0,465000.0,-4859.35
187806,92.5,7651000.0,466000.0,-3922.36
187807,92.5,7651000.0,467000.0,-2945.29
187808,92.5,7651000.0,468000.0,-2438.16
187809,92.5,7651000.0,469000.0,-2262.84
187810,92.5,7651000.0,470000.0,-2137.44
187811,92.5,7651000.0,471000.0,-2048.94
187812,92.5,7651000.0,472000.0,-2095.01
187813,92.5,7651000.0,473000.0,-2324.99
187814,92.5,7651000.0,474000.0,-2692.27
187815,92.5,7651000.0,475000.0,-3127.58
187816,92.5,7651000.0,476000.0,-3545.32
187817,92.5,7651000.0,477000.0,-3807.76
187818,92.5,7651000.0,478000.0,-3855.27
187819,92.5,7651000.0,479000.0,-3762.96
187820,92.5,7651000.0,480000.0,-3633.39
187821,92.5,7651000.0,481000.0,-3566.64
187822,92.5,7651000.0,482000.0,-3563.74
187823,92.5,7651000.0,483000.0,-3576.52
187824,92.5,7651000.0,484000.0,-3743.68
187825,92.5,7651000.0,485000.0,-4276.63
187826,92.5,7651000.0,486000.0,-5072.15
187827,92.5,7651000.0,487000.0,-5761.61
187828,92.5,7651000.0,488000.0,-6270.83
187829,92.5,7651000.0,489000.0,-6774.34
187830,92.5,7651000.0,490000.0,-7245.1
187831,92.5,7651000.0,491000.0,-7513.79
187832,92.5,7651000.0,492000.0,-7437.99
187833,92.5,7651000.0,493000.0,-7164.91
187834,92.5,7651000.0,494000.0,-6961.07
187835,92.5,7651000.0,495000.0,-6570.72
187836,92.5,7651000.0,496000.0,-5484.51
187837,92.5,7651000.0,497000.0,-4296.79
187838,92.5,7651000.0,498000.0,-3918.49
187839,92.5,7651000.0,499000.0,-4073.44
187840,92.5,7651000.0,500000.0,-4617.43
187841,92.5,7651000.0,501000.0,-5427.04
187842,92.5,7651000.0,502000.0,-5839.0
187843,92.5,7651000.0,503000.0,-5618.96
187844,92.5,7651000.0,504000.0,-4930.42
187845,92.5,7651000.0,505000.0,-4088.03
187846,92.5,7651000.0,506000.0,-3526.87
187847,92.5,7651000.0,507000.0,-3507.44
187848,92.5,7651000.0,508000.0,-3839.3
187849,92.5,7651000.0,509000.0,-4157.4
