,time_d,northing_d,easting_d,estrutural
134100,91.5,7651000.0,400000.0,-3375.3
134101,91.5,7651000.0,401000.0,-3437.6
134102,91.5,7651000.0,402000.0,-3565.91
134103,91.5,7651000.0,403000.0,-3682.4
134104,91.5,7651000.0,404000.0,-3800.01
134105,91.5,7651000.0,405000.0,-3975.09
134106,91.5,7651000.0,406000.0,-4188.52
134107,91.5,7651000.0,407000.0,-4345.72
134108,91.5,7651000.0,408000.0,-4388.94
134109,91.5,7651000.0,409000.0,-4381.5
134110,91.5,7651000.0,410000.0,-4381.85
134111,91.5,7651000.0,411000.0,-4357.69
134112,91.5,7651000.0,412000.0,-4295.45
134113,91.5,7651000.0,413000.0,-4176.31
134114,91.5,7651000.0,414000.0,-3990.81
134115,91.5,7651000.0,415000.0,-3848.87
134116,91.5,7651000.0,416000.0,-3849.08
134117,91.5,7651000.0,417000.0,-3930.64
134118,91.5,7651000.0,418000.0,-4008.26
134119,91.5,7651000.0,419000.0,-4081.7
134120,91.5,7651000.0,420000.0,-4158.54
134121,91.5,7651000.0,421000.0,-4219.11
134122,91.5,7651000.0,422000.0,-4230.23
134123,91.5,7651000.0,423000.0,-4170.98
134124,91.5,7651000.0,424000.0,-4083.86
134125,91.5,7651000.0,425000.0,-4022.95
134126,91.5,7651000.0,426000.0,-3998.54
134127,91.5,7651000.0,427000.0,-4051.95
134128,91.5,7651000.0,428000.0,-4225.02
134129,91.5,7651000.0,429000.0,-4454.85
134130,91.5,7651000.0,430000.0,-4602.87
134131,91.5,7651000.0,431000.0,-4557.0
134132,91.5,7651000.0,432000.0,-4359.12
134133,91.5,7651000.0,433000.0,-4174.91
134134,91.5,7651000.0,434000.0,-4149.9
134135,91.5,7651000.0,435000.0,-4339.56
134136,91.5,7651000.0,436000.0,-4637.47
134137,91.5,7651000.0,437000.0,-4876.5
134138,91.5,7651000.0,438000.0,-5011.97
134139,91.5,7651000.0,439000.0,-5030.05
134140,91.5,7651000.0,440000.0,-4808.9
134141,91.5,7651000.0,441000.0,-4418.7
134142,91.5,7651000.0,442000.0,-4228.5
134143,91.5,7651000.0,443000.0,-4338.59
134144,91.5,7651000.0,444000.0,-4525.2
134145,91.5,7651000.0,445000.0,-4664.33
134146,91.5,7651000.0,446000.0,-4742.97
134147,91.5,7651000.0,447000.0,-4772.84
134148,91.5,7651000.0,448000.0,-4785.6
134149,91.5,7651000.0,449000.0,-4815.55
134150,91.5,7651000.0,450000.0,-4910.19
134151,91.5,7651000.0,451000.0,-5074.11
134152,91.5,7651000.0,452000.0,-5203.17
134153,91.5,7651000.0,453000.0,-5188.29
134154,91.5,7651000.0,454000.0,-5073.51
134155,91.5,7651000.0,455000.0,-4995.49
134156,91.5,7651000.0,456000.0,-5021.77
134157,91.5,7651000.0,457000.0,-5135.63
134158,91.5,7651000.0,458000.0,-5291.74
134159,91.5,7651000.0,459000.0,-5419.22
134160,91.5,7651000.0,460000.0,-5456.43
134161,91.5,7651000.0,461000.0,-5435.88
134162,91.5,7651000.0,462000.0,-5435.98
134163,91.5,7651000.0,463000.0,-5431.03
134164,91.5,7651000.0,464000.0,-5310.48
134165,91.5,7651000.0,465000.0,-4855.21
134166,91.5,7651000.0,466000.0,-3918.24
134167,91.5,7651000.0,467000.0,-2941.18
134168,91.5,7651000.0,468000.0,-2434.06
134169,91.5,7651000.0,469000.0,-2258.76
134170,91.5,7651000.0,470000.0,-2133.37
134171,91.5,7651000.0,471000.0,-2044.89
134172,91.5,7651000.0,472000.0,-2090.97
134173,91.5,7651000.0,473000.0,-2320.97
134174,91.5,7651000.0,474000.0,-2688.27
134175,91.5,7651000.0,475000.0,-3123.6
134176,91.5,7651000.0,476000.0,-3541.36
134177,91.5,7651000.0,477000.0,-3803.82
134178,91.5,7651000.0,478000.0,-3851.35
134179,91.5,7651000.0,479000.0,-3759.05
134180,91.5,7651000.0,480000.0,-3629.5
134181,91.5,7651000.0,481000.0,-3562.77
134182,91.5,7651000.0,482000.0,-3559.88
134183,91.5,7651000.0,483000.0,-3572.69
134184,91.5,7651000.0,484000.0,-3739.87
134185,91.5,7651000.0,485000.0,-4272.83
134186,91.5,7651000.0,486000.0,-5068.37
134187,91.5,7651000.0,487000.0,-5757.84
134188,91.5,7651000.0,488000.0,-6267.07
134189,91.5,7651000.0,489000.0,-6770.55
134190,91.5,7651000.0,490000.0,-7241.23
134191,91.5,7651000.0,491000.0,-7509.53
134192,91.5,7651000.0,492000.0,-7429.37
134193,91.5,7651000.0,493000.0,-7143.14
134194,91.5,7651000.0,494000.0,-6921.45
134195,91.5,7651000.0,495000.0,-6522.33
134196,91.5,7651000.0,496000.0,-5448.42
134197,91.5,7651000.0,497000.0,-4280.72
134198,91.5,7651000.0,498000.0,-3904.79
134199,91.5,7651000.0,499000.0,-4055.76
134200,91.5,7651000.0,500000.0,-4606.91
134201,91.5,7651000.0,501000.0,-5422.4
134202,91.5,7651000.0,502000.0,-5834.49
134203,91.5,7651000.0,503000.0,-5614.97
134204,91.5,7651000.0,504000.0,-4926.94
134205,91.5,7651000.0,505000.0,-4084.58
134206,91.5,7651000.0,506000.0,-3523.44
134207,91.5,7651000.0,507000.0,-3504.03
134208,91.5,7651000.0,508000.0,-3835.9
134209,91.5,7651000.0,509000.0,-4154.02
134210,91.5,7651000.0,510000.0,-4339.7
134211,91.5,7651000.0,511000.0,-4424.59
134212,91.5,7651000.0,512000.0,-4405.54
134213,91.5,7651000.0,513000.0,-4272.12
134214,91.5,7651000.0,514000.0,-3937.94
134215,91.5,7651000.0,515000.0,-3700.78
134216,91.5,7651000.0,516000.0,-4497.3
134217,91.5,7651000.0,517000.0,-6019.4
134218,91.5,7651000.0,518000.0,-5907.92
134219,91.5,7651000.0,519000.0,-4400.78
134220,91.5,7651000.0,520000.0,-4811.07
134221,91.5,7651000.0,521000.0,-6675.22
134222,91.5,7651000.0,522000.0,-7297.38
134223,91.5,7651000.0,523000.0,-7065.5
134224,91.5,7651000.0,524000.0,-7150.56
134225,91.5,7651000.0,525000.0,-7327.33
134226,91.5,7651000.0,526000.0,-7105.17
134227,91.5,7651000.0,527000.0,-6644.01
134228,91.5,7651000.0,528000.0,-6354.33
134229,91.5,7651000.0,529000.0,-6203.1
134230,91.5,7651000.0,530000.0,-6249.31
134231,91.5,7651000.0,531000.0,-6672.38
134232,91.5,7651000.0,532000.0,-7073.44
134233,91.5,7651000.0,533000.0,-7107.16
134234,91.5,7651000.0,534000.0,-6866.11
134235,91.5,7651000.0,535000.0,-6151.63
134236,91.5,7651000.0,536000.0,-4747.31
134237,91.5,7651000.0,537000.0,-3560.57
134238,91.5,7651000.0,538000.0,-3453.38
134239,91.5,7651000.0,539000.0,-3742.97
134240,91.5,7651000.0,540000.0,-3765.38
134241,91.5,7651000.0,541000.0,-3654.05
134242,91.5,7651000.0,542000.0,-3549.45
134243,91.5,7651000.0,543000.0,-3473.67
134244,91.5,7651000.0,544000.0,-3394.79
134245,91.5,7651000.0,545000.0,-3239.0
134246,91.5,7651000.0,546000.0,-3006.49
134247,91.5,7651000.0,547000.0,-2842.7
134248,91.5,7651000.0,548000.0,-2821.73
134249,91.5,7651000.0,549000.0,-2877.91
134250,91.5,7651000.0,550000.0,-2973.16
134251,91.5,7651000.0,551000.0,-3531.77
134252,91.5,7651000.0,552000.0,-4735.3
134253,91.5,7651000.0,553000.0,-5723.83
134254,91.5,7651000.0,554000.0,-6094.87
134255,91.5,7651000.0,555000.0,-6261.92
134256,91.5,7651000.0,556000.0,-6412.9
134257,91.5,7651000.0,557000.0,-6555.27
134258,91.5,7651000.0,558000.0,-6686.84
134259,91.5,7651000.0,559000.0,-6762.83
134260,91.5,7651000.0,560000.0,-6765.09
134261,91.5,7651000.0,561000.0,-6730.91
134262,91.5,7651000.0,562000.0,-6688.77
134263,91.5,7651000.0,563000.0,-6637.38
134264,91.5,7651000.0,564000.0,-6568.93
134265,91.5,7651000.0,565000.0,-6483.78
134266,91.5,7651000.0,566000.0,-6393.68
134267,91.5,7651000.0,567000.0,-6315.12
134268,91.5,7651000.0,568000.0,-6261.33
134269,91.5,7651000.0,569000.0,-6235.23
134270,91.5,7651000.0,570000.0,-6230.12
134271,91.5,7651000.0,571000.0,-6232.97
134272,91.5,7651000.0,572000.0,-6229.99
134273,91.5,7651000.0,573000.0,-6208.45
134274,91.5,7651000.0,574000.0,-6143.32
134275,91.5,7651000.0,575000.0,-6055.52
134276,91.5,7651000.0,576000.0,-6005.35
134277,91.5,7651000.0,577000.0,-5980.38
134278,91.5,7651000.0,578000.0,-5944.66
134279,91.5,7651000.0,579000.0,-6057.2
