,X,Y,Z,X_c,Y_c,Z_c,G_x,G_y,G_z,dip,azimuth,polarity,formation,series,id,order_series,smooth
101,10009.0,24859.0,-1405.0,0.2501,0.622819087635054,0.5166066026410564,-0.31438786152080833,-0.699777965498092,0.641460109072828,50.0992174824855,204.19285899112856,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
102,11004.0,24369.0,-1536.0,0.2700079631852741,0.6130151660664266,0.5139855542216887,-0.31438786152080833,-0.699777965498092,0.641460109072828,50.0992174824855,204.19285899112856,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
103,12001.0,23880.0,-1568.0,0.28995594237695077,0.6032312525010004,0.5133452981192477,-0.31438786152080833,-0.699777965498092,0.641460109072828,50.0992174824855,204.19285899112856,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
104,13006.0,23371.0,-1605.0,0.31006398559423765,0.5930471788715486,0.5126050020008003,-0.31438786152080833,-0.699777965498092,0.641460109072828,50.0992174824855,204.19285899112856,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
105,14007.0,22895.0,-1635.0,0.3300919967987195,0.5835233693477391,0.5120047619047619,-0.31438786151884596,-0.6997779654942934,0.6414601090779335,50.09921748210419,204.1928589911111,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
106,15007.0,22416.0,-1668.0,0.35009999999999997,0.5739395358143258,0.5113444977991196,-0.31438786152080833,-0.699777965498092,0.641460109072828,50.0992174824855,204.19285899112856,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
107,16012.0,21913.0,-1701.0,0.3702080432172869,0.5638755102040817,0.5106842336934774,-0.28039430186730324,-0.6335088368797959,0.7211418647364441,43.85116445346222,203.87443014329835,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
108,17003.0,21416.0,-1760.0,0.3900359743897559,0.5539315326130452,0.5095037615046019,-0.281082447821588,-0.6353487303321605,0.71925284037808,44.00717203744075,203.86491295542106,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
109,18002.0,20930.0,-1826.0,0.41002396958783516,0.5442076430572229,0.5081832332933173,-0.27654459890062655,-0.6290554062200694,0.7265069722474762,43.40564505834791,203.73119459794313,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
110,19008.0,20431.0,-1875.0,0.4301520208083233,0.5342236494597838,0.5072028411364545,-0.30328884589960725,-0.6779671535635535,0.6696091506556769,47.96309397189503,204.10137193926343,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
111,20007.0,19950.0,-1911.0,0.4501400160064025,0.524599799919968,0.5064825530212085,-0.3027202394217996,-0.6775669567011118,0.6702711957343849,47.912000730731485,204.07391622957383,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
112,21005.0,19465.0,-1935.0,0.4701080032012805,0.5148959183673469,0.5060023609443778,-0.36484911458576824,-0.7879177493890106,0.4960551821962325,60.26064565976729,204.8467232087199,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
113,22010.0,18962.0,-1971.0,0.4902160464185674,0.5048318927571028,0.5052820728291316,0.40727338715586514,0.7987320775673981,0.4428944077084927,63.711297921089944,27.017028836579744,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
114,22904.0,18536.0,-2028.0,0.5081032012805122,0.4963084833933573,0.5041416166466587,0.40920587486619775,0.807472925920304,0.42489766518621036,64.85581387469928,26.874683270236275,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
115,24009.0,18000.0,-2050.0,0.5302120448179272,0.48558419367747097,0.5037014405762305,0.38292956963467867,0.7528241502366865,0.5353697260023306,57.631011206593406,26.960501113406863,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
116,25002.0,17505.0,-2118.0,0.5500799919967987,0.4756802320928371,0.5023408963585434,0.3445772944499867,0.6729665184085185,0.6545093989016845,49.11753955662605,27.11369010117208,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
117,26000.0,17021.0,-2113.0,0.5700479791916766,0.46599635854341737,0.5024409363745498,0.3254980796448521,0.6350737572112497,0.7005228925945963,45.53102918481068,27.13676720482161,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
118,27006.0,16485.0,-2081.0,0.5901760304121648,0.455272068827531,0.5030811924769908,0.2859132189026347,0.5574177999708169,0.7794478991776349,38.78994666865859,27.154396682844826,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
119,28010.0,16012.0,-2099.0,0.6102640656262505,0.44580828331332534,0.5027210484193677,0.26255807413081994,0.5121764870784786,0.8177643326733343,35.13838295868552,27.14113061317409,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
120,29106.0,15490.0,-2109.0,0.632192837134854,0.4353641056422569,0.5025209683873549,0.25465158766402046,0.4933355861208051,0.8317286627061949,33.72327488607299,27.30202712307014,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
121,30007.0,15048.0,-2133.0,0.6502200480192077,0.4265205682272909,0.5020407763105242,0.2539106515562193,0.4912490378454096,0.8331889124575864,33.57227632276839,27.3329719947482,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
122,31004.0,14560.0,-2175.0,0.6701680272108843,0.416756662665066,0.5012004401760705,0.25391065155718884,0.49124903784738216,0.8331889124561278,33.57227632291952,27.3329719947436,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
123,32007.0,14086.0,-2175.0,0.6902360544217687,0.40727286914765903,0.5012004401760705,0.25391065155718884,0.49124903784738216,0.8331889124561278,33.57227632291952,27.3329719947436,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
124,33000.0,13591.0,-2198.0,0.7101040016006402,0.39736890756302523,0.500740256102441,0.25391065155593234,0.4912490378447593,0.833188912458057,33.572276322719624,27.332971994752725,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
125,34005.0,13087.0,-2253.0,0.7302120448179271,0.38728487394957983,0.4996398159263705,0.25391065155718884,0.49124903784738216,0.8331889124561278,33.57227632291952,27.3329719947436,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
126,34999.0,12592.0,-2250.0,0.7501,0.377380912364946,0.4996998399359744,0.25391065155718884,0.49124903784738216,0.8331889124561278,33.57227632291952,27.3329719947436,1.0,sea_floor,Sea_floor,1.0,1.0,0.01
0,10009.0,24859.0,-1622.0,0.2501,0.622819087635054,0.5122648659463785,-0.2380219614668113,-0.5452737178162459,0.8037550115043394,36.50980939107168,203.58215034828265,1.0,h1,Strat_1,2.0,2.0,0.01
1,11004.0,24369.0,-1667.0,0.2700079631852741,0.6130151660664266,0.511364505802321,-0.23802196146314913,-0.545273717809025,0.8037550115103227,36.50980939049547,203.58215034823763,1.0,h1,Strat_1,2.0,2.0,0.01
2,13006.0,23371.0,-1780.0,0.31006398559423765,0.5930471788715486,0.5091036014405762,-0.2380219614648871,-0.5452737178124617,0.8037550115074765,36.50980939076956,203.5821503482586,1.0,h1,Strat_1,2.0,2.0,0.01
