X,Y,Z,azimuth,dip,polarity,formation
1000,4500,0,0,0,1,ARIRI
1500,10500,-50,0,0,1,UBV
3750,9375,-480,0,0,1,LBV
3000,2250,-750,0,0,1,ITAPEMA
