time,X,Y,Z,litho
89.5,400000.0,7651000.0,-3344.49,9.0
89.5,401000.0,7651000.0,-3410.33,9.0
89.5,402000.0,7651000.0,-3546.88,9.0
89.5,403000.0,7651000.0,-3671.55,46.0
89.5,404000.0,7651000.0,-3792.73,46.0
89.5,405000.0,7651000.0,-3967.8,37.0
89.5,406000.0,7651000.0,-4180.77,37.0
89.5,407000.0,7651000.0,-4337.88,16.0
89.5,408000.0,7651000.0,-4380.63,37.0
89.5,409000.0,7651000.0,-4371.72,28.0
89.5,410000.0,7651000.0,-4370.53,28.0
89.5,411000.0,7651000.0,-4343.85,19.0
89.5,412000.0,7651000.0,-4277.16,1.0
89.5,413000.0,7651000.0,-4151.04,1.0
89.5,414000.0,7651000.0,-3955.7,10.0
89.5,415000.0,7651000.0,-3803.73,17.0
89.5,416000.0,7651000.0,-3792.91,17.0
89.5,417000.0,7651000.0,-3862.77,17.0
89.5,418000.0,7651000.0,-3935.54,22.0
89.5,419000.0,7651000.0,-4010.19,22.0
89.5,420000.0,7651000.0,-4087.77,22.0
89.5,421000.0,7651000.0,-4149.43,22.0
89.5,422000.0,7651000.0,-4165.96,17.0
89.5,423000.0,7651000.0,-4115.05,17.0
89.5,424000.0,7651000.0,-4027.56,17.0
89.5,425000.0,7651000.0,-3956.58,22.0
89.5,426000.0,7651000.0,-3929.11,22.0
89.5,427000.0,7651000.0,-3989.46,17.0
89.5,428000.0,7651000.0,-4167.88,17.0
89.5,429000.0,7651000.0,-4401.12,17.0
89.5,430000.0,7651000.0,-4559.72,1.0
89.5,431000.0,7651000.0,-4529.26,25.0
89.5,432000.0,7651000.0,-4340.4,25.0
89.5,433000.0,7651000.0,-4158.08,25.0
89.5,434000.0,7651000.0,-4135.09,25.0
89.5,435000.0,7651000.0,-4327.26,25.0
89.5,436000.0,7651000.0,-4623.74,25.0
89.5,437000.0,7651000.0,-4859.21,25.0
89.5,438000.0,7651000.0,-4992.62,25.0
89.5,439000.0,7651000.0,-5009.97,25.0
89.5,440000.0,7651000.0,-4786.09,25.0
89.5,441000.0,7651000.0,-4394.92,21.0
89.5,442000.0,7651000.0,-4211.02,21.0
89.5,443000.0,7651000.0,-4321.41,21.0
89.5,444000.0,7651000.0,-4497.25,21.0
89.5,445000.0,7651000.0,-4627.6,21.0
89.5,446000.0,7651000.0,-4701.82,16.0
89.5,447000.0,7651000.0,-4727.36,16.0
89.5,448000.0,7651000.0,-4738.1,16.0
89.5,449000.0,7651000.0,-4773.86,16.0
89.5,450000.0,7651000.0,-4879.89,16.0
89.5,451000.0,7651000.0,-5052.1,16.0
89.5,452000.0,7651000.0,-5185.91,16.0
89.5,453000.0,7651000.0,-5176.06,16.0
89.5,454000.0,7651000.0,-5064.42,16.0
89.5,455000.0,7651000.0,-4986.94,16.0
89.5,456000.0,7651000.0,-5013.29,16.0
89.5,457000.0,7651000.0,-5127.18,16.0
89.5,458000.0,7651000.0,-5283.31,16.0
89.5,459000.0,7651000.0,-5410.81,16.0
89.5,460000.0,7651000.0,-5448.05,16.0
89.5,461000.0,7651000.0,-5427.51,16.0
89.5,462000.0,7651000.0,-5427.63,16.0
89.5,463000.0,7651000.0,-5422.71,16.0
89.5,464000.0,7651000.0,-5302.17,16.0
89.5,465000.0,7651000.0,-4846.93,37.0
89.5,466000.0,7651000.0,-3909.98,37.0
89.5,467000.0,7651000.0,-2932.95,37.0
89.5,468000.0,7651000.0,-2425.87,37.0
89.5,469000.0,7651000.0,-2250.59,37.0
89.5,470000.0,7651000.0,-2125.24,37.0
89.5,471000.0,7651000.0,-2036.78,37.0
89.5,472000.0,7651000.0,-2082.91,37.0
89.5,473000.0,7651000.0,-2312.94,37.0
89.5,474000.0,7651000.0,-2680.27,37.0
89.5,475000.0,7651000.0,-3115.64,37.0
89.5,476000.0,7651000.0,-3533.43,37.0
89.5,477000.0,7651000.0,-3795.93,37.0
89.5,478000.0,7651000.0,-3843.49,37.0
89.5,479000.0,7651000.0,-3751.23,37.0
89.5,480000.0,7651000.0,-3621.72,37.0
89.5,481000.0,7651000.0,-3555.03,37.0
89.5,482000.0,7651000.0,-3552.18,37.0
89.5,483000.0,7651000.0,-3565.02,37.0
89.5,484000.0,7651000.0,-3732.24,37.0
89.5,485000.0,7651000.0,-4265.24,37.0
89.5,486000.0,7651000.0,-5060.8,37.0
89.5,487000.0,7651000.0,-5750.3,37.0
89.5,488000.0,7651000.0,-6259.54,37.0
89.5,489000.0,7651000.0,-6762.98,37.0
89.5,490000.0,7651000.0,-7233.48,37.0
89.5,491000.0,7651000.0,-7500.99,37.0
89.5,492000.0,7651000.0,-7412.13,37.0
89.5,493000.0,7651000.0,-7099.58,37.0
89.5,494000.0,7651000.0,-6842.2,37.0
89.5,495000.0,7651000.0,-6425.55,37.0
89.5,496000.0,7651000.0,-5376.24,37.0
89.5,497000.0,7651000.0,-4248.57,37.0
89.5,498000.0,7651000.0,-3877.37,37.0
89.5,499000.0,7651000.0,-4020.4,37.0
89.5,500000.0,7651000.0,-4585.86,37.0
89.5,501000.0,7651000.0,-5413.12,37.0
89.5,502000.0,7651000.0,-5825.45,37.0
89.5,503000.0,7651000.0,-5606.99,37.0
89.5,504000.0,7651000.0,-4919.96,37.0
89.5,505000.0,7651000.0,-4077.68,37.0
89.5,506000.0,7651000.0,-3516.58,37.0
89.5,507000.0,7651000.0,-3497.21,37.0
89.5,508000.0,7651000.0,-3829.1,37.0
89.5,509000.0,7651000.0,-4147.25,37.0
89.5,510000.0,7651000.0,-4332.96,37.0
89.5,511000.0,7651000.0,-4417.86,37.0
89.5,512000.0,7651000.0,-4398.82,37.0
89.5,513000.0,7651000.0,-4265.39,37.0
89.5,514000.0,7651000.0,-3931.14,37.0
89.5,515000.0,7651000.0,-3693.57,37.0
89.5,516000.0,7651000.0,-4483.44,37.0
89.5,517000.0,7651000.0,-5999.24,37.0
89.5,518000.0,7651000.0,-5894.04,37.0
89.5,519000.0,7651000.0,-4393.43,37.0
89.5,520000.0,7651000.0,-4803.78,36.0
89.5,521000.0,7651000.0,-6664.93,36.0
89.5,522000.0,7651000.0,-7279.45,36.0
89.5,523000.0,7651000.0,-7040.26,36.0
89.5,524000.0,7651000.0,-7116.23,36.0
89.5,525000.0,7651000.0,-7272.3,35.0
89.5,526000.0,7651000.0,-7029.98,35.0
89.5,527000.0,7651000.0,-6568.34,36.0
89.5,528000.0,7651000.0,-6277.45,42.0
89.5,529000.0,7651000.0,-6100.46,42.0
89.5,530000.0,7651000.0,-6133.1,42.0
89.5,531000.0,7651000.0,-6591.37,42.0
89.5,532000.0,7651000.0,-7040.68,42.0
89.5,533000.0,7651000.0,-7094.83,42.0
89.5,534000.0,7651000.0,-6835.81,42.0
89.5,535000.0,7651000.0,-6100.99,47.0
89.5,536000.0,7651000.0,-4716.44,47.0
89.5,537000.0,7651000.0,-3551.29,50.0
89.5,538000.0,7651000.0,-3445.98,47.0
89.5,539000.0,7651000.0,-3736.22,47.0
89.5,540000.0,7651000.0,-3758.93,47.0
89.5,541000.0,7651000.0,-3647.76,47.0
89.5,542000.0,7651000.0,-3543.26,47.0
89.5,543000.0,7651000.0,-3467.53,47.0
89.5,544000.0,7651000.0,-3388.68,47.0
89.5,545000.0,7651000.0,-3232.91,47.0
89.5,546000.0,7651000.0,-3000.38,47.0
89.5,547000.0,7651000.0,-2836.55,47.0
89.5,548000.0,7651000.0,-2815.47,47.0
89.5,549000.0,7651000.0,-2871.31,47.0
89.5,550000.0,7651000.0,-2964.81,47.0
89.5,551000.0,7651000.0,-3501.53,47.0
89.5,552000.0,7651000.0,-4651.89,48.0
89.5,553000.0,7651000.0,-5594.75,50.0
89.5,554000.0,7651000.0,-5954.39,50.0
89.5,555000.0,7651000.0,-6122.92,50.0
89.5,556000.0,7651000.0,-6270.8,50.0
89.5,557000.0,7651000.0,-6402.63,50.0
89.5,558000.0,7651000.0,-6518.39,50.0
89.5,559000.0,7651000.0,-6580.87,50.0
89.5,560000.0,7651000.0,-6574.53,50.0
89.5,561000.0,7651000.0,-6534.22,50.0
89.5,562000.0,7651000.0,-6487.56,50.0
89.5,563000.0,7651000.0,-6434.12,50.0
89.5,564000.0,7651000.0,-6367.39,50.0
89.5,565000.0,7651000.0,-6286.27,50.0
89.5,566000.0,7651000.0,-6198.07,30.0
89.5,567000.0,7651000.0,-6116.76,30.0
89.5,568000.0,7651000.0,-6056.48,28.0
89.5,569000.0,7651000.0,-6022.52,9.0
89.5,570000.0,7651000.0,-6010.37,28.0
89.5,571000.0,7651000.0,-6009.38,28.0
89.5,572000.0,7651000.0,-6008.86,30.0
89.5,573000.0,7651000.0,-5997.57,28.0
89.5,574000.0,7651000.0,-5947.26,28.0
89.5,575000.0,7651000.0,-5871.86,28.0
89.5,576000.0,7651000.0,-5829.32,30.0
89.5,577000.0,7651000.0,-5811.59,30.0
89.5,578000.0,7651000.0,-5783.86,28.0
89.5,579000.0,7651000.0,-5897.24,44.0
89.5,400000.0,7652000.0,-3311.53,29.0
89.5,401000.0,7652000.0,-3377.6,46.0
89.5,402000.0,7652000.0,-3514.87,46.0
89.5,403000.0,7652000.0,-3642.94,40.0
89.5,404000.0,7652000.0,-3763.5,37.0
89.5,405000.0,7652000.0,-3925.56,37.0
89.5,406000.0,7652000.0,-4123.82,37.0
89.5,407000.0,7652000.0,-4280.58,28.0
89.5,408000.0,7652000.0,-4336.42,24.0
89.5,409000.0,7652000.0,-4353.33,24.0
89.5,410000.0,7652000.0,-4385.48,22.0
89.5,411000.0,7652000.0,-4379.45,17.0
89.5,412000.0,7652000.0,-4325.04,17.0
89.5,413000.0,7652000.0,-4214.99,25.0
89.5,414000.0,7652000.0,-4028.89,25.0
89.5,415000.0,7652000.0,-3880.21,25.0
89.5,416000.0,7652000.0,-3870.89,25.0
89.5,417000.0,7652000.0,-3920.78,25.0
89.5,418000.0,7652000.0,-3952.1,25.0
