time,X,Y,Z,litho
94.0,400000.0,7651000.0,-3413.82,9.0
94.0,401000.0,7651000.0,-3471.69,9.0
94.0,402000.0,7651000.0,-3589.71,9.0
94.0,403000.0,7651000.0,-3695.95,46.0
94.0,404000.0,7651000.0,-3809.11,46.0
94.0,405000.0,7651000.0,-3984.21,37.0
94.0,406000.0,7651000.0,-4198.2,37.0
94.0,407000.0,7651000.0,-4355.51,16.0
94.0,408000.0,7651000.0,-4399.32,37.0
94.0,409000.0,7651000.0,-4393.72,37.0
94.0,410000.0,7651000.0,-4396.01,28.0
94.0,411000.0,7651000.0,-4375.0,24.0
94.0,412000.0,7651000.0,-4318.32,25.0
94.0,413000.0,7651000.0,-4207.9,25.0
94.0,414000.0,7651000.0,-4034.69,25.0
94.0,415000.0,7651000.0,-3905.3,25.0
94.0,416000.0,7651000.0,-3919.29,25.0
94.0,417000.0,7651000.0,-4015.49,25.0
94.0,418000.0,7651000.0,-4099.16,25.0
94.0,419000.0,7651000.0,-4171.09,25.0
94.0,420000.0,7651000.0,-4247.0,25.0
94.0,421000.0,7651000.0,-4306.21,25.0
94.0,422000.0,7651000.0,-4310.58,25.0
94.0,423000.0,7651000.0,-4240.9,25.0
94.0,424000.0,7651000.0,-4154.23,25.0
94.0,425000.0,7651000.0,-4105.92,25.0
94.0,426000.0,7651000.0,-4085.32,25.0
94.0,427000.0,7651000.0,-4130.08,25.0
94.0,428000.0,7651000.0,-4296.45,25.0
94.0,429000.0,7651000.0,-4522.01,25.0
94.0,430000.0,7651000.0,-4656.81,25.0
94.0,431000.0,7651000.0,-4591.68,25.0
94.0,432000.0,7651000.0,-4382.51,25.0
94.0,433000.0,7651000.0,-4195.95,25.0
94.0,434000.0,7651000.0,-4168.42,25.0
94.0,435000.0,7651000.0,-4354.93,25.0
94.0,436000.0,7651000.0,-4654.64,25.0
94.0,437000.0,7651000.0,-4898.13,25.0
94.0,438000.0,7651000.0,-5036.16,25.0
94.0,439000.0,7651000.0,-5055.16,25.0
94.0,440000.0,7651000.0,-4837.41,25.0
94.0,441000.0,7651000.0,-4448.41,25.0
94.0,442000.0,7651000.0,-4250.35,25.0
94.0,443000.0,7651000.0,-4360.07,25.0
94.0,444000.0,7651000.0,-4560.13,25.0
94.0,445000.0,7651000.0,-4710.24,25.0
94.0,446000.0,7651000.0,-4794.4,25.0
94.0,447000.0,7651000.0,-4829.7,25.0
94.0,448000.0,7651000.0,-4844.96,25.0
94.0,449000.0,7651000.0,-4867.66,25.0
94.0,450000.0,7651000.0,-4948.08,21.0
94.0,451000.0,7651000.0,-5101.63,21.0
94.0,452000.0,7651000.0,-5224.76,21.0
94.0,453000.0,7651000.0,-5203.58,21.0
94.0,454000.0,7651000.0,-5084.88,21.0
94.0,455000.0,7651000.0,-5006.18,21.0
94.0,456000.0,7651000.0,-5032.37,21.0
94.0,457000.0,7651000.0,-5146.19,21.0
94.0,458000.0,7651000.0,-5302.27,21.0
94.0,459000.0,7651000.0,-5429.73,16.0
94.0,460000.0,7651000.0,-5466.92,16.0
94.0,461000.0,7651000.0,-5446.34,16.0
94.0,462000.0,7651000.0,-5446.41,16.0
94.0,463000.0,7651000.0,-5441.44,16.0
94.0,464000.0,7651000.0,-5320.86,16.0
