X,Y,Z,azimuth,dip,polarity,formation
10162.783999999985,7500,-3324.42,0,0,1,MAASTRICHTIANO
25163.454000000027,7500,-3923.4,0,0,1,MAASTRICHTIANO
40164.12400000001,7500,-4543.6,0,0,1,MAASTRICHTIANO
10150.453000000038,7500,-4658.69,0,0,1,CENOMANIANO
25151.12300000002,7500,-5211.38,0,0,1,CENOMANIANO
40151.793999999994,7500,-5936.95,0,0,1,CENOMANIANO
