X,Y,Z,azimuth,dip,polarity,formation
447003.789,7798378.846,-3540.05,0,0,1,MAASTRICHTIANO
458004.408,7795979.378,-3967.47,0,0,1,MAASTRICHTIANO
445391.578,7791578.615,-3628.28,0,0,1,MAASTRICHTIANO
