,time_l,northing_l,easting_l,litho
344396,95.75,7651500.0,400500.0,9.0
344397,95.75,7651500.0,401500.0,9.0
344398,95.75,7651500.0,402500.0,9.0
344399,95.75,7651500.0,403500.0,46.0
344400,95.75,7651500.0,404500.0,46.0
344401,95.75,7651500.0,405500.0,37.0
344402,95.75,7651500.0,406500.0,37.0
344403,95.75,7651500.0,407500.0,21.0
344404,95.75,7651500.0,408500.0,25.0
344405,95.75,7651500.0,409500.0,25.0
344406,95.75,7651500.0,410500.0,25.0
344407,95.75,7651500.0,411500.0,25.0
344408,95.75,7651500.0,412500.0,25.0
344409,95.75,7651500.0,413500.0,25.0
344410,95.75,7651500.0,414500.0,25.0
344411,95.75,7651500.0,415500.0,25.0
344412,95.75,7651500.0,416500.0,25.0
344413,95.75,7651500.0,417500.0,25.0
344414,95.75,7651500.0,418500.0,25.0
344415,95.75,7651500.0,419500.0,25.0
344416,95.75,7651500.0,420500.0,25.0
344417,95.75,7651500.0,421500.0,25.0
344418,95.75,7651500.0,422500.0,25.0
344419,95.75,7651500.0,423500.0,25.0
344420,95.75,7651500.0,424500.0,25.0
344421,95.75,7651500.0,425500.0,25.0
344422,95.75,7651500.0,426500.0,25.0
344423,95.75,7651500.0,427500.0,25.0
344424,95.75,7651500.0,428500.0,25.0
344425,95.75,7651500.0,429500.0,25.0
344426,95.75,7651500.0,430500.0,25.0
344427,95.75,7651500.0,431500.0,25.0
344428,95.75,7651500.0,432500.0,25.0
344429,95.75,7651500.0,433500.0,25.0
344430,95.75,7651500.0,434500.0,25.0
344431,95.75,7651500.0,435500.0,25.0
344432,95.75,7651500.0,436500.0,25.0
344433,95.75,7651500.0,437500.0,25.0
344434,95.75,7651500.0,438500.0,25.0
344435,95.75,7651500.0,439500.0,25.0
344436,95.75,7651500.0,440500.0,25.0
344437,95.75,7651500.0,441500.0,25.0
344438,95.75,7651500.0,442500.0,25.0
344439,95.75,7651500.0,443500.0,25.0
344440,95.75,7651500.0,444500.0,25.0
344441,95.75,7651500.0,445500.0,25.0
344442,95.75,7651500.0,446500.0,25.0
344443,95.75,7651500.0,447500.0,24.0
344444,95.75,7651500.0,448500.0,24.0
344445,95.75,7651500.0,449500.0,16.0
344446,95.75,7651500.0,450500.0,9.0
344447,95.75,7651500.0,451500.0,9.0
344448,95.75,7651500.0,452500.0,9.0
344449,95.75,7651500.0,453500.0,9.0
344450,95.75,7651500.0,454500.0,9.0
344451,95.75,7651500.0,455500.0,9.0
344452,95.75,7651500.0,456500.0,9.0
344453,95.75,7651500.0,457500.0,9.0
344454,95.75,7651500.0,458500.0,9.0
344455,95.75,7651500.0,459500.0,9.0
344456,95.75,7651500.0,460500.0,9.0
344457,95.75,7651500.0,461500.0,9.0
344458,95.75,7651500.0,462500.0,9.0
344459,95.75,7651500.0,463500.0,9.0
344460,95.75,7651500.0,464500.0,28.0
344461,95.75,7651500.0,465500.0,28.0
