time,X,Y,Z,litho
94.5,400000.0,7651000.0,-3421.52,9.0
94.5,401000.0,7651000.0,-3478.51,9.0
94.5,402000.0,7651000.0,-3594.46,9.0
94.5,403000.0,7651000.0,-3698.66,46.0
94.5,404000.0,7651000.0,-3810.93,46.0
94.5,405000.0,7651000.0,-3986.04,37.0
94.5,406000.0,7651000.0,-4200.13,37.0
94.5,407000.0,7651000.0,-4357.47,16.0
94.5,408000.0,7651000.0,-4401.39,37.0
94.5,409000.0,7651000.0,-4396.17,37.0
94.5,410000.0,7651000.0,-4398.84,28.0
94.5,411000.0,7651000.0,-4378.47,24.0
94.5,412000.0,7651000.0,-4322.89,25.0
94.5,413000.0,7651000.0,-4214.22,25.0
94.5,414000.0,7651000.0,-4043.47,25.0
94.5,415000.0,7651000.0,-3916.58,25.0
94.5,416000.0,7651000.0,-3933.33,25.0
94.5,417000.0,7651000.0,-4032.46,25.0
94.5,418000.0,7651000.0,-4117.33,25.0
94.5,419000.0,7651000.0,-4188.97,25.0
94.5,420000.0,7651000.0,-4264.69,25.0
94.5,421000.0,7651000.0,-4323.63,25.0
94.5,422000.0,7651000.0,-4326.65,25.0
94.5,423000.0,7651000.0,-4254.89,25.0
94.5,424000.0,7651000.0,-4168.31,25.0
94.5,425000.0,7651000.0,-4122.51,25.0
94.5,426000.0,7651000.0,-4102.68,25.0
94.5,427000.0,7651000.0,-4145.7,25.0
94.5,428000.0,7651000.0,-4310.73,25.0
94.5,429000.0,7651000.0,-4535.45,25.0
94.5,430000.0,7651000.0,-4667.59,25.0
94.5,431000.0,7651000.0,-4598.61,25.0
94.5,432000.0,7651000.0,-4387.19,25.0
94.5,433000.0,7651000.0,-4200.15,25.0
94.5,434000.0,7651000.0,-4172.12,25.0
94.5,435000.0,7651000.0,-4358.01,25.0
94.5,436000.0,7651000.0,-4658.07,25.0
94.5,437000.0,7651000.0,-4902.45,24.0
94.5,438000.0,7651000.0,-5041.0,24.0
94.5,439000.0,7651000.0,-5060.19,24.0
94.5,440000.0,7651000.0,-4843.11,21.0
94.5,441000.0,7651000.0,-4454.35,21.0
94.5,442000.0,7651000.0,-4254.72,21.0
94.5,443000.0,7651000.0,-4364.37,21.0
94.5,444000.0,7651000.0,-4567.12,21.0
94.5,445000.0,7651000.0,-4719.42,21.0
94.5,446000.0,7651000.0,-4804.68,21.0
94.5,447000.0,7651000.0,-4841.07,21.0
94.5,448000.0,7651000.0,-4856.84,21.0
94.5,449000.0,7651000.0,-4878.09,21.0
94.5,450000.0,7651000.0,-4955.66,21.0
94.5,451000.0,7651000.0,-5107.13,21.0
94.5,452000.0,7651000.0,-5229.07,16.0
94.5,453000.0,7651000.0,-5206.64,16.0
94.5,454000.0,7651000.0,-5087.15,27.0
94.5,455000.0,7651000.0,-5008.32,27.0
94.5,456000.0,7651000.0,-5034.49,28.0
94.5,457000.0,7651000.0,-5148.3,28.0
94.5,458000.0,7651000.0,-5304.38,28.0
94.5,459000.0,7651000.0,-5431.83,29.0
94.5,460000.0,7651000.0,-5469.02,29.0
94.5,461000.0,7651000.0,-5448.43,29.0
94.5,462000.0,7651000.0,-5448.5,29.0
94.5,463000.0,7651000.0,-5443.52,29.0
94.5,464000.0,7651000.0,-5322.93,29.0
94.5,465000.0,7651000.0,-4867.63,29.0
94.5,466000.0,7651000.0,-3930.61,29.0
94.5,467000.0,7651000.0,-2953.51,29.0
94.5,468000.0,7651000.0,-2446.36,29.0
94.5,469000.0,7651000.0,-2271.0,29.0
94.5,470000.0,7651000.0,-2145.57,29.0
94.5,471000.0,7651000.0,-2057.04,29.0
94.5,472000.0,7651000.0,-2103.08,29.0
94.5,473000.0,7651000.0,-2333.02,29.0
94.5,474000.0,7651000.0,-2700.26,29.0
94.5,475000.0,7651000.0,-3135.54,29.0
94.5,476000.0,7651000.0,-3553.25,29.0
94.5,477000.0,7651000.0,-3815.66,29.0
94.5,478000.0,7651000.0,-3863.13,29.0
94.5,479000.0,7651000.0,-3770.78,29.0
94.5,480000.0,7651000.0,-3641.17,29.0
94.5,481000.0,7651000.0,-3574.39,29.0
94.5,482000.0,7651000.0,-3571.44,29.0
94.5,483000.0,7651000.0,-3584.19,29.0
94.5,484000.0,7651000.0,-3751.31,29.0
94.5,485000.0,7651000.0,-4284.22,29.0
94.5,486000.0,7651000.0,-5079.71,29.0
94.5,487000.0,7651000.0,-5769.15,27.0
94.5,488000.0,7651000.0,-6278.36,27.0
94.5,489000.0,7651000.0,-6781.91,27.0
94.5,490000.0,7651000.0,-7252.85,27.0
94.5,491000.0,7651000.0,-7522.33,27.0
94.5,492000.0,7651000.0,-7455.24,27.0
94.5,493000.0,7651000.0,-7208.47,28.0
94.5,494000.0,7651000.0,-7040.32,29.0
94.5,495000.0,7651000.0,-6667.5,29.0
94.5,496000.0,7651000.0,-5556.69,29.0
94.5,497000.0,7651000.0,-4328.94,29.0
94.5,498000.0,7651000.0,-3945.91,29.0
94.5,499000.0,7651000.0,-4108.8,29.0
94.5,500000.0,7651000.0,-4638.48,29.0
94.5,501000.0,7651000.0,-5436.32,29.0
94.5,502000.0,7651000.0,-5848.04,29.0
94.5,503000.0,7651000.0,-5626.95,29.0
94.5,504000.0,7651000.0,-4937.4,29.0
94.5,505000.0,7651000.0,-4094.93,29.0
94.5,506000.0,7651000.0,-3533.73,29.0
94.5,507000.0,7651000.0,-3514.27,29.0
94.5,508000.0,7651000.0,-3846.09,37.0
94.5,509000.0,7651000.0,-4164.17,36.0
94.5,510000.0,7651000.0,-4349.82,36.0
94.5,511000.0,7651000.0,-4434.68,36.0
94.5,512000.0,7651000.0,-4415.62,36.0
94.5,513000.0,7651000.0,-4282.21,36.0
94.5,514000.0,7651000.0,-3948.15,37.0
94.5,515000.0,7651000.0,-3711.6,29.0
94.5,516000.0,7651000.0,-4518.1,29.0
94.5,517000.0,7651000.0,-6049.63,29.0
94.5,518000.0,7651000.0,-5928.73,21.0
94.5,519000.0,7651000.0,-4411.82,21.0
94.5,520000.0,7651000.0,-4822.01,21.0
94.5,521000.0,7651000.0,-6690.65,21.0
94.5,522000.0,7651000.0,-7324.27,21.0
94.5,523000.0,7651000.0,-7103.36,21.0
94.5,524000.0,7651000.0,-7202.05,21.0
94.5,525000.0,7651000.0,-7409.89,21.0
94.5,526000.0,7651000.0,-7217.96,21.0
94.5,527000.0,7651000.0,-6757.5,37.0
94.5,528000.0,7651000.0,-6469.66,37.0
94.5,529000.0,7651000.0,-6357.06,36.0
94.5,530000.0,7651000.0,-6423.62,42.0
94.5,531000.0,7651000.0,-6793.88,42.0
94.5,532000.0,7651000.0,-7122.58,42.0
94.5,533000.0,7651000.0,-7125.65,42.0
94.5,534000.0,7651000.0,-6911.58,42.0
94.5,535000.0,7651000.0,-6227.59,42.0
94.5,536000.0,7651000.0,-4793.61,42.0
94.5,537000.0,7651000.0,-3574.49,42.0
94.5,538000.0,7651000.0,-3464.47,42.0
94.5,539000.0,7651000.0,-3753.11,42.0
94.5,540000.0,7651000.0,-3775.06,42.0
94.5,541000.0,7651000.0,-3663.49,42.0
94.5,542000.0,7651000.0,-3558.75,42.0
94.5,543000.0,7651000.0,-3482.88,42.0
94.5,544000.0,7651000.0,-3403.95,42.0
94.5,545000.0,7651000.0,-3248.15,42.0
94.5,546000.0,7651000.0,-3015.64,42.0
94.5,547000.0,7651000.0,-2851.92,42.0
94.5,548000.0,7651000.0,-2831.13,42.0
94.5,549000.0,7651000.0,-2887.81,47.0
94.5,550000.0,7651000.0,-2985.7,50.0
94.5,551000.0,7651000.0,-3577.14,50.0
94.5,552000.0,7651000.0,-4860.42,50.0
