time,X,Y,Z,litho
90.0,400000.0,7651000.0,-3352.19,9.0
90.0,401000.0,7651000.0,-3417.15,9.0
90.0,402000.0,7651000.0,-3551.64,9.0
90.0,403000.0,7651000.0,-3674.26,46.0
90.0,404000.0,7651000.0,-3794.55,46.0
90.0,405000.0,7651000.0,-3969.62,37.0
90.0,406000.0,7651000.0,-4182.71,37.0
90.0,407000.0,7651000.0,-4339.84,16.0
90.0,408000.0,7651000.0,-4382.71,37.0
90.0,409000.0,7651000.0,-4374.17,28.0
90.0,410000.0,7651000.0,-4373.36,28.0
90.0,411000.0,7651000.0,-4347.31,19.0
90.0,412000.0,7651000.0,-4281.74,1.0
90.0,413000.0,7651000.0,-4157.36,1.0
90.0,414000.0,7651000.0,-3964.47,10.0
90.0,415000.0,7651000.0,-3815.02,17.0
90.0,416000.0,7651000.0,-3806.95,17.0
90.0,417000.0,7651000.0,-3879.74,17.0
90.0,418000.0,7651000.0,-3953.72,22.0
90.0,419000.0,7651000.0,-4028.06,22.0
90.0,420000.0,7651000.0,-4105.46,22.0
90.0,421000.0,7651000.0,-4166.85,22.0
90.0,422000.0,7651000.0,-4182.03,17.0
90.0,423000.0,7651000.0,-4129.03,17.0
90.0,424000.0,7651000.0,-4041.63,17.0
90.0,425000.0,7651000.0,-3973.18,22.0
90.0,426000.0,7651000.0,-3946.46,22.0
90.0,427000.0,7651000.0,-4005.08,17.0
90.0,428000.0,7651000.0,-4182.17,17.0
90.0,429000.0,7651000.0,-4414.55,17.0
90.0,430000.0,7651000.0,-4570.51,1.0
90.0,431000.0,7651000.0,-4536.2,25.0
90.0,432000.0,7651000.0,-4345.08,25.0
90.0,433000.0,7651000.0,-4162.29,25.0
90.0,434000.0,7651000.0,-4138.79,25.0
90.0,435000.0,7651000.0,-4330.33,25.0
90.0,436000.0,7651000.0,-4627.17,25.0
90.0,437000.0,7651000.0,-4863.53,25.0
90.0,438000.0,7651000.0,-4997.46,25.0
90.0,439000.0,7651000.0,-5014.99,25.0
90.0,440000.0,7651000.0,-4791.79,25.0
90.0,441000.0,7651000.0,-4400.87,24.0
90.0,442000.0,7651000.0,-4215.39,21.0
90.0,443000.0,7651000.0,-4325.71,21.0
90.0,444000.0,7651000.0,-4504.24,21.0
90.0,445000.0,7651000.0,-4636.78,21.0
90.0,446000.0,7651000.0,-4712.11,21.0
90.0,447000.0,7651000.0,-4738.73,21.0
90.0,448000.0,7651000.0,-4749.98,21.0
90.0,449000.0,7651000.0,-4784.29,21.0
90.0,450000.0,7651000.0,-4887.46,21.0
90.0,451000.0,7651000.0,-5057.6,21.0
90.0,452000.0,7651000.0,-5190.23,21.0
90.0,453000.0,7651000.0,-5179.12,21.0
90.0,454000.0,7651000.0,-5066.7,21.0
90.0,455000.0,7651000.0,-4989.07,21.0
90.0,456000.0,7651000.0,-5015.41,21.0
90.0,457000.0,7651000.0,-5129.29,21.0
90.0,458000.0,7651000.0,-5285.42,21.0
90.0,459000.0,7651000.0,-5412.91,21.0
90.0,460000.0,7651000.0,-5450.14,21.0
90.0,461000.0,7651000.0,-5429.6,16.0
90.0,462000.0,7651000.0,-5429.72,16.0
90.0,463000.0,7651000.0,-5424.79,16.0
90.0,464000.0,7651000.0,-5304.25,16.0
90.0,465000.0,7651000.0,-4849.0,37.0
90.0,466000.0,7651000.0,-3912.05,37.0
90.0,467000.0,7651000.0,-2935.01,37.0
90.0,468000.0,7651000.0,-2427.92,37.0
90.0,469000.0,7651000.0,-2252.63,37.0
90.0,470000.0,7651000.0,-2127.27,37.0
90.0,471000.0,7651000.0,-2038.81,37.0
90.0,472000.0,7651000.0,-2084.92,37.0
90.0,473000.0,7651000.0,-2314.95,37.0
90.0,474000.0,7651000.0,-2682.27,37.0
90.0,475000.0,7651000.0,-3117.63,37.0
90.0,476000.0,7651000.0,-3535.41,37.0
90.0,477000.0,7651000.0,-3797.9,37.0
90.0,478000.0,7651000.0,-3845.46,37.0
90.0,479000.0,7651000.0,-3753.19,37.0
90.0,480000.0,7651000.0,-3623.66,37.0
90.0,481000.0,7651000.0,-3556.96,37.0
90.0,482000.0,7651000.0,-3554.1,37.0
90.0,483000.0,7651000.0,-3566.94,37.0
90.0,484000.0,7651000.0,-3734.15,37.0
90.0,485000.0,7651000.0,-4267.14,37.0
90.0,486000.0,7651000.0,-5062.69,37.0
90.0,487000.0,7651000.0,-5752.19,37.0
90.0,488000.0,7651000.0,-6261.42,37.0
90.0,489000.0,7651000.0,-6764.88,37.0
90.0,490000.0,7651000.0,-7235.42,37.0
90.0,491000.0,7651000.0,-7503.13,37.0
90.0,492000.0,7651000.0,-7416.44,37.0
90.0,493000.0,7651000.0,-7110.47,37.0
90.0,494000.0,7651000.0,-6862.01,37.0
90.0,495000.0,7651000.0,-6449.75,37.0
90.0,496000.0,7651000.0,-5394.28,37.0
90.0,497000.0,7651000.0,-4256.6,37.0
90.0,498000.0,7651000.0,-3884.22,37.0
90.0,499000.0,7651000.0,-4029.24,37.0
90.0,500000.0,7651000.0,-4591.12,37.0
90.0,501000.0,7651000.0,-5415.44,37.0
90.0,502000.0,7651000.0,-5827.71,37.0
90.0,503000.0,7651000.0,-5608.98,37.0
90.0,504000.0,7651000.0,-4921.7,37.0
90.0,505000.0,7651000.0,-4079.41,37.0
90.0,506000.0,7651000.0,-3518.3,37.0
90.0,507000.0,7651000.0,-3498.91,37.0
90.0,508000.0,7651000.0,-3830.8,37.0
90.0,509000.0,7651000.0,-4148.94,37.0
90.0,510000.0,7651000.0,-4334.64,37.0
90.0,511000.0,7651000.0,-4419.54,37.0
90.0,512000.0,7651000.0,-4400.5,37.0
90.0,513000.0,7651000.0,-4267.07,37.0
90.0,514000.0,7651000.0,-3932.84,37.0
90.0,515000.0,7651000.0,-3695.37,37.0
90.0,516000.0,7651000.0,-4486.91,37.0
90.0,517000.0,7651000.0,-6004.28,37.0
90.0,518000.0,7651000.0,-5897.51,37.0
90.0,519000.0,7651000.0,-4395.27,37.0
90.0,520000.0,7651000.0,-4805.61,37.0
90.0,521000.0,7651000.0,-6667.5,37.0
90.0,522000.0,7651000.0,-7283.94,37.0
90.0,523000.0,7651000.0,-7046.57,37.0
90.0,524000.0,7651000.0,-7124.81,36.0
90.0,525000.0,7651000.0,-7286.06,35.0
90.0,526000.0,7651000.0,-7048.78,16.0
90.0,527000.0,7651000.0,-6587.26,16.0
90.0,528000.0,7651000.0,-6296.67,16.0
90.0,529000.0,7651000.0,-6126.12,16.0
90.0,530000.0,7651000.0,-6162.15,16.0
90.0,531000.0,7651000.0,-6611.63,16.0
90.0,532000.0,7651000.0,-7048.87,16.0
90.0,533000.0,7651000.0,-7097.92,16.0
90.0,534000.0,7651000.0,-6843.38,35.0
90.0,535000.0,7651000.0,-6113.65,36.0
90.0,536000.0,7651000.0,-4724.15,42.0
90.0,537000.0,7651000.0,-3553.61,42.0
90.0,538000.0,7651000.0,-3447.83,42.0
90.0,539000.0,7651000.0,-3737.91,36.0
90.0,540000.0,7651000.0,-3760.54,36.0
90.0,541000.0,7651000.0,-3649.33,36.0
90.0,542000.0,7651000.0,-3544.81,36.0
90.0,543000.0,7651000.0,-3469.06,35.0
90.0,544000.0,7651000.0,-3390.2,35.0
90.0,545000.0,7651000.0,-3234.43,35.0
90.0,546000.0,7651000.0,-3001.91,35.0
90.0,547000.0,7651000.0,-2838.09,35.0
90.0,548000.0,7651000.0,-2817.03,35.0
90.0,549000.0,7651000.0,-2872.96,35.0
90.0,550000.0,7651000.0,-2966.89,35.0
90.0,551000.0,7651000.0,-3509.09,35.0
90.0,552000.0,7651000.0,-4672.75,35.0
90.0,553000.0,7651000.0,-5627.02,27.0
90.0,554000.0,7651000.0,-5989.51,28.0
90.0,555000.0,7651000.0,-6157.67,36.0
90.0,556000.0,7651000.0,-6306.32,47.0
90.0,557000.0,7651000.0,-6440.79,50.0
