x,y,z
1870.3296035528183,2220.0,-4457.5
2685.0,740.0,-4591.556968688965
1474.2767441272736,740.0,-4457.5
2685.0,2220.0,-4539.136161804199
895.0,740.0,-4381.186370849609
895.0,2220.0,-4354.457969665527
2685.0,3540.3273725509644,-4457.5
2685.0,3700.0,-4447.28401184082
895.0,3700.0,-4304.799346923828
1182.8414867818356,5180.0,-4272.5
895.0,4677.451858520508,-4272.5
2685.0,5180.0,-4362.035980224609
895.0,5180.0,-4254.779396057129
895.0,6659.432954788208,-4272.5
895.0,6660.0,-4272.507057189941
2685.0,6660.0,-4368.817939758301
895.0,8094.407730102539,-4457.5
2685.0,8140.0,-4495.615882873535
2685.0,7699.301071166992,-4457.5
895.0,8140.0,-4463.216323852539
895.0,9328.919849395752,-4642.5
2685.0,9620.0,-4648.8458251953125
2685.0,9558.140201568604,-4642.5
895.0,9620.0,-4684.438056945801
895.0,11100.0,-4778.081321716309
2685.0,11100.0,-4719.2144775390625
895.0,12580.0,-4712.980155944824
2685.0,12580.0,-4667.0378494262695
2685.0,12818.880233764648,-4642.5
895.0,13155.695915222168,-4642.5
895.0,14060.0,-4531.232109069824
2685.0,14060.0,-4515.654067993164
2685.0,14475.078506469727,-4457.5
895.0,14517.957992553711,-4457.5
895.0,15540.0,-4292.639808654785
2685.0,15540.0,-4308.843116760254
2685.0,15781.793441772461,-4272.5
895.0,15661.403427124023,-4272.5
895.0,16784.06120300293,-4087.5
2685.0,17019.82780456543,-4087.5
895.0,17020.0,-4048.8491821289062
2685.0,17020.0,-4087.474594116211
2685.0,18333.69167327881,-3902.5
895.0,18016.325607299805,-3902.5
895.0,18500.0,-3832.1595764160156
2685.0,18500.0,-3879.263496398926
2685.0,19829.607048034668,-3717.5
895.0,19471.70871734619,-3717.5
895.0,19980.0,-3658.2393646240234
2685.0,19980.0,-3699.357376098633
895.0,21460.0,-3532.9403686523438
2685.0,21460.0,-3559.217109680176
2685.0,21892.413787841797,-3532.5
895.0,21469.19834136963,-3532.5
895.0,22940.0,-3463.029022216797
2685.0,22940.0,-3468.6324310302734
895.0,24420.0,-3443.723373413086
2685.0,24420.0,-3430.2413177490234
895.0,25900.0,-3458.808822631836
2685.0,25900.0,-3435.0543212890625
895.0,27380.0,-3486.3135147094727
2685.0,27380.0,-3463.360710144043
895.0,28860.0,-3502.3022842407227
2685.0,28860.0,-3488.588752746582
895.0,30340.0,-3486.7284774780273
2685.0,30340.0,-3486.1568450927734
895.0,31820.0,-3433.5045623779297
2685.0,31820.0,-3445.168685913086
895.0,33300.0,-3348.5120010375977
2685.0,33300.0,-3372.7590942382812
2685.0,33740.08354187012,-3347.5
895.0,33315.83351135254,-3347.5
895.0,34780.0,-3255.1919555664062
2685.0,34780.0,-3288.5414123535156
895.0,36260.0,-3171.658821105957
2685.0,36260.0,-3207.102851867676
2685.0,37107.49229431152,-3162.5
895.0,36430.1008605957,-3162.5
895.0,37740.0,-3092.6112365722656
2685.0,37740.0,-3129.5612716674805
895.0,39220.0,-3001.950340270996
2685.0,39220.0,-3046.6759872436523
2685.0,40266.53610229492,-2977.5
895.0,39547.120513916016,-2977.5
895.0,40700.0,-2892.067070007324
2685.0,40700.0,-2949.0821075439453
1599.0870136022568,42180.0,-2792.5
895.0,41841.390380859375,-2792.5
2685.0,42180.0,-2838.683662414551
895.0,42180.0,-2763.006591796875
2685.0,42800.199966430664,-2792.5
2685.0,43660.0,-2728.9838790893555
895.0,43660.0,-2631.308135986328
2218.2847142219543,45140.0,-2607.5
895.0,43982.39501953125,-2607.5
2685.0,45140.0,-2637.7499389648438
895.0,45140.0,-2522.9873275756836
2685.0,45827.054138183594,-2607.5
2685.0,46620.0,-2572.998809814453
895.0,46620.0,-2450.392837524414
1269.2960293591022,48100.0,-2422.5
895.0,47369.37194824219,-2422.5
2685.0,48100.0,-2525.262565612793
895.0,48100.0,-2395.651626586914
2015.3519850969315,49580.0,-2422.5
2685.0,49580.0,-2475.715446472168
895.0,49580.0,-2334.6803283691406
2685.0,50744.97268676758,-2422.5
2685.0,51060.0,-2408.2543563842773
895.0,51060.0,-2251.5296936035156
1894.5044815540314,52540.0,-2237.5
895.0,51242.75863647461,-2237.5
2685.0,52540.0,-2316.5475845336914
895.0,52540.0,-2138.311195373535
2685.0,53580.58547973633,-2237.5
1347.376425564289,54020.0,-2052.5
2685.0,54020.0,-2204.383430480957
895.0,53465.71701049805,-2052.5
895.0,54020.0,-2001.517448425293
2416.0969591140747,55500.0,-2052.5
2685.0,55500.0,-2086.3364028930664
895.0,55445.73303222656,-1867.5
935.8647667057812,55500.0,-1867.5
895.0,55500.0,-1862.4428176879883
2685.0,55965.706787109375,-2052.5
1843.2042562961578,56980.0,-1867.5
2685.0,56980.0,-1979.4552612304688
895.0,56980.0,-1741.7634582519531
2447.95805811882,58460.0,-1867.5
2685.0,58460.0,-1900.310287475586
895.0,57969.20349121094,-1682.5
1106.8334954231977,58460.0,-1682.5
895.0,58460.0,-1653.4060287475586
2685.0,59744.09240722656,-1867.5
1375.2774259448051,59940.0,-1682.5
2685.0,59940.0,-1862.5712585449219
895.0,59940.0,-1616.6917037963867
1256.9202543795109,61420.0,-1682.5
2685.0,61420.0,-1865.5098724365234
895.0,61420.0,-1636.2443542480469
2516.928771138191,62900.0,-1867.5
2685.0,62900.0,-1886.9707870483398
2685.0,61559.34844970703,-1867.5
913.1114637665451,62900.0,-1682.5
895.0,62900.0,-1680.4237747192383
2424.0703958272934,64380.0,-1867.5
2685.0,64380.0,-1895.05126953125
895.0,63015.252380371094,-1682.5
895.0,64380.0,-1707.4104690551758
2676.5311908721924,65860.0,-1867.5
