x,y,z
2257.56498336792,740.0,-5012.5
2685.0,1963.1581592559814,-5012.5
2685.0,740.0,-5043.588333129883
895.0,740.0,-4902.690124511719
2685.0,2220.0,-5006.03702545166
895.0,2220.0,-4850.966567993164
1151.2509861588478,3700.0,-4827.5
895.0,3026.339702606201,-4827.5
2685.0,3700.0,-4939.518775939941
895.0,3700.0,-4808.596611022949
1591.4003658294678,5180.0,-4827.5
2685.0,5180.0,-4885.308265686035
895.0,5180.0,-4790.881652832031
895.0,6516.397476196289,-4827.5
895.0,6660.0,-4831.64680480957
2685.0,6660.0,-4912.310485839844
1171.983276605606,8140.0,-5012.5
2685.0,8140.0,-5039.084434509277
2685.0,7830.23946762085,-5012.5
895.0,8140.0,-5007.737808227539
895.0,9549.975032806396,-5197.5
895.0,9620.0,-5206.5557861328125
1603.0363896489143,9620.0,-5197.5
2685.0,9620.0,-5183.583221435547
895.0,8174.029769897461,-5012.5
2685.0,11100.0,-5248.337173461914
2685.0,9938.687171936035,-5197.5
895.0,11100.0,-5295.038833618164
2685.0,12521.75630569458,-5197.5
895.0,12580.0,-5234.849472045898
2591.6896760463715,12580.0,-5197.5
2685.0,12580.0,-5195.452003479004
895.0,12891.487426757812,-5197.5
895.0,14060.0,-5056.457824707031
2685.0,14060.0,-5043.6518478393555
2685.0,14279.146919250488,-5012.5
895.0,14331.344718933105,-5012.5
2064.6217489242554,15540.0,-4827.5
2685.0,15540.0,-4833.676452636719
895.0,15469.895286560059,-4827.5
895.0,15540.0,-4816.122398376465
2685.0,15580.082015991211,-4827.5
895.0,16570.54874420166,-4642.5
2685.0,16790.136032104492,-4642.5
895.0,17020.0,-4566.9951248168945
2685.0,17020.0,-4607.561264038086
2685.0,18054.716720581055,-4457.5
895.0,17738.970985412598,-4457.5
895.0,18500.0,-4342.767028808594
2685.0,18500.0,-4393.46305847168
2685.0,19467.38265991211,-4272.5
895.0,19074.25765991211,-4272.5
895.0,19980.0,-4163.06697845459
2685.0,19980.0,-4209.0191650390625
2685.0,21234.879875183105,-4087.5
895.0,20867.04360961914,-4087.5
895.0,21460.0,-4037.461700439453
2685.0,21460.0,-4065.9275817871094
895.0,22940.0,-3967.047882080078
2685.0,22940.0,-3973.8538360595703
895.0,24420.0,-3946.2686920166016
2685.0,24420.0,-3934.481773376465
895.0,25900.0,-3962.2475814819336
2685.0,25900.0,-3939.7534942626953
895.0,27380.0,-3991.170768737793
2685.0,27380.0,-3968.9730834960938
895.0,28860.0,-4005.800323486328
2685.0,28860.0,-3994.3098068237305
895.0,30340.0,-3988.9816284179688
2685.0,30340.0,-3991.636543273926
895.0,31820.0,-3936.4323806762695
2685.0,31820.0,-3950.4846572875977
2685.0,32791.583099365234,-3902.5
895.0,32411.27960205078,-3902.5
895.0,33300.0,-3852.079200744629
2685.0,33300.0,-3877.725028991699
895.0,34780.0,-3757.02449798584
2685.0,34780.0,-3792.7479934692383
2685.0,36136.63749694824,-3717.5
895.0,35479.87846374512,-3717.5
895.0,36260.0,-3674.0079498291016
2685.0,36260.0,-3710.7420349121094
895.0,37740.0,-3595.547523498535
2685.0,37740.0,-3633.94287109375
1989.9953830242157,39220.0,-3532.5
895.0,38758.50212097168,-3532.5
2685.0,39220.0,-3550.766830444336
895.0,39220.0,-3504.255714416504
2685.0,39497.56774902344,-3532.5
2685.0,40700.0,-3454.0932083129883
895.0,40700.0,-3394.1099166870117
2685.0,42129.52133178711,-3347.5
895.0,41240.1375579834,-3347.5
895.0,42180.0,-3266.8306732177734
2685.0,42180.0,-3343.7639236450195
1397.8070551156998,43660.0,-3162.5
895.0,43347.66288757324,-3162.5
2685.0,43660.0,-3234.45369720459
895.0,43660.0,-3134.7610092163086
2685.0,44820.08346557617,-3162.5
2685.0,45140.0,-3142.8753662109375
895.0,45140.0,-3025.306816101074
1245.0995461642742,46620.0,-2977.5
895.0,46116.38198852539,-2977.5
2685.0,46620.0,-3078.7043380737305
895.0,46620.0,-2953.180923461914
1961.6973805427551,48100.0,-2977.5
2685.0,48100.0,-3031.2546157836914
895.0,48100.0,-2899.1044998168945
2629.6441864967346,49580.0,-2977.5
2685.0,49580.0,-2982.010955810547
895.0,49580.0,-2837.510757446289
2685.0,49680.25161743164,-2977.5
1311.7781348526478,51060.0,-2792.5
2685.0,51060.0,-2916.1377334594727
895.0,50386.3883972168,-2792.5
895.0,51060.0,-2755.3354263305664
2368.0766689777374,52540.0,-2792.5
2685.0,52540.0,-2824.828987121582
895.0,52540.0,-2643.2079696655273
2685.0,52965.24932861328,-2792.5
1774.9592643976212,54020.0,-2607.5
2685.0,54020.0,-2712.96688079834
895.0,52923.340911865234,-2607.5
895.0,54020.0,-2505.9498596191406
2685.0,55330.82504272461,-2607.5
1341.2155579030514,55500.0,-2422.5
2685.0,55500.0,-2594.0038299560547
895.0,54898.17413330078,-2422.5
895.0,55500.0,-2365.7432556152344
2208.9459359645844,56980.0,-2422.5
2685.0,56980.0,-2486.946258544922
895.0,56980.0,-2244.76749420166
2685.0,58176.978454589844,-2422.5
1469.8525872826576,58460.0,-2237.5
2685.0,58460.0,-2407.449836730957
895.0,57101.394958496094,-2237.5
895.0,58460.0,-2157.0579147338867
1735.5073806643486,59940.0,-2237.5
2685.0,59940.0,-2370.1342391967773
895.0,59940.0,-2119.9243927001953
1640.8154445886612,61420.0,-2237.5
2685.0,61420.0,-2373.2916259765625
895.0,61420.0,-2140.5370330810547
1345.1712554693222,62900.0,-2237.5
2685.0,62900.0,-2394.320640563965
895.0,62900.0,-2184.9648666381836
1150.9991389513016,64380.0,-2237.5
2685.0,64380.0,-2401.612129211426
895.0,64380.0,-2210.2620697021484
1327.3972761631012,65860.0,-2237.5
2685.0,65860.0,-2374.7524642944336
895.0,65860.0,-2194.055938720703
1907.9595559835434,67340.0,-2237.5
2685.0,67340.0,-2315.165786743164
895.0,67340.0,-2136.7529678344727
2610.581150650978,68820.0,-2237.5
2685.0,68820.0,-2245.092124938965
895.0,68820.0,-2063.054733276367
2685.0,69039.80041503906,-2237.5
1265.9533858299255,70300.0,-2052.5
2685.0,70300.0,-2194.6939086914062
895.0,69143.87985229492,-2052.5
895.0,70300.0,-2015.473747253418
1328.2222478091717,71780.0,-2052.5
2685.0,71780.0,-2175.6112670898438
895.0,71780.0,-2013.4186935424805
1154.556047320366,73260.0,-2052.5
2685.0,73260.0,-2174.7375869750977
895.0,73260.0,-2031.9424057006836
1060.227785333991,74740.0,-2052.5
2685.0,74740.0,-2168.6754608154297
895.0,74740.0,-2040.8034133911133
1309.6560780704021,76220.0,-2052.5
2685.0,76220.0,-2141.4389419555664
895.0,76220.0,-2025.9889602661133
2038.8086104393005,77700.0,-2052.5
2685.0,77700.0,-2091.8029022216797
895.0,77700.0,-1983.7079238891602
2685.0,78678.89999389648,-2052.5
2685.0,79180.0,-2032.6904678344727
895.0,79180.0,-1928.2214736938477
