x,y,z
2500.301094055176,2220.0,-4087.5
2685.0,740.0,-4178.2611083984375
2041.0890519618988,740.0,-4087.5
2685.0,2220.0,-4107.706146240234
895.0,1820.7863211631775,-3902.5
895.0,2220.0,-3906.7583084106445
957.3590036481619,740.0,-3902.5
895.0,740.0,-3890.600166320801
2685.0,2479.197883605957,-4087.5
1709.7350519895554,3700.0,-3902.5
2685.0,3700.0,-3986.8320083618164
895.0,2306.5689611434937,-3902.5
895.0,3700.0,-3830.780601501465
2685.0,4708.797779083252,-3902.5
2685.0,5180.0,-3859.86328125
895.0,5180.0,-3720.832405090332
919.5345161203295,6660.0,-3717.5
895.0,6145.336780548096,-3717.5
2685.0,6660.0,-3840.2287673950195
895.0,6660.0,-3715.707473754883
895.0,8006.1159324646,-3902.5
2685.0,8140.0,-3960.3491973876953
2685.0,7439.036846160889,-3902.5
895.0,8140.0,-3920.621452331543
895.0,6672.721290588379,-3717.5
895.0,9151.8874168396,-4087.5
2685.0,9620.0,-4117.058334350586
2685.0,9341.51834487915,-4087.5
895.0,9620.0,-4161.769866943359
895.0,11100.0,-4259.159088134766
2685.0,11100.0,-4190.261154174805
895.0,12580.0,-4189.139060974121
2685.0,12580.0,-4138.478317260742
2685.0,13079.411926269531,-4087.5
895.0,13399.272003173828,-4087.5
895.0,14060.0,-4005.3458404541016
2685.0,14060.0,-3988.019027709961
2685.0,14680.936737060547,-3902.5
895.0,14705.52116394043,-3902.5
895.0,15540.0,-3769.601821899414
2685.0,15540.0,-3784.767723083496
2685.0,15998.799209594727,-3717.5
895.0,15862.020988464355,-3717.5
957.719950415194,17020.0,-3532.5
2685.0,17020.0,-3568.672332763672
895.0,17011.923751831055,-3532.5
895.0,17020.0,-3531.2127685546875
2685.0,17281.49429321289,-3532.5
1979.9029302597046,18500.0,-3347.5
2685.0,18500.0,-3365.094985961914
895.0,18312.095260620117,-3347.5
895.0,18500.0,-3320.9804916381836
2685.0,18646.877059936523,-3347.5
1409.9781408905983,19980.0,-3162.5
2685.0,19980.0,-3188.9757537841797
895.0,19887.60585784912,-3162.5
895.0,19980.0,-3152.045478820801
2685.0,20262.407569885254,-3162.5
2685.0,21460.0,-3051.246223449707
895.0,21460.0,-3026.646270751953
2685.0,22674.772453308105,-2977.5
895.0,22494.279174804688,-2977.5
895.0,22940.0,-2956.588134765625
2685.0,22940.0,-2961.5987396240234
895.0,24420.0,-2939.540786743164
2685.0,24420.0,-2923.8060760498047
895.0,25900.0,-2953.035545349121
2685.0,25900.0,-2927.7256393432617
895.0,27336.776123046875,-2977.5
895.0,27380.0,-2978.2508850097656
951.3495323807001,27380.0,-2977.5
2685.0,27380.0,-2954.7490310668945
2685.0,28860.0,-2979.636917114258
2685.0,28734.80827331543,-2977.5
895.0,28860.0,-2996.5784072875977
2685.0,30171.18637084961,-2977.5
895.0,30340.0,-2982.859230041504
2598.4937649965286,30340.0,-2977.5
2685.0,30340.0,-2977.22900390625
895.0,30481.694259643555,-2977.5
895.0,31820.0,-2927.161064147949
2685.0,31820.0,-2936.26766204834
895.0,33300.0,-2842.7782440185547
2685.0,33300.0,-2864.769859313965
2685.0,34575.97946166992,-2792.5
895.0,34111.678466796875,-2792.5
895.0,34780.0,-2751.7376708984375
2685.0,34780.0,-2781.07723236084
895.0,36260.0,-2667.2433471679688
2685.0,36260.0,-2700.166549682617
1960.1170539855957,37740.0,-2607.5
895.0,37352.0182800293,-2607.5
2685.0,37740.0,-2622.0815658569336
895.0,37740.0,-2586.422996520996
2685.0,37998.23387145996,-2607.5
2685.0,39220.0,-2539.1454696655273
895.0,39220.0,-2498.078269958496
2068.6690151691437,40700.0,-2422.5
895.0,40232.86201477051,-2422.5
2685.0,40700.0,-2441.0561752319336
895.0,40700.0,-2387.8689575195312
2685.0,40946.58950805664,-2422.5
2685.0,42180.0,-2330.235710144043
895.0,42180.0,-2256.2424850463867
2685.0,43428.14308166504,-2237.5
895.0,42391.184997558594,-2237.5
895.0,43660.0,-2125.7310485839844
2685.0,43660.0,-2220.406074523926
1439.3254089355469,45140.0,-2052.5
895.0,44673.604431152344,-2052.5
2685.0,45140.0,-2129.9159622192383
895.0,45140.0,-2019.232406616211
2508.3753550052643,46620.0,-2052.5
2685.0,46620.0,-2064.4012451171875
895.0,46620.0,-1945.0387573242188
2685.0,46980.84259033203,-2052.5
2685.0,48100.0,-2016.0086822509766
895.0,48100.0,-1889.656753540039
1391.8180420994759,49580.0,-1867.5
895.0,48646.35070800781,-1867.5
2685.0,49580.0,-1966.0705947875977
895.0,49580.0,-1830.2549743652344
2333.9853805303574,51060.0,-1867.5
2685.0,51060.0,-1897.5579833984375
895.0,51060.0,-1745.8269882202148
2685.0,51537.359619140625,-1867.5
1435.5497813224792,52540.0,-1682.5
2685.0,52540.0,-1804.7982788085938
895.0,51868.44909667969,-1682.5
895.0,52540.0,-1629.9705123901367
2592.1982783079147,54020.0,-1682.5
2685.0,54020.0,-1692.8543090820312
895.0,53990.670318603516,-1497.5
919.2192069906741,54020.0,-1497.5
895.0,54020.0,-1494.8464965820312
2685.0,54150.04425048828,-1682.5
2043.9988714456558,55500.0,-1497.5
2685.0,55500.0,-1575.8715057373047
