time,X,Y,Z,litho
91.0,400000.0,7651000.0,-3367.6,9.0
91.0,401000.0,7651000.0,-3430.78,9.0
91.0,402000.0,7651000.0,-3561.15,9.0
91.0,403000.0,7651000.0,-3679.69,46.0
91.0,404000.0,7651000.0,-3798.19,46.0
91.0,405000.0,7651000.0,-3973.27,37.0
91.0,406000.0,7651000.0,-4186.58,37.0
91.0,407000.0,7651000.0,-4343.76,16.0
91.0,408000.0,7651000.0,-4386.86,37.0
91.0,409000.0,7651000.0,-4379.06,28.0
91.0,410000.0,7651000.0,-4379.02,28.0
91.0,411000.0,7651000.0,-4354.23,19.0
91.0,412000.0,7651000.0,-4290.88,1.0
91.0,413000.0,7651000.0,-4169.99,1.0
91.0,414000.0,7651000.0,-3982.03,10.0
91.0,415000.0,7651000.0,-3837.59,17.0
91.0,416000.0,7651000.0,-3835.04,17.0
91.0,417000.0,7651000.0,-3913.67,17.0
91.0,418000.0,7651000.0,-3990.08,22.0
91.0,419000.0,7651000.0,-4063.82,22.0
91.0,420000.0,7651000.0,-4140.85,22.0
91.0,421000.0,7651000.0,-4201.69,22.0
91.0,422000.0,7651000.0,-4214.16,17.0
91.0,423000.0,7651000.0,-4157.0,17.0
91.0,424000.0,7651000.0,-4069.78,17.0
91.0,425000.0,7651000.0,-4006.36,22.0
91.0,426000.0,7651000.0,-3981.18,22.0
91.0,427000.0,7651000.0,-4036.33,17.0
91.0,428000.0,7651000.0,-4210.74,17.0
91.0,429000.0,7651000.0,-4441.42,17.0
91.0,430000.0,7651000.0,-4592.08,1.0
91.0,431000.0,7651000.0,-4550.07,25.0
91.0,432000.0,7651000.0,-4354.44,25.0
91.0,433000.0,7651000.0,-4170.7,25.0
91.0,434000.0,7651000.0,-4146.2,25.0
91.0,435000.0,7651000.0,-4336.48,25.0
91.0,436000.0,7651000.0,-4634.04,25.0
91.0,437000.0,7651000.0,-4872.18,25.0
91.0,438000.0,7651000.0,-5007.13,25.0
91.0,439000.0,7651000.0,-5025.03,25.0
91.0,440000.0,7651000.0,-4803.19,25.0
91.0,441000.0,7651000.0,-4412.75,21.0
91.0,442000.0,7651000.0,-4224.13,21.0
91.0,443000.0,7651000.0,-4334.3,21.0
91.0,444000.0,7651000.0,-4518.21,21.0
91.0,445000.0,7651000.0,-4655.15,21.0
91.0,446000.0,7651000.0,-4732.68,16.0
91.0,447000.0,7651000.0,-4761.47,16.0
91.0,448000.0,7651000.0,-4773.72,16.0
91.0,449000.0,7651000.0,-4805.13,16.0
91.0,450000.0,7651000.0,-4902.62,16.0
91.0,451000.0,7651000.0,-5068.61,16.0
91.0,452000.0,7651000.0,-5198.86,16.0
91.0,453000.0,7651000.0,-5185.23,16.0
91.0,454000.0,7651000.0,-5071.24,16.0
91.0,455000.0,7651000.0,-4993.35,16.0
91.0,456000.0,7651000.0,-5019.65,16.0
91.0,457000.0,7651000.0,-5133.52,16.0
91.0,458000.0,7651000.0,-5289.63,16.0
91.0,459000.0,7651000.0,-5417.11,16.0
91.0,460000.0,7651000.0,-5454.34,16.0
91.0,461000.0,7651000.0,-5433.79,28.0
91.0,462000.0,7651000.0,-5433.89,28.0
91.0,463000.0,7651000.0,-5428.95,28.0
91.0,464000.0,7651000.0,-5308.4,28.0
91.0,465000.0,7651000.0,-4853.14,37.0
91.0,466000.0,7651000.0,-3916.17,37.0
91.0,467000.0,7651000.0,-2939.12,37.0
91.0,468000.0,7651000.0,-2432.02,37.0
91.0,469000.0,7651000.0,-2256.72,37.0
91.0,470000.0,7651000.0,-2131.34,37.0
91.0,471000.0,7651000.0,-2042.86,37.0
91.0,472000.0,7651000.0,-2088.96,37.0
91.0,473000.0,7651000.0,-2318.96,37.0
91.0,474000.0,7651000.0,-2686.27,37.0
91.0,475000.0,7651000.0,-3121.61,37.0
91.0,476000.0,7651000.0,-3539.37,37.0
91.0,477000.0,7651000.0,-3801.85,37.0
91.0,478000.0,7651000.0,-3849.38,37.0
91.0,479000.0,7651000.0,-3757.1,37.0
91.0,480000.0,7651000.0,-3627.55,37.0
91.0,481000.0,7651000.0,-3560.83,37.0
91.0,482000.0,7651000.0,-3557.96,37.0
91.0,483000.0,7651000.0,-3570.77,37.0
91.0,484000.0,7651000.0,-3737.96,37.0
91.0,485000.0,7651000.0,-4270.93,37.0
91.0,486000.0,7651000.0,-5066.48,37.0
91.0,487000.0,7651000.0,-5755.96,37.0
91.0,488000.0,7651000.0,-6265.18,37.0
91.0,489000.0,7651000.0,-6768.66,37.0
91.0,490000.0,7651000.0,-7239.29,37.0
91.0,491000.0,7651000.0,-7507.39,37.0
91.0,492000.0,7651000.0,-7425.06,37.0
91.0,493000.0,7651000.0,-7132.25,37.0
91.0,494000.0,7651000.0,-6901.63,37.0
91.0,495000.0,7651000.0,-6498.14,37.0
91.0,496000.0,7651000.0,-5430.37,37.0
91.0,497000.0,7651000.0,-4272.68,37.0
91.0,498000.0,7651000.0,-3897.93,37.0
91.0,499000.0,7651000.0,-4046.92,37.0
91.0,500000.0,7651000.0,-4601.64,37.0
91.0,501000.0,7651000.0,-5420.08,37.0
91.0,502000.0,7651000.0,-5832.23,37.0
91.0,503000.0,7651000.0,-5612.97,37.0
91.0,504000.0,7651000.0,-4925.19,37.0
91.0,505000.0,7651000.0,-4082.86,37.0
91.0,506000.0,7651000.0,-3521.73,37.0
91.0,507000.0,7651000.0,-3502.33,37.0
91.0,508000.0,7651000.0,-3834.2,37.0
91.0,509000.0,7651000.0,-4152.32,37.0
91.0,510000.0,7651000.0,-4338.02,37.0
91.0,511000.0,7651000.0,-4422.91,37.0
91.0,512000.0,7651000.0,-4403.86,37.0
91.0,513000.0,7651000.0,-4270.44,37.0
91.0,514000.0,7651000.0,-3936.24,37.0
91.0,515000.0,7651000.0,-3698.98,37.0
91.0,516000.0,7651000.0,-4493.84,37.0
91.0,517000.0,7651000.0,-6014.36,37.0
91.0,518000.0,7651000.0,-5904.45,37.0
91.0,519000.0,7651000.0,-4398.94,37.0
91.0,520000.0,7651000.0,-4809.25,37.0
91.0,521000.0,7651000.0,-6672.64,37.0
91.0,522000.0,7651000.0,-7292.9,36.0
91.0,523000.0,7651000.0,-7059.19,36.0
91.0,524000.0,7651000.0,-7141.98,35.0
91.0,525000.0,7651000.0,-7313.58,35.0
91.0,526000.0,7651000.0,-7086.38,16.0
91.0,527000.0,7651000.0,-6625.09,16.0
91.0,528000.0,7651000.0,-6335.11,16.0
91.0,529000.0,7651000.0,-6177.44,16.0
91.0,530000.0,7651000.0,-6220.25,16.0
91.0,531000.0,7651000.0,-6652.13,16.0
91.0,532000.0,7651000.0,-7065.25,16.0
91.0,533000.0,7651000.0,-7104.08,35.0
91.0,534000.0,7651000.0,-6858.54,35.0
91.0,535000.0,7651000.0,-6138.97,35.0
91.0,536000.0,7651000.0,-4739.59,42.0
91.0,537000.0,7651000.0,-3558.25,42.0
91.0,538000.0,7651000.0,-3451.53,42.0
91.0,539000.0,7651000.0,-3741.29,42.0
91.0,540000.0,7651000.0,-3763.77,42.0
91.0,541000.0,7651000.0,-3652.48,42.0
91.0,542000.0,7651000.0,-3547.9,42.0
91.0,543000.0,7651000.0,-3472.13,42.0
91.0,544000.0,7651000.0,-3393.26,35.0
91.0,545000.0,7651000.0,-3237.48,35.0
91.0,546000.0,7651000.0,-3004.96,35.0
91.0,547000.0,7651000.0,-2841.16,35.0
91.0,548000.0,7651000.0,-2820.17,35.0
91.0,549000.0,7651000.0,-2876.26,35.0
91.0,550000.0,7651000.0,-2971.07,35.0
91.0,551000.0,7651000.0,-3524.21,35.0
91.0,552000.0,7651000.0,-4714.45,35.0
91.0,553000.0,7651000.0,-5691.56,36.0
