#X,Y,Z,attr 
 40800.000,104032.565, -1043.707,     0.944
 40800.000, 96699.581, -1098.639,     0.897
 40800.000, 45212.670,  -474.150,     0.936
 40800.000, 50751.414,  -503.061,     0.756
 40800.000, 87338.325, -1009.014,     0.986
 40800.000, 70800.105,  -763.265,     0.720
 40800.000, 81877.592,  -832.653,     0.589
 40800.000, 70878.115,  -693.878,     0.472
 40800.000,108323.141,  -959.864,     0.726
 40800.000,104344.607, -1087.075,     0.824
 40800.000, 56290.157,  -540.646,     0.532
 40800.000, 98025.759, -1017.687,     0.892
 40800.000, 90458.743, -1084.184,     0.664
 40800.000,100210.052,  -962.755,     0.992
 40800.000, 69941.990,  -731.463,     0.845
 40800.000, 64793.298,  -693.878,     0.793
 40800.000, 81097.487,  -904.932,     0.604
 40800.000,108713.194,  -997.449,     0.814
 40800.000,114017.906,  -977.211,     0.633
 40800.000,104422.618, -1049.490,     0.950
 40800.000, 92096.963, -1026.361,     0.676
 40800.000, 50517.382,  -549.320,     0.879
 40800.000, 84451.937, -1052.381,     0.880
 40800.000,101146.178, -1052.381,     0.589
 40800.000,104812.670, -1072.619,     0.835
 40800.000, 42716.335,  -477.041,     0.659
 40800.000, 85622.094, -1055.272,     0.886
 40800.000, 74076.545,  -760.374,     0.642
 40800.000,109493.298, -1049.490,     0.959
 40800.000,110741.466, -1182.483,     0.804
 40800.000,105826.806, -1130.442,     0.824
 40800.000, 89444.607,  -919.388,     0.923
 40800.000, 79147.225,  -922.279,     0.867
 40800.000, 71658.220,  -800.850,     0.657
 40800.000, 94671.309, -1139.116,     0.768
 40800.000, 83983.874,  -806.633,     0.914
 40800.000, 77743.037,  -777.721,     0.818
 40800.000, 80785.445,  -928.061,     0.667
 40800.000, 87494.346,  -823.980,     0.274
 40800.000, 89678.639, -1009.014,     0.859
 40800.000, 66587.539,  -647.619,     0.650
 40800.000, 52857.696,  -508.844,     0.932
 40800.000,101848.272,  -930.952,     0.707
 40800.000, 97791.728,  -907.823,     0.777
 40800.000,103486.492, -1150.680,     0.918
 40800.000, 90380.733, -1081.293,     0.554
 40800.000,114641.990, -1078.401,     0.910
 40800.000,104266.597,  -965.646,     0.900
 40800.000, 96153.508, -1017.687,     0.965
 40800.000,106684.921, -1095.748,     0.956
 40800.000, 59878.639,  -673.639,     0.407
 40800.000, 92799.058, -1011.905,     0.663
 40800.000, 80317.382,  -815.306,     0.787
 40800.000,100756.126, -1127.551,     0.891
 40800.000, 80239.372,  -951.190,     0.741
 40800.000,106606.911, -1113.095,     0.606
 40800.000, 82735.707,  -878.912,     0.959
 40800.000,109259.267, -1055.272,     0.941
 40800.000, 51843.560,  -549.320,     0.531
 40800.000, 56680.209,  -543.537,     0.754
 40800.000, 89990.681, -1118.878,     0.010
 40800.000, 74388.586,  -771.939,     0.552
 40800.000, 56602.199,  -653.401,     0.445
 40800.000, 95373.403, -1011.905,     0.918
 40800.000, 76416.859,  -815.306,     0.656
 40800.000, 71502.199,  -766.156,     0.936
 40800.000,103642.513, -1078.401,     0.793
 40800.000, 95841.466, -1052.381,     0.557
 40800.000, 53013.717,  -595.578,     0.774
 40800.000, 66353.508,  -653.401,     0.525
 40800.000, 87026.283,  -855.782,     0.957
 40800.000, 93969.215,  -933.844,     0.717
 40800.000, 84920.000,  -844.218,     0.545
 40800.000, 62765.026,  -601.361,     0.548
 40800.000, 54573.927,  -610.034,     0.799
 40800.000,107855.079, -1072.619,     0.815
 40800.000,112067.644, -1144.898,     0.855
 40800.000, 56602.199,  -598.469,     0.918
 40800.000,107465.026,  -939.626,     0.932
 40800.000,107074.974, -1182.483,     0.896
 40800.000, 58552.461,  -584.014,     0.910
 40800.000, 72828.377,  -786.395,     0.914
 40800.000, 79459.267,  -928.061,     0.933
 40800.000, 79927.330,  -821.088,     0.691
 40800.000,107621.047,  -965.646,     0.806
 40800.000, 52389.634,  -534.864,     0.891
 40800.000,107543.037, -1011.905,     0.804
 40800.000, 82033.613,  -864.456,     0.822
 40800.000, 75402.723,  -835.544,     0.919
 40800.000, 88898.534, -1009.014,     0.929
 40800.000, 58474.450,  -601.361,     0.816
 40800.000, 72282.304,  -717.007,     0.602
 40800.000, 45836.754,  -537.755,     0.768
 40800.000, 52857.696,  -546.429,     0.376
 40800.000, 40454.031,  -413.435,     0.682
 40800.000, 40922.094,  -372.959,     0.831
 40800.000, 95451.414, -1118.878,     0.849
 40800.000, 87650.366,  -896.259,     0.807
 40800.000, 86948.272,  -916.497,     0.809
 40800.000, 91316.859, -1110.204,     0.702
 40800.000, 51843.560,  -537.755,     0.626
 40800.000,110273.403, -1052.381,     0.597
 40800.000, 42014.241,  -416.327,     0.488
 40800.000,110507.435, -1014.796,     0.962
 40800.000, 57772.356,  -589.796,     0.791
 40800.000,100366.073, -1147.789,     0.756
 40800.000,106294.869, -1179.592,     0.855
 40800.000,113003.770, -1000.340,     0.732
 40800.000, 96387.539,  -954.082,     0.793
 40800.000, 99429.948, -1092.857,     0.834
 40800.000,108635.183, -1011.905,     0.875
 40800.000,109415.288, -1220.068,     0.602
 40800.000, 74076.545,  -751.701,     0.959
 40800.000, 84139.895,  -933.844,     0.867
 40800.000,104578.639,  -977.211,     0.675
 40800.000, 62296.963,  -601.361,     0.757
 40800.000, 56524.188,  -534.864,     0.675
 40800.000, 88352.461,  -928.061,     0.914
 40800.000,107309.005, -1191.156,     0.730
 40800.000, 44822.618,  -529.082,     0.713
 40800.000,109961.361, -1115.986,     0.961
 40800.000,102706.387, -1009.014,     0.699
 40800.000, 73452.461,  -850.000,     0.378
 40800.000, 84061.885,  -864.456,     0.783
 40800.000, 91316.859,  -861.565,     0.499
 40800.000, 96855.602,  -902.041,     0.922
 40800.000, 63311.099,  -633.163,     0.768
 40800.000, 93657.173, -1084.184,     0.803
 40800.000, 71970.262,  -757.483,     0.918
 40800.000, 82345.654,  -971.429,     0.760
 40800.000, 66275.497,  -615.816,     0.122
 40800.000, 86870.262,  -907.823,     0.685
 40800.000, 96777.592,  -939.626,     0.598
 40800.000,107621.047, -1188.265,     0.988
 40800.000, 56290.157,  -589.796,     0.971
 40800.000, 85934.136,  -841.327,     0.949
 40800.000,113705.864, -1104.422,     0.782
 40800.000, 55120.000,  -627.381,     0.573
 40800.000, 98727.853,  -982.993,     0.695
 40800.000, 83047.749,  -884.694,     0.871
 40800.000,104422.618,  -933.844,     0.966
 40800.000, 53949.843,  -557.993,     0.441
 40800.000, 80005.340,  -910.714,     0.837
 40800.000, 79615.288,  -771.939,     0.768
 40800.000,108869.215, -1220.068,     0.599
 40800.000, 55354.031,  -546.429,     0.904
 40800.000, 97557.696,  -902.041,     0.898
 40800.000, 63467.120,  -693.878,     0.898
 40800.000, 60190.681,  -670.748,     0.846
 40800.000, 47162.932,  -531.973,     0.918
 40800.000, 48879.162,  -592.687,     0.531
 40800.000, 58162.408,  -549.320,     0.744
 40800.000, 96231.518,  -936.735,     0.503
 40800.000, 72672.356,  -795.068,     0.872
 40800.000, 44120.524,  -468.367,     0.958
 40800.000, 81955.602,  -881.803,     0.918
 40800.000,109571.309, -1121.769,     0.956
 40800.000, 93189.110,  -968.537,     0.882
 40800.000,103798.534,  -954.082,     0.509
 40800.000, 60268.691,  -662.075,     0.550
 40800.000, 41780.209,  -401.871,     0.563
 40800.000,114095.916, -1052.381,     0.960
 40800.000,106450.890,  -936.735,     0.538
 40800.000, 49191.204,  -575.340,     0.976
 40800.000, 43886.492,  -526.190,     0.857
 40800.000, 91472.880,  -930.952,     0.941
 40800.000,105280.733, -1162.245,     0.702
 40800.000, 62609.005,  -670.748,     0.645
 40800.000, 61126.806,  -664.966,     0.675
 40800.000, 70176.021,  -728.571,     0.888
 40800.000, 94593.298,  -968.537,     0.882
 40800.000, 78601.152,  -890.476,     0.795
 40800.000,104968.691,  -922.279,     0.557
 40800.000,101146.178, -1098.639,     0.767
 40800.000, 86246.178,  -850.000,     0.661
 40800.000, 54729.948,  -618.707,     0.894
 40800.000,111599.581,  -965.646,     0.866
 40800.000, 49971.309,  -540.646,     0.827
 40800.000, 79459.267,  -812.415,     0.865
 40800.000, 55900.105,  -572.449,     0.847
 40800.000,106060.838, -1072.619,     0.694
 40800.000, 68459.791,  -630.272,     0.768
 40800.000, 53013.717,  -586.905,     0.977
 40800.000,114173.927, -1026.361,     0.926
 40800.000, 55510.052,  -647.619,     0.651
 40800.000, 95295.393, -1078.401,     0.971
 40800.000, 83437.801,  -902.041,     0.815
 40800.000, 47943.037,  -589.796,     0.433
 40800.000, 73452.461,  -832.653,     0.843
 40800.000, 93189.110, -1043.707,     0.650
 40800.000, 99507.958,  -977.211,     0.725
 40800.000, 82579.686,  -832.653,     0.576
 40800.000, 72048.272,  -737.245,     0.692
 40800.000, 85466.073,  -965.646,     0.692
 40800.000, 71892.251,  -806.633,     0.823
 40800.000, 83905.864, -1006.122,     0.915
 40800.000, 73140.419,  -806.633,     0.917
 40800.000, 89522.618,  -904.932,     0.524
 40800.000, 53169.738,  -555.102,     0.422
 40800.000, 83281.780,  -850.000,     0.420
 40800.000, 84607.958,  -896.259,     0.804
 40800.000, 98337.801, -1058.163,     0.734
 40800.000,114407.958, -1000.340,     0.846
 40800.000, 57382.304,  -644.728,     0.729
 40800.000,106918.953, -1185.374,     0.948
 40800.000, 87728.377,  -867.347,     0.895
 40800.000, 90146.702,  -858.673,     0.476
 40800.000,112847.749, -1139.116,     0.588
 40800.000, 87338.325,  -832.653,     0.522
 40800.000,111521.571,  -980.102,     0.834
 40800.000, 41858.220,  -404.762,     0.549
 40800.000, 99820.000,  -910.714,     0.902
 40800.000,114329.948, -1014.796,     0.401
 40800.000, 87572.356, -1069.728,     0.658
 40800.000, 63545.131,  -664.966,     0.889
 40800.000, 84061.885, -1040.816,     0.765
 40800.000, 45992.775,  -560.884,     0.710
 40800.000, 81019.476,  -867.347,     0.983
 40800.000, 92565.026, -1003.231,     0.949
 40800.000,106840.942, -1113.095,     0.686
 40800.000, 52389.634,  -531.973,     0.964
 40800.000,102940.419, -1098.639,     0.458
 40800.000, 71424.188,  -728.571,     0.910
 40800.000, 93189.110, -1029.252,     0.787
 40800.000, 86480.209, -1000.340,     0.920
 40800.000, 43106.387,  -419.218,     0.865
 40800.000, 46616.859,  -505.952,     0.376
 40800.000, 78913.194,  -847.109,     0.627
 40800.000,111833.613,  -954.082,     0.420
 40800.000, 51375.497,  -523.299,     0.619
 40800.000, 88898.534,  -942.517,     0.867
 40800.000, 47006.911,  -494.388,     0.940
 40800.000, 99820.000, -1029.252,     0.923
 40800.000,100288.063, -1063.946,     0.744
 40800.000, 94905.340, -1011.905,     0.908
 40800.000, 49893.298,  -546.429,     0.779
 40800.000, 77196.963,  -890.476,     0.607
 40800.000,103798.534, -1170.918,     0.847
 40800.000, 92096.963, -1095.748,     0.747
 40800.000, 70254.031,  -673.639,     0.914
 40800.000,109025.236, -1020.578,     0.496
 40800.000, 66509.529,  -719.898,     0.814
 40800.000, 99820.000,  -982.993,     0.526
 40800.000, 45836.754,  -479.932,     0.941
 40800.000, 81253.508,  -838.435,     0.932
 40800.000, 88118.429, -1017.687,     0.959
 40800.000, 93189.110,  -916.497,     0.930
 40800.000, 79849.319,  -864.456,     0.924
 40800.000,100834.136, -1113.095,     0.922
 40800.000,110117.382, -1217.177,     0.555
 40800.000, 90146.702,  -890.476,     0.878
 40800.000, 97089.634,  -959.864,     0.847
 40800.000,107387.016,  -942.517,     0.950
 40800.000, 99039.895,  -928.061,     0.977
 40800.000, 85232.042,  -887.585,     0.750
 40800.000,102862.408, -1107.313,     0.864
 40800.000, 87416.335,  -858.673,     0.850
 40800.000,109025.236, -1196.939,     0.820
 40800.000,110507.435,  -942.517,     0.304
 40800.000,105748.796, -1165.136,     0.665
 40800.000, 86246.178, -1017.687,     0.864
 40800.000,108167.120, -1124.660,     0.628
 40800.000, 81799.581,  -800.850,     0.820
 40800.000, 97635.707, -1069.728,     0.850
 40800.000, 88820.524,  -968.537,     0.963
 40800.000,111911.623, -1026.361,     0.699
 40800.000, 75480.733,  -777.721,     0.486
 40800.000, 89678.639, -1029.252,     0.869
 40800.000, 90614.764, -1081.293,     0.684
 40800.000, 88898.534,  -991.667,     0.677
 40800.000, 88508.482,  -861.565,     0.416
 40800.000,105748.796, -1095.748,     0.855
 40800.000, 97245.654,  -974.320,     0.736
 40800.000, 99898.010,  -907.823,     0.693
 40800.000,110351.414,  -994.558,     0.441
 40800.000,105982.827, -1087.075,     0.717
 40800.000, 54885.969,  -537.755,     0.750
 40800.000, 59098.534,  -560.884,     0.668
 40800.000,107074.974, -1043.707,     0.622
 40800.000, 94203.246,  -991.667,     0.945
 40800.000,111365.550,  -956.973,     0.707
 40800.000, 83593.822,  -841.327,     0.513
 40800.000, 41234.136,  -398.980,     0.400
 40800.000, 88976.545, -1014.796,     0.810
 40800.000,102316.335, -1098.639,     0.610
 40800.000, 95841.466, -1026.361,     0.724
 40800.000, 78757.173,  -904.932,     0.701
 40800.000, 64403.246,  -612.925,     0.894
 40800.000, 80863.455,  -916.497,     0.665
 40800.000, 84998.010,  -933.844,     0.885
 40800.000, 81643.560,  -925.170,     0.633
 40800.000, 88742.513, -1017.687,     0.860
 40800.000, 72360.314,  -789.286,     0.910
 40800.000, 91706.911,  -985.884,     0.855
 40800.000, 72906.387,  -786.395,     0.922
 40800.000, 57460.314,  -586.905,     0.739
 40800.000, 95529.424, -1000.340,     0.851
 40800.000, 57148.272,  -581.122,     0.647
 40800.000, 49191.204,  -488.605,     0.769
 40800.000, 87260.314,  -922.279,     0.796
 40800.000, 77665.026,  -821.088,     0.900
 40800.000, 60580.733,  -630.272,     0.740
 40800.000,100834.136,  -971.429,     0.727
 40800.000, 89834.660,  -910.714,     0.724
 40800.000, 51687.539,  -589.796,     0.722
 40800.000,104812.670, -1089.966,     0.659
 40800.000,100444.084,  -985.884,     0.551
 40800.000, 66353.508,  -656.293,     0.612
 40800.000, 80941.466,  -873.129,     0.914
 40800.000, 45602.723,  -462.585,     0.226
 40800.000,106060.838, -1069.728,     0.692
 40800.000, 91238.848, -1081.293,     0.927
 40800.000, 55666.073,  -537.755,     0.535
 40800.000,108479.162,  -982.993,     0.907
 40800.000,105046.702, -1159.354,     0.713
 40800.000, 42326.283,  -419.218,     0.805
 40800.000, 67055.602,  -722.789,     0.898
 40800.000, 88352.461,  -876.020,     0.874
 40800.000,111521.571, -1121.769,     0.975
 40800.000, 67991.728,  -673.639,     0.776
 40800.000,111989.634,  -994.558,     0.592
 40800.000,103876.545,  -971.429,     0.480
 40800.000, 86168.168, -1023.469,     0.933
 40800.000, 70332.042,  -769.048,     0.808
 40800.000, 71580.209,  -679.422,     0.875
 40800.000, 81019.476,  -809.524,     0.820
 40800.000, 59098.534,  -549.320,     0.067
 40800.000, 72906.387,  -806.633,     0.635
 40800.000, 98883.874,  -930.952,     0.886
 40800.000,100834.136, -1136.224,     0.726
 40800.000, 44978.639,  -482.823,     0.836
 40800.000,113315.812, -1168.027,     0.886
 40800.000, 61828.901,  -638.946,     0.847
 40800.000, 82345.654,  -954.082,     0.835
 40800.000, 61828.901,  -633.163,     0.614
 40800.000, 89678.639,  -930.952,     0.756
 40800.000, 86246.178,  -809.524,     0.284
 40800.000,102862.408,  -959.864,     0.916
 40800.000, 98649.843,  -982.993,     0.757
 40800.000,101926.283, -1142.007,     0.906
 40800.000, 87494.346, -1084.184,     0.863
 40800.000, 79615.288,  -858.673,     0.920
 40800.000,104188.586, -1020.578,     0.725
 40800.000, 66509.529,  -688.095,     0.750
 40800.000, 96231.518, -1130.442,     0.797
 40800.000, 57148.272,  -601.361,     0.837
 40800.000, 48957.173,  -503.061,     0.904
 40800.000, 95919.476,  -893.367,     0.774
 40800.000,106450.890, -1063.946,     0.855
 40800.000, 50907.435,  -534.864,     0.354
 40800.000,107621.047,  -991.667,     0.507
 40800.000, 57148.272,  -543.537,     0.674
 40800.000, 88118.429, -1014.796,     0.929
 40800.000, 72360.314,  -800.850,     0.812
 40800.000, 89366.597, -1032.143,     0.709
 40800.000, 85232.042,  -933.844,     0.931
 40800.000,102472.356, -1026.361,     0.973
 40800.000,101848.272,  -977.211,     0.768
 40800.000,113939.895,  -956.973,     0.341
 40800.000, 97245.654,  -956.973,     0.656
 40800.000,101536.230,  -968.537,     0.959
 40800.000, 89132.565, -1089.966,     0.882
 40800.000, 67445.654,  -650.510,     0.949
 40800.000,105670.785, -1168.027,     0.607
 40800.000, 91862.932, -1055.272,     0.902
 40800.000, 85856.126,  -812.415,     0.681
 40800.000, 67757.696,  -676.531,     0.950
 40800.000, 49425.236,  -555.102,     0.646
 40800.000, 57928.377,  -647.619,     0.684
 40800.000, 74388.586,  -751.701,     0.931
 40800.000,108791.204, -1199.830,     0.811
 40800.000,111755.602, -1101.531,     0.557
 40800.000,106294.869, -1020.578,     0.474
 40800.000, 94437.277, -1072.619,     0.774
 40800.000,111365.550, -1208.503,     0.729
 40800.000, 96465.550, -1121.769,     0.527
 40800.000, 99976.021,  -968.537,     0.857
 40800.000,109571.309, -1194.048,     0.790
 40800.000, 97479.686,  -913.605,     0.873
 40800.000, 62687.016,  -662.075,     0.926
 40800.000, 92487.016, -1104.422,     0.867
 40800.000,109259.267, -1017.687,     0.639
 40800.000, 77977.068,  -873.129,     0.590
 40800.000, 62843.037,  -641.837,     0.753
 40800.000, 82735.707,  -965.646,     0.828
 40800.000, 83281.780,  -907.823,     0.897
 40800.000,110117.382, -1000.340,     0.477
 40800.000, 98493.822,  -942.517,     0.527
 40800.000, 91082.827,  -913.605,     0.680
 40800.000, 98103.770, -1072.619,     0.811
 40800.000, 55822.094,  -592.687,     0.943
 40800.000, 95997.487,  -916.497,     0.839
 40800.000,113549.843, -1000.340,     0.691
 40800.000, 50907.435,  -523.299,     0.540
 40800.000, 77899.058,  -748.810,     0.207
 40800.000, 97011.623,  -919.388,     0.922
 40800.000, 63779.162,  -708.333,     0.443
 40800.000, 98181.780, -1113.095,     0.842
 40800.000, 48099.058,  -534.864,     0.954
 40800.000,109337.277, -1098.639,     0.966
 40800.000,108947.225, -1139.116,     0.754
 40800.000, 80863.455,  -890.476,     0.666
 40800.000, 43184.398,  -508.844,     0.910
 40800.000,106372.880,  -933.844,     0.472
 40800.000,101380.209,  -991.667,     0.510
 40800.000,113081.780,  -988.776,     0.963
 40800.000, 88976.545, -1063.946,     0.929
 40800.000, 92252.984, -1003.231,     0.962
 40800.000, 45836.754,  -529.082,     0.865
 40800.000, 80629.424,  -936.735,     0.873
 40800.000,113315.812, -1211.395,     0.513
 40800.000,114329.948, -1061.054,     0.699
 40800.000, 65807.435,  -728.571,     0.437
 40800.000,100054.031,  -939.626,     0.728
 40800.000,113315.812,  -948.299,     0.172
 40800.000,110975.497, -1003.231,     0.847
 40800.000,112145.654,  -951.190,     0.271
 40800.000,102394.346, -1087.075,     0.696
 40800.000, 79147.225,  -838.435,     0.787
 40800.000,101536.230, -1153.571,     0.835
 40800.000, 90068.691,  -954.082,     0.915
 40800.000, 95373.403,  -959.864,     0.871
 40800.000, 87182.304,  -884.694,     0.673
 40800.000, 83671.832, -1020.578,     0.961
 40800.000,113081.780, -1136.224,     0.922
 40800.000, 79615.288,  -835.544,     0.504
 40800.000, 73218.429,  -751.701,     0.742
 40800.000,103876.545,  -945.408,     0.695
 40800.000, 69083.874,  -638.946,     0.815
 40800.000, 42170.262,  -401.871,     0.927
 40800.000,106606.911,  -962.755,     0.842
 40800.000, 61984.921,  -688.095,     0.552
 40800.000, 81487.539,  -971.429,     0.925
 40800.000,104812.670,  -951.190,     0.880
 40800.000,100522.094, -1014.796,     0.937
 40800.000, 47162.932,  -529.082,     0.953
 40800.000, 66041.466,  -633.163,     0.951
 40800.000, 67523.665,  -705.442,     0.875
 40800.000,106060.838, -1173.810,     0.801
 40800.000, 75558.743,  -847.109,     0.692
 40800.000, 97635.707, -1066.837,     0.647
 40800.000,108401.152, -1191.156,     0.917
 40800.000, 54183.874,  -601.361,     0.976
 40800.000, 62218.953,  -688.095,     0.650
 40800.000, 95295.393,  -904.932,     0.865
 40800.000,100288.063,  -945.408,     0.589
 40800.000, 89600.628, -1003.231,     0.770
 40800.000,106138.848, -1063.946,     0.755
 40800.000, 96699.581, -1150.680,     0.973
 40800.000, 79771.309,  -803.741,     0.933
 40800.000, 82189.634,  -928.061,     0.741
 40800.000, 53403.770,  -549.320,     0.417
 40800.000, 96699.581, -1014.796,     0.875
 40800.000,113237.801,  -980.102,     0.911
 40800.000, 80629.424,  -965.646,     0.748
 40800.000, 88820.524,  -971.429,     0.945
 40800.000, 90302.723, -1006.122,     0.513
 40800.000, 89990.681, -1081.293,     0.611
 40800.000, 59956.649,  -664.966,     0.789
 40800.000, 81721.571,  -786.395,     0.835
 40800.000, 84295.916,  -974.320,     0.945
 40800.000,114563.979, -1208.503,     0.122
 40800.000,104500.628,  -936.735,     0.971
 40800.000, 96465.550, -1052.381,     0.906
 40800.000, 88508.482,  -829.762,     0.075
 40800.000, 83749.843,  -980.102,     0.965
 40800.000, 89912.670, -1017.687,     0.944
 40800.000, 84607.958,  -951.190,     0.524
 40800.000,104266.597, -1159.354,     0.922
 40800.000, 84451.937,  -930.952,     0.646
 40800.000, 70098.010,  -688.095,     0.807
 40800.000, 96621.571,  -890.476,     0.863
 40800.000, 71736.230,  -699.660,     0.914
 40800.000, 86714.241,  -968.537,     0.446
 40800.000,111287.539, -1121.769,     0.929
 40800.000,112613.717,  -974.320,     0.760
 40800.000, 72828.377,  -800.850,     0.769
 40800.000,105904.817,  -962.755,     0.821
 40800.000, 83203.770,  -789.286,     0.788
 40800.000,101068.168, -1110.204,     0.774
 40800.000, 90770.785,  -936.735,     0.845
 40800.000, 93891.204, -1078.401,     0.918
 40800.000,114641.990, -1130.442,     0.778
 40800.000, 71502.199,  -667.857,     0.141
 40800.000, 96465.550,  -988.776,     0.825
 40800.000,106138.848,  -968.537,     0.845
 40800.000, 45602.723,  -482.823,     0.973
 40800.000, 47084.921,  -566.667,     0.623
 40800.000,113783.874, -1185.374,     0.801
 40800.000, 63077.068,  -690.986,     0.922
 40800.000, 87104.293,  -876.020,     0.698
 40800.000, 44588.586,  -520.408,     0.681
 40800.000, 94203.246,  -994.558,     0.913
 40800.000, 73140.419,  -823.980,     0.902
 40800.000, 84998.010, -1014.796,     0.934
 40800.000, 61828.901,  -592.687,     0.588
 40800.000, 49815.288,  -569.558,     0.849
 40800.000, 58630.471,  -586.905,     0.953
 40800.000, 96855.602,  -942.517,     0.595
 40800.000, 62609.005,  -699.660,     0.268
 40800.000,113393.822, -1061.054,     0.802
 40800.000, 59722.618,  -612.925,     0.865
 40800.000, 95607.435,  -968.537,     0.655
 40800.000, 82813.717,  -832.653,     0.626
 40800.000, 84920.000, -1000.340,     0.860
 40800.000, 86792.251,  -864.456,     0.975
 40800.000, 99507.958, -1136.224,     0.642
 40800.000, 47630.995,  -505.952,     0.960
 40800.000, 94749.319, -1055.272,     0.566
 40800.000, 83515.812,  -991.667,     0.525
 40800.000, 85232.042, -1014.796,     0.889
 40800.000, 86792.251,  -974.320,     0.376
 40800.000, 91160.838,  -954.082,     0.900
 40800.000,102160.314, -1162.245,     0.917
 40800.000, 94593.298, -1104.422,     0.867
 40800.000, 43730.471,  -508.844,     0.741
 40800.000, 63077.068,  -607.143,     0.673
 40800.000, 55432.042,  -610.034,     0.917
 40800.000, 96933.613,  -913.605,     0.886
 40800.000, 89912.670,  -861.565,     0.880
 40800.000, 87650.366, -1084.184,     0.777
 40800.000,114563.979, -1194.048,     0.793
 40800.000, 80317.382,  -928.061,     0.894
 40800.000, 85622.094,  -812.415,     0.739
 40800.000, 61594.869,  -653.401,     0.926
 40800.000, 91082.827,  -965.646,     0.886
 40800.000, 79459.267,  -930.952,     0.918
 40800.000,100288.063, -1127.551,     0.642
 40800.000, 70566.073,  -737.245,     0.923
 40800.000,109337.277, -1220.068,     0.610
 40800.000, 78211.099,  -910.714,     0.300
 40800.000, 74076.545,  -763.265,     0.619
 40800.000, 85778.115,  -864.456,     0.984
 40800.000,103174.450, -1063.946,     0.739
 40800.000, 73764.503,  -858.673,     0.075
 40800.000, 92174.974, -1072.619,     0.922
 40800.000, 78913.194,  -852.891,     0.729
 40800.000, 53793.822,  -511.735,     0.022
 40800.000, 99663.979, -1023.469,     0.954
 40800.000,112145.654, -1107.313,     0.862
 40800.000, 90068.691,  -904.932,     0.598
 40800.000,104656.649, -1179.592,     0.746
 40800.000, 89678.639, -1113.095,     0.067
 40800.000, 83203.770,  -800.850,     0.568
 40800.000, 94047.225, -1037.925,     0.705
 40800.000,109181.257,  -971.429,     0.537
 40800.000, 59644.607,  -636.054,     0.859
 40800.000, 40688.063,  -367.177,     0.878
 40800.000, 62062.932,  -662.075,     0.462
 40800.000, 90770.785, -1101.531,     0.894
 40800.000, 85700.105,  -977.211,     0.767
 40800.000, 45836.754,  -560.884,     0.619
 40800.000, 48957.173,  -546.429,     0.604
 40800.000, 95763.455,  -942.517,     0.930
 40800.000, 96621.571, -1084.184,     0.504
 40800.000, 93579.162,  -887.585,     0.739
 40800.000,100522.094, -1124.660,     0.910
 40800.000,110429.424, -1011.905,     0.936
 40800.000,111131.518, -1049.490,     0.843
 40800.000, 44744.607,  -453.912,     0.814
 40800.000,106762.932,  -988.776,     0.706
 40800.000, 83671.832,  -997.449,     0.766
 40800.000,109259.267, -1182.483,     0.965
 40800.000, 98259.791, -1156.463,     0.918
 40800.000, 54495.916,  -557.993,     0.754
 40800.000, 85232.042,  -916.497,     0.824
 40800.000,106528.901, -1179.592,     0.769
 40800.000, 91160.838,  -942.517,     0.854
 40800.000, 59410.576,  -630.272,     0.706
 40800.000, 98805.864, -1104.422,     0.965
 40800.000,102004.293,  -977.211,     0.822
 40800.000, 54339.895,  -560.884,     0.503
 40800.000, 86324.188,  -829.762,     0.620
 40800.000, 96543.560,  -997.449,     0.940
 40800.000, 85232.042,  -847.109,     0.782
 40800.000, 51921.571,  -552.211,     0.728
 40800.000, 89444.607, -1061.054,     0.926
 40800.000, 61828.901,  -610.034,     0.777
 40800.000, 77899.058,  -855.782,     0.973
 40800.000, 92409.005,  -870.238,     0.591
 40800.000, 90068.691,  -974.320,     0.643
 40800.000, 96855.602, -1115.986,     0.734
 40800.000, 88274.450, -1092.857,     0.863
 40800.000, 85388.063, -1037.925,     0.844
 40800.000,113471.832, -1009.014,     0.447
 40800.000, 97401.675, -1127.551,     0.529
 40800.000, 81409.529,  -803.741,     0.932
 40800.000, 88274.450,  -899.150,     0.625
 40800.000, 77040.942,  -809.524,     0.839
 40800.000, 84061.885, -1011.905,     0.757
 40800.000, 68849.843,  -737.245,     0.677
 40800.000, 81253.508,  -890.476,     0.783
 40800.000, 48489.110,  -526.190,     0.368
 40800.000, 52233.613,  -595.578,     0.859
 40800.000, 97323.665, -1144.898,     0.953
 40800.000, 67055.602,  -653.401,     0.720
 40800.000, 90302.723,  -954.082,     0.960
 40800.000,114095.916, -1078.401,     0.866
 40800.000, 88742.513,  -835.544,     0.461
 40800.000, 87806.387,  -899.150,     0.796
 40800.000,111989.634, -1069.728,     0.790
 40800.000, 79459.267,  -832.653,     0.674
 40800.000, 86558.220,  -985.884,     0.903
 40800.000, 98571.832, -1032.143,     0.954
 40800.000, 63077.068,  -636.054,     0.882
 40800.000, 76884.921,  -795.068,     0.663
 40800.000,112613.717, -1199.830,     0.962
 40800.000, 89210.576, -1104.422,     0.933
 40800.000, 52935.707,  -511.735,     0.891
 40800.000,109805.340,  -977.211,     0.888
 40800.000, 87416.335, -1063.946,     0.854
 40800.000,105904.817, -1011.905,     0.541
 40800.000, 93891.204,  -904.932,     0.498
 40800.000, 61438.848,  -641.837,     0.841
 40800.000, 81721.571,  -832.653,     0.780
