,time_d,northing_d,easting_d,estrutural
402300,96.5,7651000.0,400000.0,-3452.34
402301,96.5,7651000.0,401000.0,-3505.78
402302,96.5,7651000.0,402000.0,-3613.5
402303,96.5,7651000.0,403000.0,-3709.51
402304,96.5,7651000.0,404000.0,-3818.21
402305,96.5,7651000.0,405000.0,-3993.33
402306,96.5,7651000.0,406000.0,-4207.88
402307,96.5,7651000.0,407000.0,-4365.31
402308,96.5,7651000.0,408000.0,-4409.69
402309,96.5,7651000.0,409000.0,-4405.94
402310,96.5,7651000.0,410000.0,-4410.16
402311,96.5,7651000.0,411000.0,-4392.31
402312,96.5,7651000.0,412000.0,-4341.18
402313,96.5,7651000.0,413000.0,-4239.49
402314,96.5,7651000.0,414000.0,-4078.58
402315,96.5,7651000.0,415000.0,-3961.72
402316,96.5,7651000.0,416000.0,-3989.5
402317,96.5,7651000.0,417000.0,-4100.33
402318,96.5,7651000.0,418000.0,-4190.05
402319,96.5,7651000.0,419000.0,-4260.48
402320,96.5,7651000.0,420000.0,-4335.46
402321,96.5,7651000.0,421000.0,-4393.31
402322,96.5,7651000.0,422000.0,-4390.93
402323,96.5,7651000.0,423000.0,-4310.82
402324,96.5,7651000.0,424000.0,-4224.61
402325,96.5,7651000.0,425000.0,-4188.88
402326,96.5,7651000.0,426000.0,-4172.11
402327,96.5,7651000.0,427000.0,-4208.2
402328,96.5,7651000.0,428000.0,-4367.87
402329,96.5,7651000.0,429000.0,-4589.18
402330,96.5,7651000.0,430000.0,-4710.74
402331,96.5,7651000.0,431000.0,-4626.35
402332,96.5,7651000.0,432000.0,-4405.91
402333,96.5,7651000.0,433000.0,-4216.98
402334,96.5,7651000.0,434000.0,-4186.94
402335,96.5,7651000.0,435000.0,-4370.31
402336,96.5,7651000.0,436000.0,-4671.81
402337,96.5,7651000.0,437000.0,-4919.75
402338,96.5,7651000.0,438000.0,-5060.35
402339,96.5,7651000.0,439000.0,-5080.27
402340,96.5,7651000.0,440000.0,-4865.92
402341,96.5,7651000.0,441000.0,-4478.13
402342,96.5,7651000.0,442000.0,-4272.2
402343,96.5,7651000.0,443000.0,-4381.55
402344,96.5,7651000.0,444000.0,-4595.07
402345,96.5,7651000.0,445000.0,-4756.15
402346,96.5,7651000.0,446000.0,-4845.83
402347,96.5,7651000.0,447000.0,-4886.56
402348,96.5,7651000.0,448000.0,-4904.33
402349,96.5,7651000.0,449000.0,-4919.77
402350,96.5,7651000.0,450000.0,-4985.97
402351,96.5,7651000.0,451000.0,-5129.15
402352,96.5,7651000.0,452000.0,-5246.34
402353,96.5,7651000.0,453000.0,-5218.87
402354,96.5,7651000.0,454000.0,-5096.24
402355,96.5,7651000.0,455000.0,-5016.87
402356,96.5,7651000.0,456000.0,-5042.97
402357,96.5,7651000.0,457000.0,-5156.75
402358,96.5,7651000.0,458000.0,-5312.8
402359,96.5,7651000.0,459000.0,-5440.23
402360,96.5,7651000.0,460000.0,-5477.41
402361,96.5,7651000.0,461000.0,-5456.8
402362,96.5,7651000.0,462000.0,-5456.85
402363,96.5,7651000.0,463000.0,-5451.85
402364,96.5,7651000.0,464000.0,-5331.23
402365,96.5,7651000.0,465000.0,-4875.91
402366,96.5,7651000.0,466000.0,-3938.87
402367,96.5,7651000.0,467000.0,-2961.74
402368,96.5,7651000.0,468000.0,-2454.55
402369,96.5,7651000.0,469000.0,-2279.17
402370,96.5,7651000.0,470000.0,-2153.71
402371,96.5,7651000.0,471000.0,-2065.14
402372,96.5,7651000.0,472000.0,-2111.14
402373,96.5,7651000.0,473000.0,-2341.05
402374,96.5,7651000.0,474000.0,-2708.26
402375,96.5,7651000.0,475000.0,-3143.51
402376,96.5,7651000.0,476000.0,-3561.17
402377,96.5,7651000.0,477000.0,-3823.55
402378,96.5,7651000.0,478000.0,-3870.99
402379,96.5,7651000.0,479000.0,-3778.6
402380,96.5,7651000.0,480000.0,-3648.95
402381,96.5,7651000.0,481000.0,-3582.13
402382,96.5,7651000.0,482000.0,-3579.15
402383,96.5,7651000.0,483000.0,-3591.86
402384,96.5,7651000.0,484000.0,-3758.94
402385,96.5,7651000.0,485000.0,-4291.82
402386,96.5,7651000.0,486000.0,-5087.27
402387,96.5,7651000.0,487000.0,-5776.69
402388,96.5,7651000.0,488000.0,-6285.9
402389,96.5,7651000.0,489000.0,-6789.47
402390,96.5,7651000.0,490000.0,-7260.6
402391,96.5,7651000.0,491000.0,-7530.86
402392,96.5,7651000.0,492000.0,-7472.48
402393,96.5,7651000.0,493000.0,-7252.02
402394,96.5,7651000.0,494000.0,-7119.57
402395,96.5,7651000.0,495000.0,-6764.28
402396,96.5,7651000.0,496000.0,-5628.87
402397,96.5,7651000.0,497000.0,-4361.09
402398,96.5,7651000.0,498000.0,-3973.32
402399,96.5,7651000.0,499000.0,-4144.15
402400,96.5,7651000.0,500000.0,-4659.53
402401,96.5,7651000.0,501000.0,-5445.6
402402,96.5,7651000.0,502000.0,-5857.08
402403,96.5,7651000.0,503000.0,-5634.93
402404,96.5,7651000.0,504000.0,-4944.38
402405,96.5,7651000.0,505000.0,-4101.83
402406,96.5,7651000.0,506000.0,-3540.59
402407,96.5,7651000.0,507000.0,-3521.1
402408,96.5,7651000.0,508000.0,-3852.89
402409,96.5,7651000.0,509000.0,-4170.94
402410,96.5,7651000.0,510000.0,-4356.57
402411,96.5,7651000.0,511000.0,-4441.41
402412,96.5,7651000.0,512000.0,-4422.33
402413,96.5,7651000.0,513000.0,-4288.94
402414,96.5,7651000.0,514000.0,-3954.96
402415,96.5,7651000.0,515000.0,-3718.82
402416,96.5,7651000.0,516000.0,-4531.96
402417,96.5,7651000.0,517000.0,-6069.79
402418,96.5,7651000.0,518000.0,-5942.61
402419,96.5,7651000.0,519000.0,-4419.17
402420,96.5,7651000.0,520000.0,-4829.3
402421,96.5,7651000.0,521000.0,-6700.94
402422,96.5,7651000.0,522000.0,-7342.19
402423,96.5,7651000.0,523000.0,-7128.6
402424,96.5,7651000.0,524000.0,-7236.38
402425,96.5,7651000.0,525000.0,-7464.92
402426,96.5,7651000.0,526000.0,-7293.15
402427,96.5,7651000.0,527000.0,-6833.17
402428,96.5,7651000.0,528000.0,-6546.55
402429,96.5,7651000.0,529000.0,-6459.71
402430,96.5,7651000.0,530000.0,-6539.82
402431,96.5,7651000.0,531000.0,-6874.89
402432,96.5,7651000.0,532000.0,-7155.34
402433,96.5,7651000.0,533000.0,-7137.98
402434,96.5,7651000.0,534000.0,-6941.88
402435,96.5,7651000.0,535000.0,-6278.24
402436,96.5,7651000.0,536000.0,-4824.47
402437,96.5,7651000.0,537000.0,-3583.78
402438,96.5,7651000.0,538000.0,-3471.87
402439,96.5,7651000.0,539000.0,-3759.86
402440,96.5,7651000.0,540000.0,-3781.51
402441,96.5,7651000.0,541000.0,-3669.78
402442,96.5,7651000.0,542000.0,-3564.94
402443,96.5,7651000.0,543000.0,-3489.02
402444,96.5,7651000.0,544000.0,-3410.06
402445,96.5,7651000.0,545000.0,-3254.24
402446,96.5,7651000.0,546000.0,-3021.75
402447,96.5,7651000.0,547000.0,-2858.07
402448,96.5,7651000.0,548000.0,-2837.39
402449,96.5,7651000.0,549000.0,-2894.41
402450,96.5,7651000.0,550000.0,-2994.06
402451,96.5,7651000.0,551000.0,-3607.38
402452,96.5,7651000.0,552000.0,-4943.83
402453,96.5,7651000.0,553000.0,-6046.53
402454,96.5,7651000.0,554000.0,-6446.05
402455,96.5,7651000.0,555000.0,-6609.42
402456,96.5,7651000.0,556000.0,-6768.15
402457,96.5,7651000.0,557000.0,-6936.87
402458,96.5,7651000.0,558000.0,-7107.95
402459,96.5,7651000.0,559000.0,-7217.74
402460,96.5,7651000.0,560000.0,-7241.5
402461,96.5,7651000.0,561000.0,-7222.64
402462,96.5,7651000.0,562000.0,-7191.82
402463,96.5,7651000.0,563000.0,-7145.55
402464,96.5,7651000.0,564000.0,-7072.78
402465,96.5,7651000.0,565000.0,-6977.57
402466,96.5,7651000.0,566000.0,-6882.68
402467,96.5,7651000.0,567000.0,-6811.01
402468,96.5,7651000.0,568000.0,-6773.43
402469,96.5,7651000.0,569000.0,-6766.99
402470,96.5,7651000.0,570000.0,-6779.48
402471,96.5,7651000.0,571000.0,-6791.95
402472,96.5,7651000.0,572000.0,-6782.82
402473,96.5,7651000.0,573000.0,-6735.66
402474,96.5,7651000.0,574000.0,-6633.46
402475,96.5,7651000.0,575000.0,-6514.67
402476,96.5,7651000.0,576000.0,-6445.44
402477,96.5,7651000.0,577000.0,-6402.34
402478,96.5,7651000.0,578000.0,-6346.66
402479,96.5,7651000.0,579000.0,-6457.09
402480,96.5,7652000.0,400000.0,-3434.72
402481,96.5,7652000.0,401000.0,-3486.21
402482,96.5,7652000.0,402000.0,-3588.02
402483,96.5,7652000.0,403000.0,-3682.04
402484,96.5,7652000.0,404000.0,-3788.99
402485,96.5,7652000.0,405000.0,-3951.13
402486,96.5,7652000.0,406000.0,-4152.32
402487,96.5,7652000.0,407000.0,-4310.52
402488,96.5,7652000.0,408000.0,-4365.17
402489,96.5,7652000.0,409000.0,-4385.21
402490,96.5,7652000.0,410000.0,-4422.7
402491,96.5,7652000.0,411000.0,-4419.72
402492,96.5,7652000.0,412000.0,-4371.08
402493,96.5,7652000.0,413000.0,-4277.27
402494,96.5,7652000.0,414000.0,-4129.28
402495,96.5,7652000.0,415000.0,-4035.38
402496,96.5,7652000.0,416000.0,-4080.34
402497,96.5,7652000.0,417000.0,-4174.72
402498,96.5,7652000.0,418000.0,-4226.89
402499,96.5,7652000.0,419000.0,-4268.2
402500,96.5,7652000.0,420000.0,-4328.56
402501,96.5,7652000.0,421000.0,-4373.85
402502,96.5,7652000.0,422000.0,-4348.44
402503,96.5,7652000.0,423000.0,-4240.85
402504,96.5,7652000.0,424000.0,-4152.98
402505,96.5,7652000.0,425000.0,-4154.85
402506,96.5,7652000.0,426000.0,-4185.98
402507,96.5,7652000.0,427000.0,-4242.44
402508,96.5,7652000.0,428000.0,-4368.26
402509,96.5,7652000.0,429000.0,-4505.06
402510,96.5,7652000.0,430000.0,-4501.2
402511,96.5,7652000.0,431000.0,-4277.15
402512,96.5,7652000.0,432000.0,-4023.19
402513,96.5,7652000.0,433000.0,-3996.91
402514,96.5,7652000.0,434000.0,-4199.2
402515,96.5,7652000.0,435000.0,-4492.82
402516,96.5,7652000.0,436000.0,-4775.16
402517,96.5,7652000.0,437000.0,-4979.71
