#X,Y,Z,attr 
 51059.627, 60500.000,  -734.354,     0.816
 56306.832, 60500.000,  -714.116,     0.783
 55432.298, 60500.000,  -751.701,     0.855
 52808.696, 60500.000,  -685.204,     0.809
 19417.391, 60500.000,  -656.293,     0.526
 20371.429, 60500.000,  -662.075,     0.583
 27367.702, 60500.000,  -647.619,     0.846
 15362.733, 60500.000,  -662.075,     0.492
 30547.826, 60500.000,  -647.619,     0.893
 43904.348, 60500.000,  -679.422,     0.722
 38975.155, 60500.000,  -719.898,     0.649
 27367.702, 60500.000,  -682.313,     0.873
 27765.217, 60500.000,  -679.422,     0.825
 40724.224, 60500.000,  -667.857,     0.786
 25300.621, 60500.000,  -644.728,     0.713
 59725.466, 60500.000,  -743.027,     0.915
 30865.839, 60500.000,  -659.184,     0.883
 46607.453, 60500.000,  -725.680,     0.814
 26016.149, 60500.000,  -682.313,     0.720
 20291.925, 60500.000,  -676.531,     0.611
 56545.342, 60500.000,  -690.986,     0.910
 48992.547, 60500.000,  -743.027,     0.707
 17350.311, 60500.000,  -589.796,     0.849
 39611.180, 60500.000,  -717.007,     0.847
 40167.702, 60500.000,  -696.769,     0.655
 51536.646, 60500.000,  -693.878,     0.757
 37464.596, 60500.000,  -670.748,     0.805
 13772.671, 60500.000,  -636.054,     0.829
 46130.435, 60500.000,  -696.769,     0.926
 15521.739, 60500.000,  -557.993,     0.959
 43824.845, 60500.000,  -717.007,     0.793
 38736.646, 60500.000,  -673.639,     0.674
 36828.571, 60500.000,  -685.204,     0.738
 16396.273, 60500.000,  -607.143,     0.816
 36908.075, 60500.000,  -676.531,     0.779
 59407.453, 60500.000,  -757.483,     0.468
 57817.391, 60500.000,  -771.939,     0.580
 10513.043, 60500.000,  -540.646,     0.820
 13454.658, 60500.000,  -560.884,     0.972
 29355.280, 60500.000,  -638.946,     0.838
 52570.186, 60500.000,  -702.551,     0.626
 19973.913, 60500.000,  -575.340,     0.422
 11785.093, 60500.000,  -630.272,     0.604
 23631.056, 60500.000,  -664.966,     0.634
 39372.671, 60500.000,  -685.204,     0.721
 43268.323, 60500.000,  -682.313,     0.574
 18860.870, 60500.000,  -667.857,     0.958
 42632.298, 60500.000,  -679.422,     0.705
 11944.099, 60500.000,  -540.646,     0.493
 28003.727, 60500.000,  -607.143,     0.586
 56704.348, 60500.000,  -728.571,     0.760
 57976.398, 60500.000,  -708.333,     0.918
  9559.006, 60500.000,  -555.102,     0.918
 24346.584, 60500.000,  -578.231,     0.077
 32535.404, 60500.000,  -621.599,     0.517
 14329.193, 60500.000,  -612.925,     0.600
 20768.944, 60500.000,  -581.122,     0.583
 32058.385, 60500.000,  -673.639,     0.762
 42473.292, 60500.000,  -719.898,     0.813
 34045.963, 60500.000,  -653.401,     0.819
 10513.043, 60500.000,  -566.667,     0.925
 12580.124, 60500.000,  -604.252,     0.753
 57260.870, 60500.000,  -766.156,     0.566
 29832.298, 60500.000,  -644.728,     0.942
 22518.012, 60500.000,  -627.381,     0.780
 21802.484, 60500.000,  -653.401,     0.619
 20132.919, 60500.000,  -604.252,     0.739
 32535.404, 60500.000,  -693.878,     0.453
 31819.876, 60500.000,  -647.619,     0.936
 23631.056, 60500.000,  -638.946,     0.937
 19019.876, 60500.000,  -659.184,     0.981
 58135.404, 60500.000,  -763.265,     0.848
 26970.186, 60500.000,  -656.293,     0.894
 18542.857, 60500.000,  -650.510,     0.562
 53921.739, 60500.000,  -771.939,     0.387
 45812.422, 60500.000,  -693.878,     0.882
 44937.888, 60500.000,  -708.333,     0.624
 25300.621, 60500.000,  -676.531,     0.811
 57658.385, 60500.000,  -711.224,     0.610
 24585.093, 60500.000,  -607.143,     0.976
 23869.565, 60500.000,  -592.687,     0.642
 26413.665, 60500.000,  -638.946,     0.711
 40008.696, 60500.000,  -711.224,     0.938
 12739.130, 60500.000,  -572.449,     0.720
 60202.484, 60500.000,  -760.374,     0.463
 21245.963, 60500.000,  -612.925,     0.673
 22040.994, 60500.000,  -650.510,     0.630
 11387.578, 60500.000,  -584.014,     0.680
 15362.733, 60500.000,  -659.184,     0.558
 43745.342, 60500.000,  -722.789,     0.870
 47163.975, 60500.000,  -745.918,     0.447
 42950.311, 60500.000,  -662.075,     0.212
 58373.913, 60500.000,  -725.680,     0.521
 13613.665, 60500.000,  -592.687,     0.839
 17747.826, 60500.000,  -644.728,     0.537
 34681.988, 60500.000,  -624.490,     0.092
 55432.298, 60500.000,  -688.095,     0.949
 32376.398, 60500.000,  -636.054,     0.931
 20450.932, 60500.000,  -572.449,     0.898
 11705.590, 60500.000,  -638.946,     0.863
 26175.155, 60500.000,  -685.204,     0.631
 45096.894, 60500.000,  -717.007,     0.561
  9877.019, 60500.000,  -560.884,     0.865
 15203.727, 60500.000,  -612.925,     0.614
 33807.453, 60500.000,  -682.313,     0.857
 10433.540, 60500.000,  -627.381,     0.872
 58930.435, 60500.000,  -731.463,     0.885
 21325.466, 60500.000,  -647.619,     0.899
 60122.981, 60500.000,  -783.503,     0.659
 20291.925, 60500.000,  -653.401,     0.493
 36113.043, 60500.000,  -662.075,     0.918
 59884.472, 60500.000,  -737.245,     0.898
 45335.404, 60500.000,  -699.660,     0.884
 31501.863, 60500.000,  -688.095,     0.420
 27924.224, 60500.000,  -685.204,     0.819
 34045.963, 60500.000,  -633.163,     0.702
 57976.398, 60500.000,  -714.116,     0.583
  9638.509, 60500.000,  -546.429,     0.902
 20848.447, 60500.000,  -638.946,     0.943
 53365.217, 60500.000,  -745.918,     0.820
 26970.186, 60500.000,  -589.796,     0.690
 49072.050, 60500.000,  -711.224,     0.679
 18463.354, 60500.000,  -595.578,     0.807
 54398.758, 60500.000,  -745.918,     0.725
 13375.155, 60500.000,  -601.361,     0.859
 37623.602, 60500.000,  -714.116,     0.707
 35636.025, 60500.000,  -633.163,     0.227
 14408.696, 60500.000,  -618.707,     0.574
 13216.149, 60500.000,  -569.558,     0.854
 13931.677, 60500.000,  -584.014,     0.953
 47084.472, 60500.000,  -682.313,     0.572
 24187.578, 60500.000,  -664.966,     0.686
 10195.031, 60500.000,  -592.687,     0.867
 41201.242, 60500.000,  -682.313,     0.834
 24346.584, 60500.000,  -595.578,     0.746
 12103.106, 60500.000,  -572.449,     0.809
 16952.795, 60500.000,  -610.034,     0.852
 28957.764, 60500.000,  -618.707,     0.914
 31024.845, 60500.000,  -627.381,     0.953
 11705.590, 60500.000,  -586.905,     0.527
 43665.839, 60500.000,  -673.639,     0.871
 30150.311, 60500.000,  -633.163,     0.910
 59725.466, 60500.000,  -797.959,     0.642
 15998.758, 60500.000,  -563.776,     0.833
 59645.963, 60500.000,  -780.612,     0.752
 59407.453, 60500.000,  -714.116,     0.917
 14885.714, 60500.000,  -598.469,     0.624
 45414.907, 60500.000,  -702.551,     0.821
 39770.186, 60500.000,  -699.660,     0.462
 16316.770, 60500.000,  -569.558,     0.878
 42870.807, 60500.000,  -708.333,     0.497
 55034.783, 60500.000,  -714.116,     0.961
 14090.683, 60500.000,  -607.143,     0.717
 22597.516, 60500.000,  -592.687,     0.816
 14329.193, 60500.000,  -546.429,     0.018
 59089.441, 60500.000,  -693.878,     0.843
 36113.043, 60500.000,  -650.510,     0.991
 41360.248, 60500.000,  -702.551,     0.746
 28957.764, 60500.000,  -584.014,     0.071
 53047.205, 60500.000,  -711.224,     0.921
 31422.360, 60500.000,  -607.143,     0.458
 34284.472, 60500.000,  -664.966,     0.717
 42870.807, 60500.000,  -714.116,     0.550
 29434.783, 60500.000,  -647.619,     0.941
 19655.901, 60500.000,  -615.816,     0.937
 17986.335, 60500.000,  -659.184,     0.940
 30706.832, 60500.000,  -641.837,     0.812
 10910.559, 60500.000,  -566.667,     0.900
 56068.323, 60500.000,  -708.333,     0.805
 42473.292, 60500.000,  -673.639,     0.823
 56545.342, 60500.000,  -717.007,     0.884
 32694.410, 60500.000,  -662.075,     0.582
 39452.174, 60500.000,  -688.095,     0.898
 59089.441, 60500.000,  -702.551,     0.907
 30706.832, 60500.000,  -670.748,     0.733
 39690.683, 60500.000,  -702.551,     0.444
 39611.180, 60500.000,  -662.075,     0.941
 23233.540, 60500.000,  -581.122,     0.536
 17270.807, 60500.000,  -566.667,     0.480
 47640.994, 60500.000,  -743.027,     0.665
 21086.957, 60500.000,  -621.599,     0.762
 58771.429, 60500.000,  -769.048,     0.898
 10910.559, 60500.000,  -549.320,     0.793
 54637.267, 60500.000,  -719.898,     0.891
 11069.565, 60500.000,  -589.796,     0.736
 55591.304, 60500.000,  -731.463,     0.760
 33648.447, 60500.000,  -647.619,     0.975
 49946.584, 60500.000,  -748.810,     0.262
 20689.441, 60500.000,  -653.401,     0.528
 21563.975, 60500.000,  -592.687,     0.881
 57976.398, 60500.000,  -688.095,     0.962
 46766.460, 60500.000,  -743.027,     0.571
 16237.267, 60500.000,  -610.034,     0.603
 42552.795, 60500.000,  -685.204,     0.676
 43983.851, 60500.000,  -676.531,     0.779
 26413.665, 60500.000,  -650.510,     0.905
 16475.776, 60500.000,  -644.728,     0.890
 16475.776, 60500.000,  -569.558,     0.696
 31819.876, 60500.000,  -641.837,     0.898
 40326.708, 60500.000,  -719.898,     0.693
 58691.925, 60500.000,  -740.136,     0.896
 14011.180, 60500.000,  -569.558,     0.860
 22995.031, 60500.000,  -581.122,     0.630
 10672.050, 60500.000,  -595.578,     0.843
 36431.056, 60500.000,  -693.878,     0.821
 10274.534, 60500.000,  -638.946,     0.958
 57817.391, 60500.000,  -708.333,     0.769
 45971.429, 60500.000,  -685.204,     0.886
 15760.248, 60500.000,  -569.558,     0.953
 32853.416, 60500.000,  -659.184,     0.575
 43029.814, 60500.000,  -725.680,     0.904
 27844.720, 60500.000,  -586.905,     0.975
 56147.826, 60500.000,  -771.939,     0.475
 19735.404, 60500.000,  -647.619,     0.596
 30547.826, 60500.000,  -595.578,     0.122
 20132.919, 60500.000,  -575.340,     0.465
 22359.006, 60500.000,  -615.816,     0.804
 14408.696, 60500.000,  -638.946,     0.875
 34284.472, 60500.000,  -705.442,     0.325
 26493.168, 60500.000,  -581.122,     0.806
 59566.460, 60500.000,  -766.156,     0.830
 28639.752, 60500.000,  -607.143,     0.684
 53365.217, 60500.000,  -757.483,     0.929
 57658.385, 60500.000,  -737.245,     0.762
 26254.658, 60500.000,  -633.163,     0.816
 18781.366, 60500.000,  -618.707,     0.954
 32614.907, 60500.000,  -656.293,     0.769
 34284.472, 60500.000,  -659.184,     0.882
 54716.770, 60500.000,  -734.354,     0.617
 19178.882, 60500.000,  -595.578,     0.828
 19178.882, 60500.000,  -610.034,     0.703
 36431.056, 60500.000,  -664.966,     0.827
 42711.801, 60500.000,  -722.789,     0.672
 45891.925, 60500.000,  -722.789,     0.778
 55670.807, 60500.000,  -719.898,     0.919
 19019.876, 60500.000,  -607.143,     0.522
 18860.870, 60500.000,  -621.599,     0.862
 51218.634, 60500.000,  -711.224,     0.481
 33727.950, 60500.000,  -688.095,     0.802
 59168.944, 60500.000,  -780.612,     0.584
 11785.093, 60500.000,  -636.054,     0.722
 23074.534, 60500.000,  -612.925,     0.781
 14726.708, 60500.000,  -650.510,     0.474
 14408.696, 60500.000,  -557.993,     0.938
 18701.863, 60500.000,  -630.272,     0.766
 17906.832, 60500.000,  -633.163,     0.910
 30706.832, 60500.000,  -688.095,     0.444
 58373.913, 60500.000,  -769.048,     0.851
 44063.354, 60500.000,  -708.333,     0.524
 21722.981, 60500.000,  -682.313,     0.388
 44540.373, 60500.000,  -682.313,     0.843
 11705.590, 60500.000,  -641.837,     0.585
 28401.242, 60500.000,  -618.707,     0.890
 26970.186, 60500.000,  -673.639,     0.835
 10036.025, 60500.000,  -644.728,     0.483
 21643.478, 60500.000,  -682.313,     0.441
 50185.093, 60500.000,  -728.571,     0.600
 13534.161, 60500.000,  -615.816,     0.693
 12977.640, 60500.000,  -604.252,     0.776
 41837.267, 60500.000,  -722.789,     0.688
 16396.273, 60500.000,  -647.619,     0.885
 28242.236, 60500.000,  -670.748,     0.729
 42552.795, 60500.000,  -699.660,     0.742
 20291.925, 60500.000,  -598.469,     0.933
 12977.640, 60500.000,  -569.558,     0.945
 39770.186, 60500.000,  -690.986,     0.616
 18860.870, 60500.000,  -638.946,     0.900
 18304.348, 60500.000,  -662.075,     0.926
 60043.478, 60500.000,  -757.483,     0.591
 30309.317, 60500.000,  -647.619,     0.939
 57340.373, 60500.000,  -748.810,     0.775
 46845.963, 60500.000,  -734.354,     0.956
 42791.304, 60500.000,  -728.571,     0.887
 34761.491, 60500.000,  -664.966,     0.836
 24585.093, 60500.000,  -601.361,     0.835
 33330.435, 60500.000,  -670.748,     0.607
 35000.000, 60500.000,  -653.401,     0.898
 23949.068, 60500.000,  -644.728,     0.898
 13613.665, 60500.000,  -595.578,     0.827
 47800.000, 60500.000,  -699.660,     0.899
 32535.404, 60500.000,  -699.660,     0.270
 55193.789, 60500.000,  -725.680,     0.876
 45096.894, 60500.000,  -693.878,     0.835
 43586.335, 60500.000,  -728.571,     0.869
 21086.957, 60500.000,  -604.252,     0.925
 39770.186, 60500.000,  -664.966,     0.776
 29037.267, 60500.000,  -664.966,     0.510
 21007.453, 60500.000,  -647.619,     0.840
 32217.391, 60500.000,  -667.857,     0.597
 10036.025, 60500.000,  -618.707,     0.812
 17906.832, 60500.000,  -656.293,     0.956
 17270.807, 60500.000,  -601.361,     0.810
 40247.205, 60500.000,  -685.204,     0.761
 58691.925, 60500.000,  -711.224,     0.868
 54955.280, 60500.000,  -748.810,     0.866
 10751.553, 60500.000,  -589.796,     0.792
 24585.093, 60500.000,  -659.184,     0.527
 26731.677, 60500.000,  -682.313,     0.839
 43745.342, 60500.000,  -690.986,     0.879
 14011.180, 60500.000,  -575.340,     0.750
 50900.621, 60500.000,  -748.810,     0.616
 15680.745, 60500.000,  -572.449,     0.844
  9559.006, 60500.000,  -534.864,     0.051
 13057.143, 60500.000,  -586.905,     0.910
  9877.019, 60500.000,  -569.558,     0.714
 57658.385, 60500.000,  -702.551,     0.963
 41678.261, 60500.000,  -719.898,     0.929
 26413.665, 60500.000,  -630.272,     0.787
 60202.484, 60500.000,  -780.612,     0.928
 50264.596, 60500.000,  -743.027,     0.640
 59566.460, 60500.000,  -754.592,     0.444
 14170.186, 60500.000,  -630.272,     0.928
 57419.876, 60500.000,  -714.116,     0.677
 10910.559, 60500.000,  -615.816,     0.694
 17350.311, 60500.000,  -607.143,     0.863
 19337.888, 60500.000,  -641.837,     0.918
 56147.826, 60500.000,  -728.571,     0.903
 35159.006, 60500.000,  -670.748,     0.787
 53921.739, 60500.000,  -774.830,     0.406
 18145.342, 60500.000,  -633.163,     0.850
 54875.776, 60500.000,  -734.354,     0.491
 56147.826, 60500.000,  -705.442,     0.801
 29832.298, 60500.000,  -647.619,     0.900
 51695.652, 60500.000,  -743.027,     0.954
 52331.677, 60500.000,  -688.095,     0.918
 57976.398, 60500.000,  -751.701,     0.846
 45812.422, 60500.000,  -717.007,     0.532
 11387.578, 60500.000,  -575.340,     0.635
 28401.242, 60500.000,  -589.796,     0.953
 28003.727, 60500.000,  -601.361,     0.521
 27208.696, 60500.000,  -690.986,     0.241
 10990.062, 60500.000,  -546.429,     0.628
 40326.708, 60500.000,  -664.966,     0.895
 49787.578, 60500.000,  -714.116,     0.713
 21643.478, 60500.000,  -589.796,     0.969
 10990.062, 60500.000,  -633.163,     0.778
 59725.466, 60500.000,  -740.136,     0.948
 30070.807, 60500.000,  -618.707,     0.918
 35318.012, 60500.000,  -673.639,     0.817
 41360.248, 60500.000,  -714.116,     0.729
 32058.385, 60500.000,  -679.422,     0.644
 50264.596, 60500.000,  -728.571,     0.537
 40326.708, 60500.000,  -679.422,     0.718
 56942.857, 60500.000,  -763.265,     0.743
 36431.056, 60500.000,  -676.531,     0.676
 22756.522, 60500.000,  -618.707,     0.776
 28401.242, 60500.000,  -627.381,     0.806
 30388.820, 60500.000,  -685.204,     0.589
 34125.466, 60500.000,  -673.639,     0.537
 57419.876, 60500.000,  -690.986,     0.946
 58214.907, 60500.000,  -690.986,     0.918
 41678.261, 60500.000,  -682.313,     0.733
 14329.193, 60500.000,  -610.034,     0.695
 37544.099, 60500.000,  -670.748,     0.783
 18622.360, 60500.000,  -586.905,     0.793
 45255.901, 60500.000,  -693.878,     0.907
 48436.025, 60500.000,  -728.571,     0.924
 37226.087, 60500.000,  -679.422,     0.875
 41757.764, 60500.000,  -722.789,     0.821
 19973.913, 60500.000,  -584.014,     0.858
 32694.410, 60500.000,  -690.986,     0.845
 15998.758, 60500.000,  -638.946,     0.638
 10195.031, 60500.000,  -546.429,     0.814
 52411.180, 60500.000,  -748.810,     0.790
 49390.062, 60500.000,  -717.007,     0.835
 14885.714, 60500.000,  -552.211,     0.325
 25777.640, 60500.000,  -621.599,     0.961
 52172.671, 60500.000,  -696.769,     0.569
 52649.689, 60500.000,  -711.224,     0.831
 54001.242, 60500.000,  -754.592,     0.970
 39054.658, 60500.000,  -673.639,     0.803
 60361.491, 60500.000,  -705.442,     0.921
 47800.000, 60500.000,  -702.551,     0.763
 19894.410, 60500.000,  -578.231,     0.489
 42393.789, 60500.000,  -711.224,     0.462
 17986.335, 60500.000,  -667.857,     0.593
 27288.199, 60500.000,  -618.707,     0.974
 59486.957, 60500.000,  -714.116,     0.926
 36033.540, 60500.000,  -693.878,     0.897
 12341.615, 60500.000,  -537.755,     0.037
 22518.012, 60500.000,  -656.293,     0.519
 48118.012, 60500.000,  -699.660,     0.944
 22597.516, 60500.000,  -644.728,     0.926
 15521.739, 60500.000,  -618.707,     0.670
 30388.820, 60500.000,  -688.095,     0.470
 41996.273, 60500.000,  -679.422,     0.753
 16237.267, 60500.000,  -641.837,     0.828
 16475.776, 60500.000,  -615.816,     0.472
 56783.851, 60500.000,  -714.116,     0.794
 45653.416, 60500.000,  -682.313,     0.897
 26334.161, 60500.000,  -650.510,     0.866
 21166.460, 60500.000,  -679.422,     0.749
 12341.615, 60500.000,  -604.252,     0.878
 17827.329, 60500.000,  -664.966,     0.813
 42632.298, 60500.000,  -662.075,     0.239
 22120.497, 60500.000,  -664.966,     0.840
 58135.404, 60500.000,  -690.986,     0.947
 26493.168, 60500.000,  -578.231,     0.941
 26095.652, 60500.000,  -685.204,     0.681
 44778.882, 60500.000,  -734.354,     0.557
 30229.814, 60500.000,  -638.946,     0.810
 55829.814, 60500.000,  -748.810,     0.928
 17509.317, 60500.000,  -664.966,     0.632
 24267.081, 60500.000,  -584.014,     0.664
 25698.137, 60500.000,  -612.925,     0.817
 40883.230, 60500.000,  -662.075,     0.231
 15283.230, 60500.000,  -566.667,     0.946
 49787.578, 60500.000,  -731.463,     0.791
 13931.677, 60500.000,  -569.558,     0.833
 16316.770, 60500.000,  -557.993,     0.049
 29037.267, 60500.000,  -641.837,     0.785
 26572.671, 60500.000,  -578.231,     0.973
 23710.559, 60500.000,  -624.490,     0.875
 12182.609, 60500.000,  -598.469,     0.914
 60361.491, 60500.000,  -783.503,     0.921
 41757.764, 60500.000,  -670.748,     0.922
 42791.304, 60500.000,  -670.748,     0.871
 11944.099, 60500.000,  -607.143,     0.730
 20927.950, 60500.000,  -586.905,     0.851
 27129.193, 60500.000,  -690.986,     0.231
 53206.211, 60500.000,  -760.374,     0.713
 53683.230, 60500.000,  -696.769,     0.982
 35159.006, 60500.000,  -633.163,     0.560
 13375.155, 60500.000,  -584.014,     0.794
 59168.944, 60500.000,  -774.830,     0.942
 25459.627, 60500.000,  -575.340,     0.890
 34602.484, 60500.000,  -659.184,     0.863
 16078.261, 60500.000,  -636.054,     0.886
 60122.981, 60500.000,  -708.333,     0.982
 55273.292, 60500.000,  -696.769,     0.886
 32455.901, 60500.000,  -644.728,     0.969
 31660.870, 60500.000,  -604.252,     0.536
 58691.925, 60500.000,  -748.810,     0.509
 21722.981, 60500.000,  -653.401,     0.425
 10513.043, 60500.000,  -537.755,     0.051
 14806.211, 60500.000,  -552.211,     0.859
 23313.043, 60500.000,  -598.469,     0.973
 53365.217, 60500.000,  -771.939,     0.325
 12103.106, 60500.000,  -552.211,     0.938
 32296.894, 60500.000,  -647.619,     0.940
 22597.516, 60500.000,  -653.401,     0.701
 29991.304, 60500.000,  -621.599,     0.875
 36908.075, 60500.000,  -659.184,     0.766
 13852.174, 60500.000,  -627.381,     0.821
 17906.832, 60500.000,  -627.381,     0.558
 58294.410, 60500.000,  -743.027,     0.817
 29275.776, 60500.000,  -636.054,     0.852
 57578.882, 60500.000,  -774.830,     0.477
 52808.696, 60500.000,  -737.245,     0.681
 17906.832, 60500.000,  -667.857,     0.657
 38021.118, 60500.000,  -664.966,     0.714
 12580.124, 60500.000,  -598.469,     0.723
 27606.211, 60500.000,  -641.837,     0.725
 30309.317, 60500.000,  -670.748,     0.810
 29355.280, 60500.000,  -607.143,     0.640
 14885.714, 60500.000,  -633.163,     0.908
 10195.031, 60500.000,  -610.034,     0.885
 45414.907, 60500.000,  -705.442,     0.896
 55273.292, 60500.000,  -682.313,     0.267
 53603.727, 60500.000,  -690.986,     0.766
 35874.534, 60500.000,  -711.224,     0.413
 11864.596, 60500.000,  -604.252,     0.852
 27765.217, 60500.000,  -638.946,     0.760
 19655.901, 60500.000,  -636.054,     0.898
 55670.807, 60500.000,  -693.878,     0.859
 48515.528, 60500.000,  -679.422,     0.455
 27129.193, 60500.000,  -581.122,     0.929
 17668.323, 60500.000,  -650.510,     0.788
 55909.317, 60500.000,  -725.680,     0.749
 57101.863, 60500.000,  -734.354,     0.703
 34602.484, 60500.000,  -702.551,     0.711
 58373.913, 60500.000,  -751.701,     0.422
 12262.112, 60500.000,  -595.578,     0.871
 10592.547, 60500.000,  -552.211,     0.816
 56147.826, 60500.000,  -766.156,     0.605
 48833.540, 60500.000,  -685.204,     0.774
 10274.534, 60500.000,  -601.361,     0.906
 15680.745, 60500.000,  -644.728,     0.795
 23869.565, 60500.000,  -679.422,     0.677
 42552.795, 60500.000,  -682.313,     0.682
 28878.261, 60500.000,  -662.075,     0.632
 28321.739, 60500.000,  -688.095,     0.522
 27367.702, 60500.000,  -612.925,     0.948
 42234.783, 60500.000,  -664.966,     0.925
 57578.882, 60500.000,  -754.592,     0.844
 48754.037, 60500.000,  -717.007,     0.658
 55432.298, 60500.000,  -731.463,     0.794
 23949.068, 60500.000,  -630.272,     0.962
 32694.410, 60500.000,  -693.878,     0.600
 56545.342, 60500.000,  -725.680,     0.679
 26731.677, 60500.000,  -627.381,     0.829
 24505.590, 60500.000,  -584.014,     0.882
 15044.720, 60500.000,  -636.054,     0.925
 23472.050, 60500.000,  -627.381,     0.890
 54796.273, 60500.000,  -693.878,     0.794
 50344.099, 60500.000,  -725.680,     0.430
  9877.019, 60500.000,  -572.449,     0.710
 56465.839, 60500.000,  -685.204,     0.263
 15998.758, 60500.000,  -584.014,     0.745
 58214.907, 60500.000,  -774.830,     0.541
 32296.894, 60500.000,  -636.054,     0.953
 26175.155, 60500.000,  -624.490,     0.947
 11546.584, 60500.000,  -540.646,     0.550
 21961.491, 60500.000,  -624.490,     0.855
 16952.795, 60500.000,  -638.946,     0.886
 47561.491, 60500.000,  -685.204,     0.875
 52331.677, 60500.000,  -708.333,     0.914
 33886.957, 60500.000,  -656.293,     0.919
 38021.118, 60500.000,  -693.878,     0.543
 34204.969, 60500.000,  -670.748,     0.747
 32058.385, 60500.000,  -627.381,     0.796
 51298.137, 60500.000,  -722.789,     0.680
 27526.708, 60500.000,  -673.639,     0.897
 60520.497, 60500.000,  -699.660,     0.042
 17827.329, 60500.000,  -584.014,     0.856
 40088.199, 60500.000,  -711.224,     0.867
 52331.677, 60500.000,  -757.483,     0.531
 27685.714, 60500.000,  -604.252,     0.609
 28560.248, 60500.000,  -586.905,     0.871
 54557.764, 60500.000,  -708.333,     0.809
 41121.739, 60500.000,  -670.748,     0.780
 17509.317, 60500.000,  -644.728,     0.765
 52649.689, 60500.000,  -722.789,     0.765
 20450.932, 60500.000,  -575.340,     0.854
 14726.708, 60500.000,  -644.728,     0.877
 28957.764, 60500.000,  -690.986,     0.310
 20450.932, 60500.000,  -659.184,     0.422
 25618.634, 60500.000,  -627.381,     0.690
 59884.472, 60500.000,  -754.592,     0.530
 32296.894, 60500.000,  -633.163,     0.972
 57419.876, 60500.000,  -717.007,     0.643
 42155.280, 60500.000,  -705.442,     0.560
 50423.602, 60500.000,  -708.333,     0.671
 23551.553, 60500.000,  -584.014,     0.456
 54001.242, 60500.000,  -774.830,     0.408
 42393.789, 60500.000,  -685.204,     0.676
 25618.634, 60500.000,  -647.619,     0.636
 11705.590, 60500.000,  -566.667,     0.906
 47481.988, 60500.000,  -737.245,     0.876
 55114.286, 60500.000,  -699.660,     0.692
 16316.770, 60500.000,  -595.578,     0.959
 20609.938, 60500.000,  -595.578,     0.942
 44540.373, 60500.000,  -714.116,     0.573
 25141.615, 60500.000,  -667.857,     0.832
 12023.602, 60500.000,  -636.054,     0.891
 42155.280, 60500.000,  -679.422,     0.670
 29275.776, 60500.000,  -653.401,     0.769
 55352.795, 60500.000,  -737.245,     0.455
 29275.776, 60500.000,  -607.143,     0.619
 59009.938, 60500.000,  -734.354,     0.899
 28798.758, 60500.000,  -638.946,     0.881
 34363.975, 60500.000,  -705.442,     0.400
 28083.230, 60500.000,  -624.490,     0.859
 38100.621, 60500.000,  -722.789,     0.276
 59486.957, 60500.000,  -725.680,     0.604
 48118.012, 60500.000,  -711.224,     0.775
 48118.012, 60500.000,  -743.027,     0.758
 21086.957, 60500.000,  -624.490,     0.702
 60440.994, 60500.000,  -702.551,     0.874
 53603.727, 60500.000,  -731.463,     0.678
 16793.789, 60500.000,  -647.619,     0.967
 18065.839, 60500.000,  -670.748,     0.439
 45812.422, 60500.000,  -702.551,     0.772
 32296.894, 60500.000,  -688.095,     0.562
 43029.814, 60500.000,  -682.313,     0.609
 59645.963, 60500.000,  -771.939,     0.965
 21086.957, 60500.000,  -610.034,     0.754
 34284.472, 60500.000,  -653.401,     0.846
 14170.186, 60500.000,  -584.014,     0.961
 29434.783, 60500.000,  -662.075,     0.658
 19099.379, 60500.000,  -604.252,     0.491
 26175.155, 60500.000,  -578.231,     0.736
 35556.522, 60500.000,  -659.184,     0.750
 41916.770, 60500.000,  -662.075,     0.231
 28242.236, 60500.000,  -690.986,     0.355
 43188.820, 60500.000,  -699.660,     0.553
 11228.571, 60500.000,  -607.143,     0.958
 52967.702, 60500.000,  -745.918,     0.902
 28480.745, 60500.000,  -595.578,     0.877
 49151.553, 60500.000,  -728.571,     0.604
 56704.348, 60500.000,  -769.048,     0.491
 35874.534, 60500.000,  -656.293,     0.950
 58055.901, 60500.000,  -719.898,     0.486
 27447.205, 60500.000,  -633.163,     0.882
 19655.901, 60500.000,  -650.510,     0.502
 53365.217, 60500.000,  -705.442,     0.675
 26493.168, 60500.000,  -676.531,     0.941
 43665.839, 60500.000,  -699.660,     0.703
 12818.634, 60500.000,  -563.776,     0.694
 31024.845, 60500.000,  -604.252,     0.545
 13693.168, 60500.000,  -624.490,     0.546
 58294.410, 60500.000,  -708.333,     0.875
 25777.640, 60500.000,  -618.707,     0.923
 44301.863, 60500.000,  -676.531,     0.755
 55591.304, 60500.000,  -693.878,     0.922
 22040.994, 60500.000,  -662.075,     0.526
 28162.733, 60500.000,  -633.163,     0.942
 59884.472, 60500.000,  -708.333,     0.904
 18781.366, 60500.000,  -589.796,     0.661
 37862.112, 60500.000,  -714.116,     0.711
 11467.081, 60500.000,  -604.252,     0.878
 32058.385, 60500.000,  -607.143,     0.593
 29514.286, 60500.000,  -670.748,     0.696
 36828.571, 60500.000,  -670.748,     0.926
 15442.236, 60500.000,  -630.272,     0.941
 39690.683, 60500.000,  -682.313,     0.863
 42393.789, 60500.000,  -728.571,     0.830
  9718.012, 60500.000,  -557.993,     0.941
